Identifier, Size, 0D1, 0D2, 0D3, 0D4, 0D5
DR_1088, 642.3, , , , 400:1:0.0465116:0.1875, 
DR_1089, 887.0, 100:3:0.198895:0.223214;100:3:0.121212:0.180233;300:3:0.119792:0.22449, 200:3:0.333333:0.333333;300:3:0.190476:0.202247;500:3:0.153846:0.153846;300:3:0.178571:0.178571;300:3:0.133333:0.157895, 300:3:0.173333:0.173333;200:3:0.141026:0.201835;300:3:0.1375:0.154762;300:3:0.166667:0.191304;300:3:0.133333:0.139535, , 
DR_1090, 846.7, , , , , 
DR_1091, 429.7, , , , , 
DR_1092, 367.3, , , , , 
DR_1093, 856.3, 200:3:0.161616:0.363636;300:3:0.0909091:0.232558;200:3:0.190955:0.251462;300:3:0.147208:0.2;200:3:0.111675:0.222222;300:3:0.0995025:0.25;800:3:0.108808:0.166667;300:3:0.105556:0.1875, 300:1:0.113208:0.129032;100:3:0.166667:0.230769;100:3:0.245283:0.25;300:1:0.0555556:0.122222;200:3:0.207547:0.207547;100:3:0.307692:0.307692;100:3:0.313725:0.313725;200:3:0.156863:0.181818;300:1:0.0784314:0.272727;100:3:0.12:0.272727;300:3:0.192308:0.272727;300:3:0.16:0.25;300:1:0.0769231:0.2, 600:3:0.130435:0.130435;300:3:0.283784:0.283784;600:3:0.152941:0.152941, , 500:3:0.110092:0.112281;500:1:0.0648148:0.133333
DR_1094, 317.7, , , , , 
DR_1095, 208.7, , , , , 
DR_1096, 1113.0, , , , , 
DR_1097, 569.3, , , , , 
DR_1098, 750.7, , , , , 
DR_1099, 440.3, 700:3:0.0666667:0.127273;400:1:0.0555556:0.197368;400:1:0.0227273:0.1875;300:1:0.0337079:0.176471;600:1:0.0263158:0.166667, 300:3:0.181818:0.181818;300:3:0.204545:0.204545;400:3:0.136364:0.136364;400:1:0.0930233:0.181818;300:3:0.186047:0.186047;300:3:0.119048:0.133333;400:3:0.0930233:0.129032;300:3:0.166667:0.166667;500:3:0.2:0.2, 300:1:0.0684932:0.136364;300:3:0.115942:0.15625, 100:1:0.0192308:0.166667;100:1:0:0.190476;300:1:0.02:0.116279;300:1:0.0192308:0.125, 
DR_1100, 718.0, , , , , 
DR_1101, 573.0, , , , , 
DR_1102, 765.7, , , , , 
DR_1103, 1704.3, , , , 400:1:0:0.16129, 
DR_1104, 321.7, , , , , 
DR_1105, 1193.7, , , , , 
DR_1106, 949.3, 700:1:0.0268199:0.1875, , 300:1:0.0275229:0.129032, , 700:1:0.048913:0.214286
DR_1107, 494.3, , , , , 
DR_1108, 343.3, , , , , 
DR_1109, 702.7, , , , , 
DR_1110, 508.7, 700:1:0.05:0.157895, , , , 
DR_1111, 362.7, , , , , 
DR_1112, 338.7, , , , , 
DR_1113, 335.7, , , 300:3:0.160494:0.160494, , 
DR_1114, 464.3, , , , , 
DR_1115, 1008.0, , , , , 
DR_1116, 844.7, , , , , 
DR_1117, 1773.3, 700:3:0.109589:0.141304;700:3:0.120567:0.163043;700:3:0.112583:0.147368, , 400:1:0.0510204:0.149425;400:1:0.047619:0.123596;400:1:0.0366972:0.131868, , 400:3:0.146341:0.146341;400:3:0.121951:0.133333;400:3:0.130952:0.136126
DR_1118, 852.3, , , , , 
DR_1119, 622.3, , , 200:1:0.0786517:0.218182, , 700:1:0.0125786:0.130435
DR_1120, 870.3, , , , , 
DR_1121, 284.7, , , , , 
DR_1122, 878.3, , , , , 
DR_1123, 1049.7, , , , , 
DR_1124, 1044.0, 700:3:0.15:0.15, , , , 
DR_1125, 341.7, , , , , 
DR_1126, 1603.3, , , , , 
DR_1127, 865.3, , , , , 
DR_1128, 540.7, , , , , 
DR_1129, 478.0, , , , , 
DR_1130, 1038.7, , , , , 
DR_1131, 805.0, , , , , 
DR_1132, 1454.0, , , , , 
DR_1133, 953.3, , , , , 
DR_1134, 250.3, , , , , 
DR_1135, 594.0, , , , , 
DR_1136, 363.3, , , , , 
DR_1137, 809.7, , 500:3:0.131579:0.131579, , , 
DR_1138, 641.3, , , 400:1:0.0318471:0.140845, , 
DR_1139, 295.7, , , , , 
DR_1140, 334.0, , , , , 
DR_1141, 1128.3, , , , , 
DR_1142, 1079.0, , , 400:1:0.00719424:0.125, , 
DR_1143, 571.3, 300:3:0.0973451:0.230769;600:1:0.0683761:0.363636;700:1:0.0373832:0.210526;700:1:0.0315315:0.263158;700:1:0.0272727:0.142857, , 300:3:0.145455:0.145455;400:1:0.0491803:0.15;300:3:0.114754:0.157895;300:1:0.015873:0.157895;400:1:0.0120482:0.185185;400:1:0.0357143:0.12;400:1:0.0361446:0.185185;400:1:0.0352941:0.153846;400:1:0:0.12, 300:3:0.214286:0.285714;400:1:0:0.137931;400:3:0.12:0.233333;700:3:0.142857:0.142857, 
DR_1144, 566.3, , , , , 
DR_1145, 1483.3, 300:3:0.176471:0.201342;300:3:0.190476:0.240741;300:3:0.209524:0.270833, , 300:1:0.101449:0.111111;300:3:0.145161:0.161765;300:3:0.169492:0.2;300:3:0.126984:0.186441;300:3:0.2:0.202703;100:3:0.140625:0.180328, 300:1:0.0693069:0.181818;300:3:0.0980392:0.190476;100:3:0.127451:0.194805;100:3:0.125:0.195122;300:3:0.0957447:0.166667;100:3:0.141304:0.25, 400:3:0.225806:0.225806
DR_1146, 472.7, , , , , 
DR_1147, 771.0, , , , , 
DR_1148, 468.0, , , , , 
DR_1149, 849.7, , 500:3:0.131148:0.131148, , , 
DR_1150, 1256.0, , , 400:1:0.0277778:0.235294, , 
DR_1151, 750.0, , , , , 
DR_1152, 666.0, , , , , 
DR_1153, 1008.3, , , , , 
DR_1154, 919.3, , , , , 
DR_1155, 1079.3, 400:3:0.121739:0.178571, , , , 
DR_1156, 691.7, , , , , 
DR_1157, 843.0, , , , , 
DR_1158, 524.7, , , , , 
DR_1159, 490.7, , 100:3:0.257732:0.257732, , , 
DR_1160, 694.7, , , , , 
DR_1161, 263.3, , 300:3:0.147059:0.147059, , , 
DR_1162, 422.0, 800:3:0.193548:0.193548;700:3:0.176:0.176;800:3:0.148438:0.148438;800:3:0.147287:0.147287, , , , 400:1:0:0.133333
DR_1163, 783.7, , , , , 
DR_1164, 665.7, , , , , 
DR_1165, 361.0, , , , , 
DR_1166, 478.0, , , , , 
DR_1167, 478.7, , , , , 
DR_1168, 599.0, , , , , 
DR_1169, 842.0, , 200:3:0.2:0.2;200:3:0.181818:0.181818, , , 
DR_1170, 579.7, , , , , 
DR_1171, 863.0, , , , , 
DR_1172, 753.3, 700:3:0.0896226:0.165289;700:3:0.109005:0.15;700:3:0.149485:0.149485;700:3:0.166667:0.175824, , 400:1:0.0208333:0.135802;400:1:0.0208333:0.152941;400:1:0.0322581:0.1875, 400:3:0.11215:0.146154, 
DR_1173, 712.3, , , , , 
DR_1174, 2556.0, , , , , 
DR_1175, 938.3, , , 400:1:0.00952381:0.119048, , 
DR_1176, 297.0, , , , , 
DR_1177, 358.7, , , , , 
DR_1178, 610.3, , , , , 
DR_1179, 1274.3, , , , , 
DR_1180, 377.0, , , , , 
DR_1181, 424.3, , , , , 
DR_1182, 427.0, , , , , 
DR_1183, 553.7, , , , , 
DR_1184, 420.7, , , , , 
DR_1185, 827.7, , , , , 
DR_1186, 180.3, , , , , 
DR_1187, 663.3, , , , , 
DR_1188, 1081.7, , , , 700:3:0.155556:0.155556;400:3:0.107143:0.163636;700:3:0.137931:0.137931, 700:3:0.153846:0.153846;800:3:0.159091:0.159091
DR_1189, 1338.0, , , , , 
DR_1190, 494.0, , , , , 
DR_1191, 1048.0, , , , , 
DR_1192, 876.7, , , , , 
DR_1193, 535.7, , , , , 
DR_1194, 400.7, , , , , 
DR_1195, 675.7, , , , , 
DR_1196, 664.3, , , , , 
DR_1197, 208.0, 300:3:0.176471:0.222222;400:1:0.0454545:0.190476, 300:3:0.166667:0.333333;400:3:0.272727:0.272727, 600:3:0.384615:0.384615, , 
DR_1198, 1466.0, , , , , 
DR_1199, 542.0, , , , , 
DR_1200, 759.0, , , , 400:3:0.131313:0.176471, 
DR_1201, 2179.3, 300:1:0.0779221:0.222222;300:3:0.1:0.4;700:1:0.0431655:0.222222, , 200:3:0.16129:0.201681;400:3:0.0865385:0.146341;200:3:0.157303:0.186275, , 
DR_1202, 620.3, , , , , 
DR_1203, 579.3, , , , 300:3:0.217391:0.217391, 
DR_1204, 358.0, , , , , 
DR_1205, 592.7, , , , , 
DR_1206, 430.3, , , , , 
DR_1207, 1266.0, , , , , 
DR_1208, 360.7, 300:3:0.155709:0.241758, , 100:1:0.068323:0.2, , 
DR_1209, 352.7, 100:3:0.182482:0.237624, , , 100:3:0.192308:0.247423;100:3:0.266055:0.266055;100:3:0.216981:0.216981, 
DR_1210, 504.3, , , , , 
DR_1211, 441.3, , , , , 
DR_1212, 466.7, , , , , 
DR_1213, 775.3, , , , , 
DR_1214, 700.0, , , , , 
DR_1215, 734.3, , , , , 
DR_1216, 454.0, , , , , 
DR_1217, 558.0, , , , , 
DR_1218, 252.3, , , , , 
DR_1219, 1630.0, 100:3:0.103175:0.315789, 500:3:0.162791:0.162791, 400:1:0.0207254:0.142857, , 
DR_1220, 225.0, , , , , 
DR_1221, 626.7, 700:1:0.0103627:0.130435, , 100:3:0.107527:0.196078, , 
DR_1222, 499.3, , , , , 
DR_1223, 948.0, , , , , 
DR_1224, 403.7, , , , , 
DR_1225, 905.3, , , , , 
DR_1226, 782.3, , 300:3:0.322581:0.322581, 400:1:0.0252101:0.136364, , 
DR_1227, 1115.0, 100:3:0.0955882:0.4, 200:3:0.333333:0.333333;200:3:0.5:0.5;200:3:0.5:0.5;200:3:0.333333:0.333333, 200:3:0.159292:0.209524, , 
DR_1228, 324.0, , , , , 
DR_1229, 741.7, , , 400:1:0.0189873:0.125;400:1:0.0298507:0.2;400:1:0.0134228:0.121212, , 
DR_1230, 565.7, , , , , 
DR_1231, 1835.7, 700:1:0.05:0.136364, , 400:1:0.0823529:0.211268;400:1:0.0348837:0.140845, 300:3:0.188034:0.188034, 400:3:0.154762:0.176923
DR_1232, 345.3, , , , , 
DR_1233, 419.3, , , , , 
DR_1234, 656.0, , , , , 
DR_1235, 1316.0, , , 300:3:0.181818:0.216667, , 
DR_1236, 730.3, , , , , 
DR_1237, 837.0, , , , , 
DR_1238, 955.7, 600:1:0.0193548:0.130435;300:1:0.0745342:0.181818;600:1:0.0451977:0.181818, 300:3:0.125:0.214286, 400:3:0.139785:0.15, , 
DR_1239, 421.3, , , , , 
DR_1240, 710.3, , , , , 
DR_1241, 263.0, , , , , 
DR_1242, 421.7, , , , , 
DR_1243, 719.3, , , , , 
DR_1244, 655.3, , 500:3:0.131579:0.131579, , , 
DR_1245, 488.7, , , , , 
DR_1246, 875.7, , , , , 
DR_1247, 974.7, , , , , 
DR_1248, 685.3, , , , , 
DR_1249, 522.7, , , , , 
DR_1250, 629.0, , , , , 
DR_1251, 421.7, , , , , 
DR_1252, 1010.7, , , , , 
DR_1253, 439.3, , , , , 
DR_1254, 298.3, , , , , 
DR_1255, 985.7, , , , , 
DR_1256, 227.7, , , , , 
DR_1257, 896.3, , , , , 
DR_1258, 2120.3, , , , , 
DR_1259, 1259.0, , , , , 
DR_1260, 636.7, 300:3:0.126582:0.25;400:1:0.0540541:0.130435;300:3:0.148649:0.3;300:1:0.0357143:0.173077;700:1:0.0352941:0.12963, 300:1:0.119048:0.169492, 300:3:0.254545:0.254545;300:3:0.142857:0.230769;300:3:0.0816327:0.115385, 400:1:0.0634921:0.130952, 400:3:0.0833333:0.185897;800:3:0.1:0.1;400:1:0.037037:0.142857;700:1:0.0295858:0.128205
DR_1261, 288.0, , , , , 
DR_1262, 1279.3, , , , , 
DR_1263, 620.3, , , , , 
DR_1264, 418.7, , , , , 
DR_1265, 698.3, , , , , 
DR_1266, 1265.3, , , , , 
DR_1267, 462.3, , , , , 
DR_1268, 376.0, , , , , 
DR_1269, 341.0, , , , , 
DR_1270_1, 564.7, , , , , 
DR_1270_2, 582.0, , , , , 
DR_1271, 692.3, , , , , 
DR_1272, 217.3, , , , , 
DR_1273, 945.0, , , , , 
DR_1274, 537.7, , , , , 
DR_1275, 243.0, , , , , 
DR_1276, 1034.7, , , , , 
DR_1277, 817.7, , , , , 
DR_1278, 832.0, , , , , 
DR_1279, 598.0, , , , , 
DR_1280, 265.3, , , , , 
DR_1281, 595.7, , , , , 
DR_1282, 506.7, , , , , 
DR_1283, 1847.7, , , , , 
DR_1284, 420.7, , , , , 
DR_1285, 555.0, 300:3:0.0697674:0.202128;100:3:0.138095:0.209524;100:3:0.092511:0.196078, 300:3:0.131579:0.238532;100:3:0.133333:0.182482;300:1:0.0547945:0.148148;300:1:0.1:0.157895;300:1:0.0945946:0.147826, 300:3:0.168421:0.171717;600:3:0.170213:0.170213;400:3:0.182796:0.182796;300:3:0.129032:0.21875;300:3:0.144444:0.157895;300:1:0.107843:0.173077;300:3:0.0990991:0.152542, 100:3:0.0842697:0.165289;100:3:0.0606061:0.169643, 
DR_1286, 210.7, , , , , 
DR_1287, 470.7, , , , , 
DR_1288, 201.3, , , , , 
DR_1289, 1937.7, , , , , 
DR_1290, 1300.7, , , 300:3:0.260504:0.260504, , 
DR_1291, 1280.0, , , , , 
DR_1292, 594.7, , , , , 700:1:0.0625:0.178571
DR_1293, 635.0, , , , , 
DR_1294, 295.0, , , , , 
DR_1295, 699.0, , , , , 
DR_1296, 720.0, , , , , 
DR_1297, 763.0, , , , , 
DR_1298, 1290.3, , , , , 
DR_1299, 161.0, , , , , 
DR_1300, 510.0, , , , , 
DR_1301, 620.0, , , , , 
DR_1302, 899.7, , , , , 
DR_1303, 697.7, , , , , 
DR_1304, 694.3, 700:3:0.0956522:0.125;700:3:0.116071:0.177778, , , , 
DR_1305, 833.7, , , , , 
DR_1306, 540.3, , , , , 
DR_1307, 988.0, , , , , 
DR_1308, 1088.7, , , , , 
DR_1309, 317.0, , , , , 
DR_1310, 504.0, , , , , 
DR_1311, 650.3, , , , , 
DR_1312, 277.3, , , , , 
DR_1313, 827.3, , , , , 
DR_1314, 756.3, , , , , 
DR_1315, 550.7, , , , , 
DR_1316, 1293.3, , , , , 
DR_1317, 196.7, , , , 400:3:0.122807:0.140351, 700:3:0.119048:0.119048;700:3:0.170732:0.170732
DR_1318, 1016.7, , , , , 
DR_1319, 510.7, , , , , 
DR_1320, 440.0, , , , , 
DR_1321, 485.0, , , , , 
DR_1322, 947.3, 300:1:0.0352941:0.153846, 300:1:0:0.106667, , , 
DR_1323, 721.0, , , , , 
DR_1324, 1041.7, , , , , 
DR_1325, 771.7, , , , , 
DR_1326, 703.0, , , , , 
DR_1327, 1111.7, , , , , 
DR_1328, 282.7, , , , , 
DR_1329, 607.7, , , , , 700:3:0.0578947:0.130435;400:1:0.0137931:0.125
DR_1330, 720.7, , , , 400:1:0.0243902:0.142857, 
DR_1331, 217.0, , , , , 
DR_1332, 357.0, , 500:3:0.25:0.25, , , 
DR_1333, 876.3, , , , , 
DR_1335, 2476.3, , 100:3:0.145161:0.243386, , , 
DR_1336, 1187.7, , , , , 
DR_1337, 635.3, , , , , 
DR_1338, 949.0, , , , , 
DR_1339, 610.0, , , , , 
DR_1340, 276.0, , , , , 
DR_1341, 322.3, , , , , 
DR_1342, 955.0, , , , , 
DR_1343, 861.3, , , , , 
DR_1344, 540.3, , 500:3:0.180556:0.180556, 200:3:0.0994475:0.156863;200:3:0.118343:0.170213, , 
DR_1345, 391.3, , , , , 
DR_1346, 340.0, , , , , 
DR_1347, 1379.7, , , , , 
DR_1348, 272.3, , , , , 
DR_1349, 1062.3, , , , , 
DR_1350, 947.7, , , , , 
DR_1351, 588.7, , , , , 
DR_1352, 615.3, , , 300:1:0.0967742:0.148515, 400:1:0:0.15, 
DR_1353, 1134.3, , , , , 
DR_1354, 1392.7, , 100:3:0.204082:0.356522, , , 
DR_1355, 668.0, , , , , 
DR_1356, 802.7, , , , , 
DR_1357, 465.0, , , , , 
DR_1358, 598.0, , , , , 
DR_1359, 607.3, , , , , 
DR_1360, 527.3, , , , , 
DR_1361, 654.7, , , 400:1:0.0181818:0.2, 300:1:0.0666667:0.136364, 
DR_1362, 882.0, , , , , 
DR_1363, 700.0, , , , , 
DR_1364, 293.7, , , , , 
DR_1365, 1052.7, , , , 400:1:0:0.2, 
DR_1366, 424.7, , , 300:1:0.0405405:0.140351, 600:1:0:0.166667, 
DR_1367, 790.3, , , , , 
DR_1368, 466.7, , , , , 
DR_1369, 728.0, , , , , 
DR_1370, 549.7, , , , , 
DR_1371, 746.7, 600:1:0.0660377:0.166667;700:3:0.113043:0.174603, 400:1:0.04:0.1875, 400:1:0.02:0.14, , 
DR_1372, 364.0, , , , , 
DR_1373, 550.0, , , , , 
DR_1374, 2288.3, , , , , 
DR_1375, 1396.0, , , , , 
DR_1376, 476.3, , , , , 
DR_1377, 903.0, , , , , 
DR_1378, 434.7, , , , , 
DR_1379, 525.0, , , , , 
DR_1380, 580.0, , , , , 
DR_1381, 897.7, , , , , 
DR_1382, 417.3, , , , , 
DR_1383, 556.0, , , , , 
DR_1384, 537.3, , , , , 
DR_1385, 416.3, , , , , 
DR_1386, 940.3, , , , , 
DR_1387, 925.7, , , , , 
DR_1388, 554.0, , , , , 
DR_1389, 571.0, , , , , 
DR_1390, 408.3, , , , , 
DR_1391, 336.7, , , , , 
DR_1392, 720.0, , , , , 
DR_1393, 523.0, , , , , 
DR_1394, 852.3, , , , , 
DR_1395, 739.7, , , , , 
DR_1396, 368.7, , , , , 
DR_1397, 693.0, , , , , 
DR_1398, 323.7, , , , , 
DR_1399, 680.7, , , , , 
DR_1400, 574.7, , , , , 
DR_1401, 665.7, , , , , 
DR_1402, 529.7, , , , , 
DR_1403, 690.3, , , , , 
DR_1404, 188.3, , , , , 
DR_1405, 236.0, , , , , 
DR_1406, 342.0, , , 400:1:0.012987:0.166667, , 
DR_1407, 893.7, 400:3:0.0792683:0.333333, , 200:1:0.0961538:0.174603, , 
DR_1408, 321.3, 700:3:0.0335821:0.117647, , , , 
DR_1409, 830.3, , , , , 
DR_1410, 1016.0, , , 600:3:0.163636:0.163636;300:3:0.152542:0.166667;600:3:0.155172:0.155172, , 
DR_1411, 1268.3, , , , , 
DR_1412, 78.7, , , , , 
DR_1413, 798.0, , 500:3:0.225806:0.225806, 400:1:0.0422535:0.133333, , 
DR_1414, 1150.7, 700:1:0.0228311:0.181818, , 300:3:0.125:0.375;600:3:0.142857:0.142857, 300:3:0.2:0.428571, 
DR_1415, 1087.7, , , , , 
DR_1416, 503.7, , , , , 
DR_1417, 2320.3, , 400:3:0.25:0.25;500:3:0.1875:0.1875, 200:3:0.138298:0.25;300:1:0.0454545:0.125;200:3:0.126437:0.272727;100:1:0.09:0.184783;600:3:0.15:0.15;600:3:0.153153:0.153153, , 
DR_1418, 361.3, , , , , 
DR_1419, 538.3, 100:3:0.0750853:0.170455, , , , 
DR_1420, 637.3, , , , , 
DR_1421, 311.7, , , , , 
DR_1422, 525.3, , , , , 400:1:0.0118343:0.994872
DR_1423, 352.3, , , , , 
DR_1424, 1043.3, , , , , 
DR_1425, 453.0, , , , , 
DR_1426, 630.7, , , , , 
DR_1427, 650.7, , , , , 
DR_1428, 1013.7, , , , , 
DR_1429, 173.3, , , , , 
DR_1430, 715.0, , , , , 
DR_1431, 1120.0, 400:3:0.0960699:0.172414, 100:3:0.177215:0.177215, 100:3:0.206897:0.206897;600:3:0.136364:0.136364;300:1:0.0729167:0.153846, , 
DR_1432, 246.3, , , , , 
DR_1433, 1647.3, , , 400:1:0.0540541:0.133333, , 
DR_1434, 736.3, , , , 400:1:0:0.272727, 
DR_1435, 1019.7, 600:3:0.867188:0.867188, , , , 
DR_1436, 637.0, , , , , 
DR_1437, 837.0, 100:3:0.101695:0.191304;300:1:0.0597015:0.216216;300:3:0.143939:0.263158;700:1:0.059322:0.194444;700:3:0.0854701:0.142857;300:3:0.125984:0.294118;700:3:0.0746269:0.176471;300:3:0.111111:0.184211;300:3:0.152672:0.189189;700:1:0.0217391:0.142857;300:3:0.217391:0.285714;700:1:0.062069:0.153846;600:1:0.0805369:0.214286, 500:3:0.193548:0.193548;100:1:0.136364:0.454545, 300:1:0.0441176:0.150943;400:1:0.0428571:0.176471, , 700:1:0.0416667:0.2
DR_1438, 1063.0, , , , , 
DR_1439, 499.3, , , , , 
DR_1440, 1201.3, , , 200:3:0.0970149:0.181818, , 
DR_1441, 499.7, , , , , 
DR_1442, 693.3, , , , , 
DR_1443, 939.0, , , , , 
DR_1444, 946.7, , , , , 
DR_1445, 473.0, , , , , 
DR_1446, 408.3, 600:3:0.0819113:0.169118, , , , 
DR_1447, 1019.0, , , , , 
DR_1448, 1045.7, , , , , 
DR_1449, 469.7, , , , , 
DR_1450, 306.0, , , , , 
DR_1451, 525.0, 400:1:0.047619:0.166667, , 300:3:0.191011:0.191011;300:3:0.0816327:0.25, , 
DR_1453, 443.0, , , , , 
DR_1454, 544.3, , , , , 
DR_1455, 325.7, , , , , 
DR_1456, 850.3, , , , , 
DR_1457, 403.0, , , , , 
DR_1458, 1292.3, , 400:3:0.157895:0.157895, , , 
DR_1459, 1507.3, 700:3:0.119048:0.142857;700:3:0.0580645:0.125;700:1:0.0516129:0.155738;600:3:0.0909091:0.156522, , 300:1:0.0149254:0.142857;400:1:0.0218978:0.132075;400:1:0.0671642:0.168421;400:1:0.0522388:0.168421, , 
DR_1460, 1479.0, , , , , 
DR_1461, 4059.7, 300:1:0.0414201:0.181818;700:3:0.10625:0.333333;800:3:0.120805:0.166667;800:3:0.159236:0.159236;800:3:0.104046:0.15, , 600:3:0.152542:0.152542;600:3:0.222222:0.222222;600:3:0.140351:0.140351;400:3:0.128571:0.2, 600:3:0.106667:0.2;600:3:0.125:0.125, 400:1:0.0146341:0.25;400:1:0.0120482:0.133333;700:3:0.0958904:0.210526;800:3:0.154321:0.154321
DR_1462, 3082.0, 200:3:0.0872093:0.210526, , 300:1:0.0714286:0.2;200:3:0.142857:0.173913;200:3:0.130435:0.209302;200:3:0.208333:0.208333;400:1:0.025:0.2;400:1:0.00704225:0.153846;400:1:0.0215827:0.111111;400:1:0.0253807:0.136364, , 
DR_1463, 210.0, , , , , 
DR_1464, 339.7, , , , , 
DR_1465, 516.7, , , , , 
DR_1466, 277.0, , , , , 
DR_1467, 661.0, , , , , 
DR_1468, 403.0, , , , , 
DR_1469, 1053.7, 700:3:0.121387:0.121387, , , , 
DR_1470, 407.0, , , , , 
DR_1471, 2200.3, , , , , 
DR_1472, 1189.0, , , , , 
DR_1473, 600.7, , , , , 
DR_1474, 607.7, , , , , 
DR_1475, 1420.3, , , , , 
DR_1476, 606.7, , , , , 
DR_1477, 1330.3, , , 600:3:0.101695:0.101695, , 
DR_1478, 252.0, , , , , 
DR_1479, 266.7, , , , , 
DR_1480, 1287.0, , 200:1:0:0.182692, 200:3:0.11215:0.165414, , 
DR_1481, 774.0, , , , , 
DR_1482, 1289.0, , , , , 
DR_1483, 794.3, , , , , 
DR_1484, 398.0, , , , , 
DR_1485, 776.0, 700:3:0.038961:0.130435;600:1:0.0313725:0.166667, , , , 
DR_1486, 208.3, , , , , 
DR_1487, 1698.0, 300:1:0.0350877:0.234568;100:3:0.114286:0.236364;100:3:0.127907:0.321839;300:3:0.106509:0.25;300:3:0.0920245:0.235294;300:3:0.15625:0.225806, 400:3:0.15:0.15;300:3:0.157895:0.157895;300:3:0.210526:0.247863;300:3:0.236842:0.236842;400:3:0.171429:0.171429;300:1:0.117647:0.242991;400:1:0.0789474:0.2, 300:3:0.191011:0.191011;300:3:0.142857:0.227273;300:3:0.252874:0.252874;300:3:0.218391:0.218391;300:3:0.192771:0.192771;300:3:0.164706:0.202532;300:3:0.1375:0.150685;600:3:0.1:0.1, 100:3:0.150376:0.231405, 
DR_1488, 958.3, 200:3:0.176744:0.301471, 100:3:0.313725:0.4;100:3:0.297872:0.571429;100:3:0.122449:0.222222, , , 
DR_1489, 456.7, , , , , 
DR_1490, 587.7, , , , , 
DR_1491, 1075.3, , 300:1:0.181818:0.181818, , , 
DR_1492, 1068.0, , , , , 
DR_1493, 1089.3, , , , , 
DR_1494, 1432.3, , , , , 
DR_1495, 228.7, , , , , 
DR_1496, 437.3, , , , , 
DR_1497, 504.0, , , , , 
DR_1498, 879.7, , , , , 
DR_1499, 1729.7, , , 400:1:0.00729927:0.173913, , 
DR_1500, 1008.7, , , , , 
DR_1501, 459.3, , , , , 
DR_1502, 344.7, , , , , 
DR_1503, 910.0, , , , 400:3:0.186813:0.186813;100:3:0.219512:0.219512;100:3:0.220779:0.220779, 
DR_1504, 493.0, , , , , 
DR_1505, 521.0, , , , , 
DR_1506, 464.3, , , , , 
DR_1507, 830.7, , , , , 
DR_1508, 975.7, , , , , 
DR_1509, 664.7, , , , , 
DR_1510, 505.0, , , , , 
DR_1511, 640.0, , , , , 
DR_1512, 702.7, , , , , 
DR_1513, 714.3, , , , , 
DR_1514, 1288.0, , , , , 
DR_1515, 376.3, , , , , 
DR_1516, 1440.3, , , , , 
DR_1517, 419.7, , , , , 
DR_1518, 361.0, , , , , 
DR_1519, 816.3, , , , , 
DR_1520, 523.3, , , , , 
DR_1521, 663.7, 300:1:0.0323625:0.220126, 500:3:0.157895:0.157895;500:3:0.175:0.175, , , 
DR_1522, 577.3, , , , , 
DR_1523, 387.7, , , , , 
DR_1524, 1294.0, , 500:3:0.157895:0.157895;300:1:0.05:0.2;100:3:0.15:0.25;100:1:0.136364:0.3125;100:3:0.210526:0.25;500:3:0.148148:0.148148, 300:1:0.0735294:0.151163;100:3:0.115108:0.205128;200:3:0.145985:0.261905;400:1:0.0630631:0.160494, , 400:3:0.16185:0.192412
DR_1525, 792.7, , , , , 
DR_1526, 737.3, , , , , 
DR_1527, 275.3, , , , , 
DR_1528, 335.3, , , , , 
DR_1529, 1061.7, , , , , 
DR_1530, 315.7, , , , , 
DR_1531, 281.7, , , , , 
DR_1532, 2450.3, , , , , 
DR_1533, 697.3, , , 100:3:0.831933:0.831933, , 
DR_1534, 405.3, , , , , 
DR_1535, 822.3, , , , , 
DR_1536, 1618.0, , , , , 
DR_1537, 634.3, , , , , 
DR_1538, 383.0, , , , , 
DR_1539, 349.7, , , , , 
DR_1540, 1025.0, , , , , 
DR_1541, 796.3, , , , , 
DR_1542, 1335.3, , , , , 
DR_1543, 445.0, , , , , 
DR_1544, 950.0, , , , , 500:3:0.0948276:0.14978
DR_1545, 381.7, , , , , 
DR_1546, 437.0, , , , , 
DR_1547, 172.0, , , , , 
DR_1548, 508.7, , , , , 
DR_1549, 1296.0, , , , , 
DR_1550, 1264.0, 700:3:0.0763636:0.153846, , 200:3:0.182353:0.197368;300:3:0.108571:0.170886, , 
DR_1551, 1016.3, , , , , 
DR_1552, 457.0, , , , , 
DR_1553, 1323.0, , , , , 
DR_1554, 751.3, , , , , 
DR_1555, 943.0, , , , , 
DR_1556, 1252.7, , , , , 
DR_1557, 723.7, , 400:1:0.142857:0.142857, 400:1:0.0214286:0.285714, , 
DR_1558, 495.7, , , , , 
DR_1559, 505.7, , , , , 
DR_1560, 791.0, 600:1:0.0670732:0.333333;600:1:0.0797546:0.190476;300:3:0.193939:0.25;600:1:0.0564103:0.142857, 300:1:0:0.133333;300:1:0:0.133333;300:1:0:0.15625;300:1:0:0.142857, 300:3:0.243243:0.25;300:1:0.108108:0.166667;600:3:0.108108:0.108108;600:3:0.1:0.107143;300:1:0.0833333:0.125;600:3:0.138462:0.138462;600:3:0.0857143:0.1;300:3:0.130435:0.130435;600:3:0.0724638:0.0740741;300:3:0.102941:0.16129, , 
DR_1561, 857.7, , , , , 
