Identifier, Size, 2P1, 2P2, 2P3, 2P4, 2P5
FFI16_RS14600, 781.7, , , , , 
FFI16_RS14605, 468.0, , , , , 
FFI16_RS14610, 451.3, , , , , 
FFI16_RS14615, 332.0, , , , , 
FFI16_RS14620, 1313.0, , , , , 
FFI16_RS14625, 460.3, , , , , 
FFI16_RS14630, 1150.3, , , , , 
FFI16_RS14635, 1163.0, , , , , 
FFI16_RS14640, 1082.0, , , 400:3:0.142857:0.142857, , 
FFI16_RS14645, 731.0, , , , , 
FFI16_RS14650, 1067.3, , , , , 
FFI16_RS14655, 335.7, , , , , 
FFI16_RS14660, 518.3, , , , , 
FFI16_RS14665, 903.0, , , , , 
FFI16_RS14670, 786.0, , , , , 
FFI16_RS14675, 1151.7, , , , , 
FFI16_RS14680, 1226.7, , 800:3:0.129032:0.129032, , , 
FFI16_RS14685, 749.7, , , , , 
FFI16_RS14690, 878.7, , , , , 
FFI16_RS14695, 455.7, , , , , 
FFI16_RS14700, 391.7, , , , , 
FFI16_RS14710, 875.0, , , , , 
FFI16_RS14715, 759.7, , , , , 
FFI16_RS14720, 288.0, , , , , 
FFI16_RS14725, 847.0, , , , , 
FFI16_RS14730, 435.3, , , , , 
FFI16_RS14735, 320.7, , , , , 
FFI16_RS14740, 372.7, , , , , 
FFI16_RS14745, 515.7, , , , , 
FFI16_RS14750, 441.0, , , , , 
FFI16_RS14755, 407.0, , , , , 
FFI16_RS14760, 662.3, , , , , 
FFI16_RS14765, 1227.0, , , , , 
FFI16_RS14770, 868.7, , , , , 
FFI16_RS14775, 1153.3, , , 700:3:0.155556:0.209302, , 
FFI16_RS14780, 289.0, , , , , 
FFI16_RS14785, 355.3, , , , , 
FFI16_RS14790, 669.3, , , , , 
FFI16_RS14795, 1220.7, , , , , 
FFI16_RS14800, 1162.0, , , , , 
FFI16_RS14805, 268.3, , , , , 
FFI16_RS14810, 923.7, , , , , 
FFI16_RS14815, 555.3, , , , , 
FFI16_RS14820, 578.0, , 500:3:0.115385:0.130435, 400:3:0.208333:0.208333;400:3:0.181818:0.181818;400:3:0.142857:0.153846;700:3:0.142857:0.142857;800:3:0.125:0.125;400:3:0.08:0.294118, , 
FFI16_RS14825, 773.7, , , , , 
FFI16_RS14830, 779.3, , , , , 
FFI16_RS14835, 1317.0, , , , , 
FFI16_RS14840, 689.0, , , , , 
FFI16_RS14845, 385.7, , , , , 
FFI16_RS14850, 326.3, , , , , 
FFI16_RS14855, 489.3, , 700:1:0.047619:0.172414, , , 
FFI16_RS14860, 194.3, , , , , 
FFI16_RS14865, 1167.0, , , , , 
FFI16_RS14870, 432.0, , , , , 
FFI16_RS14875, 332.7, , , , , 
FFI16_RS14880, 747.0, , , , , 
FFI16_RS14885, 494.0, , , , , 
FFI16_RS14890, 430.0, , , , , 
FFI16_RS14895, 532.3, , , , , 
FFI16_RS14900, 1193.7, , , , , 
FFI16_RS14905, 557.3, , , , , 
FFI16_RS14910, 758.0, , , , , 
FFI16_RS14915, 691.3, , , , , 
FFI16_RS14920, 1017.0, , 800:3:0.194444:0.194444, , , 
FFI16_RS14925, 819.7, , , 400:3:0.195122:0.195122;400:3:0.102041:0.155556;400:3:0.0377358:0.14, , 
FFI16_RS14930, 2301.3, , , , , 
FFI16_RS14935, 3678.7, , , , , 
FFI16_RS14940, 250.7, , , , , 
FFI16_RS14945, 976.3, , , 700:3:0.163265:0.176471, , 
FFI16_RS14950, 869.0, , , , , 
FFI16_RS14955, 545.0, , , , , 
FFI16_RS14960, 676.0, , , , , 
FFI16_RS14965, 227.7, , , , , 
FFI16_RS14970, 1112.0, , , , , 
FFI16_RS14975, 657.0, , , , , 
FFI16_RS14980, 981.3, , , , , 
FFI16_RS14985, 917.3, , , , , 
FFI16_RS14990, 700.3, , 500:1:0.0571429:0.189189;500:1:0.0588235:0.138889, , , 
FFI16_RS14995, 780.3, , , , , 
FFI16_RS15000, 571.3, , , , , 
FFI16_RS15005, 1182.3, , , , , 
FFI16_RS15010, 825.3, , , , , 
FFI16_RS15015, 1039.0, , , , , 
FFI16_RS15020, 956.0, 600:3:0.138889:0.138889, 700:3:0.102564:0.230769;700:3:0.2:0.269231;700:3:0.107143:0.2, 300:1:0.0384615:0.230769, , 
FFI16_RS15025, 718.7, , , , , 
FFI16_RS15030, 757.3, , , , , 
FFI16_RS15035, 492.7, , , , , 
FFI16_RS15040, 1373.3, , , , , 
FFI16_RS15045, 537.7, , , , , 
FFI16_RS15050, 781.7, , , , , 
FFI16_RS15055, 407.0, , , , , 
FFI16_RS15060, 2114.0, , , , , 
FFI16_RS15065, 1169.7, , , , , 
FFI16_RS15070, 823.0, , , , , 
FFI16_RS15075, 633.7, , , , , 
FFI16_RS15080, 413.7, 500:3:0.09375:0.166667, 400:3:0.173913:0.185185;200:3:0.25:0.285714;100:3:0.25:0.6;400:1:0.0769231:0.2;100:3:0.2:0.234043;500:1:0:0.125;800:3:0.129032:0.129032, 700:3:0.1:0.15, , 
FFI16_RS15085, 848.7, , 400:1:0.0833333:0.166667;400:1:0.0666667:0.157895;400:1:0.119048:0.150442, , , 
FFI16_RS15090, 643.3, , , 300:3:0.135593:0.255814;300:1:0.0869565:0.189655, , 
FFI16_RS15095, 822.7, , , , , 
FFI16_RS15100, 419.0, , , , , 
FFI16_RS15105, 602.7, , , , , 
FFI16_RS15110, 754.3, , , , , 
FFI16_RS15115, 831.0, , , , , 
FFI16_RS15120, 1079.7, , , , , 
FFI16_RS15125, 810.7, 500:1:0.0246914:0.138462, 500:1:0.0645161:0.148148;300:3:0.2:0.210084;400:3:0.225806:0.225806;300:3:0.15625:0.15625, , , 
FFI16_RS15130, 1107.0, , , , , 
FFI16_RS15135, 702.3, , , , , 
FFI16_RS15140, 712.0, , , , , 
FFI16_RS15145, 827.0, , , , , 
FFI16_RS15150, 750.3, , , , , 
FFI16_RS15155, 1138.0, , , , , 
FFI16_RS15160, 679.7, , , 300:3:0.185185:0.473684;400:1:0.0740741:0.190476, , 
FFI16_RS15165, 633.3, , , , , 
FFI16_RS15170, 766.7, , , , , 
FFI16_RS15175, 719.0, , , , , 
FFI16_RS15180, 270.3, , , , , 
FFI16_RS15185, 271.3, , , , , 
FFI16_RS15200, 285.3, , , , , 
FFI16_RS15205, 287.3, , , , , 
FFI16_RS15210, 1009.0, , , , , 
FFI16_RS15215, 355.3, , , , , 
FFI16_RS15220, 847.3, , , , , 
FFI16_RS15225, 593.0, , , , , 
FFI16_RS15235, 854.0, , 500:1:0.0392157:0.12, , , 
FFI16_RS15240, 400.3, , , , , 
FFI16_RS15245, 1327.7, , , , , 
FFI16_RS15250, 219.7, , , , , 
FFI16_RS15255, 621.3, , , , , 
FFI16_RS15260, 661.7, 500:3:0.0666667:0.123711, 700:3:0.12:0.258065;700:3:0.103448:0.1875;700:3:0.193548:0.193548;700:3:0.129032:0.205882;600:3:0.181818:0.222222, 400:3:0.0888889:0.172414, , 
FFI16_RS15265, 826.7, , , , , 
FFI16_RS15270, 928.3, , , , , 
FFI16_RS15275, 1490.0, , 500:1:0:0.137931, , , 
FFI16_RS15280, 690.7, , , , , 
FFI16_RS15285, 398.7, , , , , 
FFI16_RS15290, 144.3, , , , , 
FFI16_RS15295, 1637.0, , 500:1:0:0.142857, , , 
FFI16_RS15300, 576.7, , , , , 
FFI16_RS15305, 484.0, , 500:3:0.0980392:0.171875;400:3:0.130435:0.175676, 400:3:0.125:0.166667;400:1:0.0641026:0.170213, , 
FFI16_RS15310, 329.3, , , , , 
FFI16_RS15315, 649.7, , , , , 
FFI16_RS15320, 452.7, , , , , 
FFI16_RS15325, 1672.3, , , , , 
FFI16_RS15330, 1030.0, , , , , 
FFI16_RS15335, 330.3, , , , , 
FFI16_RS15340, 808.0, , , , , 
FFI16_RS15345, 871.0, , , , , 
FFI16_RS15350, 483.3, , , , , 
FFI16_RS15355, 682.7, , 800:3:0.128205:0.128205, , , 
FFI16_RS15360, 666.0, , 800:3:0.171429:0.171429, , , 
FFI16_RS15365, 787.7, , , , , 
FFI16_RS15370, 171.0, , , , , 
FFI16_RS15375, 236.0, , , , , 
FFI16_RS15380, 349.7, , , , , 
FFI16_RS15385, 722.7, , , 700:3:0.0869565:0.173913;800:3:0.130435:0.153846, , 
FFI16_RS15390, 821.0, , , , , 
FFI16_RS15395, 790.0, , , , , 
FFI16_RS15400, 331.3, , , , , 
FFI16_RS15405, 873.3, , , , , 
FFI16_RS15410, 754.0, , 700:1:0.037037:0.114286, , , 
FFI16_RS15415, 487.7, , , , , 
FFI16_RS15420, 429.7, , , , , 
FFI16_RS15425, 321.7, , , , , 
FFI16_RS15430, 770.3, , , , , 
FFI16_RS15435, 1059.0, , , , , 
FFI16_RS15440, 1028.7, , , , , 
FFI16_RS15445, 1162.0, , , , , 
FFI16_RS15450, 683.3, , , , , 
FFI16_RS15455, 192.7, , , , , 
FFI16_RS15460, 678.7, , , 400:1:0.0526316:0.130435;300:1:0.0540541:0.162791;400:1:0.0487805:0.148148;400:1:0.0208333:0.115385, , 
FFI16_RS15465, 178.3, , , , , 
FFI16_RS15470, 692.3, , , , , 
FFI16_RS15475, 1422.3, , , , , 
FFI16_RS15480, 152.3, , , , , 
FFI16_RS15485, 744.7, , , , , 
FFI16_RS15490, 444.3, , , , , 
FFI16_RS15495, 798.7, , , , , 
FFI16_RS15500, 451.0, , , , , 
FFI16_RS15505, 1160.0, , , , , 
FFI16_RS15510, 553.3, , , , , 
FFI16_RS15520, 432.7, , , , , 
FFI16_RS15525, 695.3, , , , , 
FFI16_RS15530, 889.3, , , , , 
FFI16_RS15535, 623.3, , , , , 
FFI16_RS15540, 1105.0, , , , , 
FFI16_RS15545, 610.3, , , , , 
FFI16_RS15550, 845.7, , , , , 
FFI16_RS15555, 2266.0, , , , , 
FFI16_RS15560, 943.3, , , , , 
FFI16_RS15565, 176.7, , , , , 
FFI16_RS15570, 139.0, , , 700:3:0.125:0.151515, , 
FFI16_RS15575, 465.0, , , , , 
FFI16_RS15580, 1364.3, , , , , 
FFI16_RS15585, 591.3, , 500:3:0.229167:0.285714, , , 
FFI16_RS15590, 360.0, , , , , 
FFI16_RS15595, 182.3, , , , , 
FFI16_RS15600, 334.7, , , , , 
FFI16_RS15605, 668.7, , , , , 
FFI16_RS15610, 921.3, , , , , 
FFI16_RS15615, 535.0, , , , , 
FFI16_RS15620, 1211.3, , , , , 
FFI16_RS15625, 640.0, , , , , 
FFI16_RS15630, 842.3, , , , , 
FFI16_RS15635, 1202.3, , , , , 
FFI16_RS15640, 1203.0, , , , , 
FFI16_RS15645, 1597.0, , , , , 
FFI16_RS15650, 885.3, , , , , 
FFI16_RS15655, 689.0, , , , , 
FFI16_RS15660, 506.7, , , , , 
FFI16_RS15665, 670.3, , , , , 
FFI16_RS15670, 1502.0, , , , , 
FFI16_RS15675, 430.0, , , , , 
FFI16_RS15680, 259.7, , , , , 
FFI16_RS15685, 621.0, , , , , 
FFI16_RS15690, 400.0, , , , , 
FFI16_RS15695, 723.3, , , , , 
FFI16_RS15700, 422.3, , 500:1:0.0384615:0.14, , , 
FFI16_RS15705, 2741.0, , , 500:1:0.057971:0.132743, , 
FFI16_RS15710, 602.0, , , , , 
FFI16_RS15715, 644.3, , 700:1:0.0277778:0.116279;700:1:0.0263158:0.130435;600:3:0.0967742:0.137255;400:3:0.125:0.272727;400:1:0.0689655:0.181818;700:1:0.0714286:0.133333, , , 
FFI16_RS15720, 460.3, , , , , 
FFI16_RS15725, 348.3, , , , , 
FFI16_RS15730, 554.0, , , , , 
FFI16_RS15735, 827.0, , , , , 
FFI16_RS15740, 1216.7, , , , , 
FFI16_RS15745, 289.3, , , , , 
FFI16_RS15750, 221.0, , , , , 
FFI16_RS15755, 332.3, , 400:1:0:0.12766, , , 
FFI16_RS15760, 894.7, , , , , 
FFI16_RS15765, 495.3, , , , , 
FFI16_RS15770, 1044.7, , , , , 
FFI16_RS15775, 856.0, , , , , 
FFI16_RS15780, 1526.0, , , , , 
FFI16_RS15785, 780.0, , , , , 
FFI16_RS15790, 1271.7, , , , , 
FFI16_RS15795, 1285.7, , , , , 
FFI16_RS15800, 1576.0, , , , , 
FFI16_RS15805, 441.3, , , , , 
FFI16_RS15810, 650.0, , , , , 
FFI16_RS15815, 361.7, , , , , 
FFI16_RS15820, 787.7, , , , , 
FFI16_RS15825, 562.0, , 400:1:0.0416667:0.125, 400:1:0.0238095:0.150943, , 
FFI16_RS15830, 535.7, , , , , 
FFI16_RS15835, 895.3, , , , , 
FFI16_RS15840, 403.0, , , , , 
FFI16_RS15845, 901.3, , , , , 
FFI16_RS15850, 497.3, , , , , 
FFI16_RS15855, 3741.7, , 500:1:0.04:0.113636, , , 
FFI16_RS15860, 335.3, , , , , 
FFI16_RS15865, 832.7, , , , , 
FFI16_RS15870, 640.0, , , , , 
FFI16_RS15875, 624.7, , , , , 
FFI16_RS15880, 635.7, , , , , 
FFI16_RS15885, 836.7, , , 700:3:0.152174:0.163636, , 
FFI16_RS15890, 825.0, 500:3:0.133333:0.135135, 400:1:0:0.12766;600:1:0:0.163265;400:1:0.030303:0.16;400:1:0.0606061:0.14;400:1:0.030303:0.142857;600:1:0.0285714:0.156863;600:1:0.030303:0.153846;500:1:0.030303:0.150943;600:1:0.0357143:0.153846, , , 
FFI16_RS15895, 865.3, , , , , 
FFI16_RS15900, 607.3, , 700:1:0.0625:0.235294, , , 
FFI16_RS15905, 294.3, , , , , 
FFI16_RS15910, 724.3, , , , , 
FFI16_RS15915, 989.7, , , , , 
FFI16_RS15920, 987.3, , , , , 
FFI16_RS15925, 490.7, , , , , 
FFI16_RS15930, 502.7, , , , , 
FFI16_RS15940, 718.0, , , 700:1:0.0714286:0.2, , 
FFI16_RS15945, 319.7, , , , , 
FFI16_RS15950, 251.0, , , , , 
FFI16_RS15955, 230.0, , , , , 
FFI16_RS15960, 923.0, , , , , 
FFI16_RS15965, 505.0, , , , , 
FFI16_RS15970, 1083.3, , , , , 
FFI16_RS15975, 888.7, , , 700:1:0.0566038:0.137255, , 
FFI16_RS15980, 485.0, , , , , 
FFI16_RS15985, 598.0, , , , , 
FFI16_RS15990, 1334.0, , , , , 
FFI16_RS15995, 1123.0, , , , , 
FFI16_RS16000, 1728.0, , , , , 
FFI16_RS16005, 992.7, , , , , 
FFI16_RS16010, 501.3, , , , , 
FFI16_RS16015, 342.7, , , , , 
FFI16_RS16020, 876.0, , , , , 
FFI16_RS16025, 1272.7, , , , , 
FFI16_RS16030, 1240.0, , , , , 
FFI16_RS16035, 379.7, , , , , 
FFI16_RS16040, 384.0, , , , , 
FFI16_RS16045, 147.0, , , , , 
FFI16_RS16050, 360.7, , , , , 
FFI16_RS16055, 480.0, , , , , 
FFI16_RS16060, 1040.7, , , , , 
FFI16_RS16065, 1035.3, , , , , 
FFI16_RS16075, 598.7, , , , , 
FFI16_RS16080, 623.7, , , , , 
FFI16_RS16085, 1617.3, , , , , 
FFI16_RS16090, 839.0, , , , , 
FFI16_RS16095, 937.7, , , , , 
FFI16_RS16100, 416.3, , , , , 
FFI16_RS16105, 369.3, , , , , 
FFI16_RS16115, 1879.3, , , , , 
FFI16_RS16120, 755.3, , , , , 
FFI16_RS16125, 466.3, , , , , 
FFI16_RS16130, 571.3, , , , , 
FFI16_RS16135, 486.3, , , 400:1:0.0909091:0.137931, , 
FFI16_RS16140, 967.0, , 500:1:0.0714286:0.128205, , , 
FFI16_RS16145, 603.7, , , , , 
FFI16_RS16150, 867.7, , , , , 
FFI16_RS16155, 567.3, , 700:3:0.0487805:0.131579;700:3:0.097561:0.205128, , , 
FFI16_RS16160, 565.3, , , , , 
FFI16_RS16165, 955.0, , , , , 
FFI16_RS16170, 658.3, , , , , 
FFI16_RS16175, 704.0, , , , , 
FFI16_RS16180, 1399.0, , , , , 
FFI16_RS16185, 518.7, , , , , 
FFI16_RS16190, 781.3, , , , , 
FFI16_RS16195, 780.7, , , , , 
FFI16_RS16200, 501.3, , 300:3:0.0689655:0.162791, 400:1:0.0408163:0.23913, , 
FFI16_RS16205, 594.0, , , 800:3:0.115385:0.115385, , 
FFI16_RS16210, 1187.3, , , , , 
FFI16_RS16215, 1111.0, , , , , 
FFI16_RS16220, 687.0, , , , , 
FFI16_RS16225, 609.3, , , , , 
FFI16_RS16230, 1512.7, , , , , 
FFI16_RS16235, 878.7, , , , , 
FFI16_RS16240, 1001.7, , , , , 
FFI16_RS16245, 926.0, , , , , 
FFI16_RS16250, 818.7, , , , , 
FFI16_RS16255, 1056.0, , , , , 
FFI16_RS16260, 1019.0, , , , , 
FFI16_RS16265, 814.7, , , , , 
FFI16_RS16270, 543.0, , , , , 
FFI16_RS16275, 477.0, , , , , 
FFI16_RS16280, 507.7, , , , , 
FFI16_RS16285, 1861.0, , 500:1:0.0909091:0.146341;500:1:0.0606061:0.146341;500:1:0.0857143:0.128205;800:3:0.135135:0.135135;800:3:0.131579:0.131579, , , 
FFI16_RS16290, 1762.7, , , , , 
FFI16_RS16295, 459.3, , , , , 
FFI16_RS16300, 315.7, , , , , 
FFI16_RS16305, 1517.0, , , 500:1:0.0416667:0.1375, , 
FFI16_RS16310, 217.0, , , , , 
FFI16_RS16315, 3017.0, , , , , 
FFI16_RS16320, 99.0, , , , , 
FFI16_RS16325, 165.0, , , , , 
FFI16_RS16330, 1639.0, , , , , 
FFI16_RS16340, 747.3, , , , , 
FFI16_RS16345, 319.3, , , , , 
FFI16_RS16350, 660.7, , , , , 
FFI16_RS16355, 498.0, , , , , 
FFI16_RS16365, 1399.0, , , , , 
FFI16_RS16370, 970.0, , , , , 
FFI16_RS16375, 302.0, , , , , 
FFI16_RS16380, 511.3, , , , , 
FFI16_RS16385, 866.7, , , , , 
FFI16_RS16390, 998.0, , , , , 
FFI16_RS16395, 850.0, , , , , 
FFI16_RS16400, 362.3, , , , , 
FFI16_RS16405, 342.0, , , , , 
FFI16_RS16410, 607.3, , , , , 
FFI16_RS16415, 517.0, , , , , 
FFI16_RS16420, 1016.0, , , , , 
FFI16_RS16425, 458.7, , , , , 
FFI16_RS16430, 768.0, , , , , 
FFI16_RS16435, 1060.0, , , , , 
FFI16_RS16440, 763.7, , 400:1:0:0.142857;500:1:0.0952381:0.162791;500:1:0.0434783:0.148936, , , 
FFI16_RS16445, 922.0, , , , , 
FFI16_RS16450, 549.3, , , , , 
FFI16_RS16455, 1050.0, , , , , 
FFI16_RS16460, 969.0, , , , , 
FFI16_RS16465, 461.3, , , , , 
FFI16_RS16470, 1155.7, , 700:1:0.0652174:0.170213, 600:3:0.210526:0.210526;800:3:0.145455:0.176471;300:3:0.196429:0.205882;300:1:0.113208:0.181818, , 
FFI16_RS16475, 1008.0, , , , , 
FFI16_RS16480, 404.0, , , , , 
FFI16_RS16485, 243.7, , , , , 
FFI16_RS16490, 416.7, , , , , 
FFI16_RS16495, 708.3, , , , , 
FFI16_RS16500, 546.0, , , , , 
FFI16_RS16505, 648.3, , , , , 
FFI16_RS16510, 679.3, , , , , 
FFI16_RS16515, 639.3, , , , , 
FFI16_RS16520, 922.3, , , , , 
FFI16_RS16525, 718.0, , 700:1:0.0625:0.129032, , , 
FFI16_RS16530, 630.0, , , , , 
FFI16_RS16535, 583.3, , , , , 
FFI16_RS16540, 746.7, , , , , 
FFI16_RS16545, 536.0, , , , , 
FFI16_RS16550, 827.3, , , , , 
FFI16_RS16555, 1630.7, , , , , 
FFI16_RS16560, 1451.3, , , , , 
FFI16_RS16565, 271.3, , , , , 
FFI16_RS16570, 347.7, , , , , 
FFI16_RS16575, 451.0, , , , , 
FFI16_RS16580, 664.7, , , , , 
FFI16_RS16585, 1472.3, , , , , 
FFI16_RS16590, 888.7, , , , , 
FFI16_RS16595, 175.7, , , , , 
FFI16_RS16600, 1377.7, , , , , 
FFI16_RS16605, 486.7, , , , , 
FFI16_RS16610, 1549.7, , , , , 
FFI16_RS16615, 2077.7, , 700:3:0.103448:0.130435;400:3:0.142857:0.142857;400:3:0.0645161:0.146341;400:3:0.16129:0.230769;400:3:0.107143:0.178082;800:3:0.178571:0.178571;500:1:0.0384615:0.131579;600:3:0.0769231:0.217391, , , 
FFI16_RS16620, 522.7, , , , , 
FFI16_RS16625, 1029.0, , , , , 
FFI16_RS16630, 101.0, , , , , 
FFI16_RS16635, 172.0, , , , , 
FFI16_RS16640, 496.7, , , , , 
FFI16_RS16645, 749.0, , , , , 
FFI16_RS16655, 101.0, , , , , 
FFI16_RS16660, 172.0, , , , , 
FFI16_RS16665, 759.7, , , , , 
FFI16_RS16675, 814.7, , , , , 
FFI16_RS16680, 334.0, , , , , 
FFI16_RS16685, 1492.3, , , , , 
FFI16_RS16690, 1003.3, , , , , 
FFI16_RS16695, 1003.7, , , , , 
FFI16_RS16700, 407.7, , , , , 
FFI16_RS16705, 601.7, , , , , 
FFI16_RS16710, 805.3, , , , , 
FFI16_RS16715, 518.7, , , , , 
FFI16_RS16720, 593.3, , , , , 
FFI16_RS16725, 1924.3, , , , , 
FFI16_RS16730, 394.0, , , , , 
FFI16_RS16735, 801.0, , , , , 
FFI16_RS16740, 476.3, , , , , 
FFI16_RS16745, 1154.0, , , , , 
FFI16_RS16750, 516.7, , , , , 
FFI16_RS16755, 400.7, , , , , 
FFI16_RS16760, 546.0, , , , , 
FFI16_RS16765, 1783.7, , , , , 
FFI16_RS16770, 506.7, , , , , 
FFI16_RS16775, 979.0, , 400:1:0.0638298:0.148936;400:3:0.113636:0.168421;400:3:0.125:0.154762;400:3:0.146341:0.193548;400:1:0.0952381:0.141304, 500:3:0.145161:0.145161, , 
FFI16_RS16780, 1422.7, , , , , 
FFI16_RS16790, 291.0, , , , , 
FFI16_RS16795, 1319.0, , , , , 
FFI16_RS16800, 1123.0, , , , , 
FFI16_RS16805, 241.0, , , , , 
FFI16_RS16810, 927.0, , , , , 
FFI16_RS16815, 655.3, , , , , 
FFI16_RS16820, 1757.3, , , , , 
FFI16_RS16825, 750.3, , , , , 
FFI16_RS16830, 1041.3, , , , , 
FFI16_RS16840, 951.7, , , , , 
FFI16_RS16845, 100.0, , , , , 
FFI16_RS16850, 157.0, , 700:1:0.02:0.147059, , , 
FFI16_RS16855, 100.0, , , , , 
FFI16_RS16860, 156.0, , , , , 
FFI16_RS16865, 686.7, , , , , 
FFI16_RS16870, 714.3, , 100:3:0.0909091:0.228571, 100:3:0.289474:0.289474;100:3:0.325:0.325, , 
FFI16_RS16875, 1563.3, , , 400:3:0.0754717:0.166667, , 
FFI16_RS16880, 1162.3, , , , , 
FFI16_RS16885, 680.3, , , , , 
FFI16_RS16890, 867.0, , , , , 
FFI16_RS16895, 629.7, , , , , 
FFI16_RS16900, 673.0, , , , , 
FFI16_RS16905, 774.0, , , , , 
FFI16_RS16910, 881.3, , , , , 
FFI16_RS16915, 709.0, , , , , 
FFI16_RS16920, 656.3, , , , , 
FFI16_RS16925, 694.0, , , , , 
FFI16_RS16930, 361.3, , , , , 
FFI16_RS16935, 1327.7, , , , , 
FFI16_RS16940, 340.3, , , , , 
FFI16_RS16945, 270.7, , , , , 
FFI16_RS16950, 873.3, , , , , 
FFI16_RS16955, 1706.0, , , , , 
FFI16_RS16960, 698.3, , , , , 
FFI16_RS16965, 1438.7, , , , , 
FFI16_RS16970, 492.7, , , , , 
FFI16_RS16975, 936.7, , , , , 
FFI16_RS16980, 1301.0, , , 400:1:0.016129:0.142857, , 
FFI16_RS16985, 422.0, , , , , 
FFI16_RS16990, 720.3, , , , , 
FFI16_RS16995, 611.0, , , , , 
FFI16_RS17000, 1531.7, , 800:3:0.12:0.12, , , 
FFI16_RS17005, 347.0, , , , , 
FFI16_RS17010, 456.3, , 400:3:0.116667:0.15748;400:1:0.0819672:0.142857;400:1:0.0689655:0.146154;400:3:0.0701754:0.134328, 400:3:0.0777778:0.147541;500:3:0.0795455:0.144;600:1:0.0722892:0.148438;500:1:0.0689655:0.138462;600:1:0.0617284:0.15873, , 
FFI16_RS17015, 259.3, , , , , 
FFI16_RS17020, 666.7, , 700:3:0.214286:0.258065, , , 
FFI16_RS17025, 1116.0, , 700:1:0.0655738:0.135593, 400:3:0.0491803:0.137255;400:3:0.0461538:0.176471, , 
FFI16_RS17030, 685.0, , , , , 
FFI16_RS17035, 1011.7, , , , , 
FFI16_RS17040, 1219.3, , 500:1:0.0465116:0.147059, , , 
FFI16_RS17045, 996.3, , , , , 
FFI16_RS17050, 2219.3, , 500:1:0.0810811:0.1875, , , 
FFI16_RS17055, 544.0, , , , , 
FFI16_RS17060, 1328.3, , 800:3:0.16129:0.16129, , , 
FFI16_RS17065, 285.3, , , , , 
FFI16_RS17070, 389.0, , , , , 
FFI16_RS17075, 1094.7, , , , , 
FFI16_RS17080, 1272.3, , , , , 
FFI16_RS17085, 337.7, , , , , 
FFI16_RS17095, 687.3, , , , , 
FFI16_RS17100, 238.3, , , 400:1:0.0243902:0.129032, , 
FFI16_RS17105, 1167.3, , 500:1:0.125:0.16, , , 
FFI16_RS17110, 385.3, , , , , 
FFI16_RS17115, 1094.3, , , , , 
FFI16_RS17120, 595.0, , , , , 
FFI16_RS17125, 801.3, , , , , 
FFI16_RS17130, 505.0, , 600:3:0.176471:0.176471, 400:3:0.0909091:0.144578;700:1:0.0526316:0.14;400:3:0.111111:0.183673, , 
FFI16_RS17135, 448.3, , , , , 
FFI16_RS17140, 430.3, , 500:3:0.145833:0.189189;300:3:0.119048:0.23913;300:3:0.121951:0.227273, , , 
FFI16_RS17145, 1450.7, , 400:1:0.075:0.16129;400:3:0.05:0.136364;400:3:0.0697674:0.139241;400:3:0.162791:0.19403;400:3:0.0952381:0.183099, 700:3:0.133333:0.163265, , 
FFI16_RS17150, 609.7, , , , , 
FFI16_RS17155, 772.3, , , 300:1:0.0740741:0.142857, , 
FFI16_RS17160, 1052.0, , , , , 
FFI16_RS17165, 1052.3, , , , , 
FFI16_RS17170, 738.7, , 700:3:0.142857:0.25;500:1:0.157895:0.266667, 600:3:0.136364:0.2;400:1:0.125:0.235294, , 
FFI16_RS17175, 663.0, , , , , 
FFI16_RS17180, 863.0, , , , , 
FFI16_RS17185, 561.3, , , , , 
FFI16_RS17190, 959.0, , , , , 
FFI16_RS17195, 315.7, , , , , 
FFI16_RS17200, 243.7, , , , , 
FFI16_RS17210, 258.3, , , , , 
FFI16_RS17215, 223.7, , , , , 
FFI16_RS17220, 559.0, , , , , 
FFI16_RS17225, 421.7, , , , , 
FFI16_RS17230, 855.3, , , , , 
FFI16_RS17235, 533.0, , , , , 
FFI16_RS17240, 618.7, , , , , 
FFI16_RS17245, 601.0, , 700:1:0.0555556:0.15, , , 
FFI16_RS17250, 797.7, , , 400:1:0.0175439:0.142857, , 
FFI16_RS17255, 440.7, , , , , 
FFI16_RS17260, 330.3, , , , , 
FFI16_RS17265, 563.0, , , , , 
FFI16_RS17270, 705.3, , , , , 
FFI16_RS17280, 772.3, , , , , 
FFI16_RS17285, 726.0, , , , , 
FFI16_RS17290, 311.0, , , , , 
FFI16_RS17295, 787.0, , , , , 
FFI16_RS17300, 891.0, , , , , 
FFI16_RS17310, 296.3, , , , , 
FFI16_RS17315, 892.3, , , , , 
FFI16_RS17320, 349.3, , , , , 
FFI16_RS17325, 402.3, , 700:1:0.046875:0.117647, , , 
FFI16_RS17330, 1518.3, , , , , 
FFI16_RS17335, 345.0, , , , , 
FFI16_RS17340, 130.0, , , , , 
FFI16_RS17345, 654.7, , , , , 
FFI16_RS17350, 526.0, , , , , 
FFI16_RS17355, 575.0, , , , , 
FFI16_RS17360, 1270.3, , , , , 
FFI16_RS17365, 249.3, , , , , 
FFI16_RS17375, 908.3, , 500:1:0.0597015:0.176471, , , 
FFI16_RS17380, 480.0, , , , , 
FFI16_RS17385, 455.0, , , , , 
FFI16_RS17390, 247.0, , , , , 
