Identifier, Size, 0F1, 0F2, 0F3, 0F4, 0F5
FFJ24_RS12860, 2472.7, 300:1:0:0.214286, , , 500:3:0.72973:0.72973;600:1:0.0123457:0.128205, 
FFJ24_RS12865, 1003.3, , , , , 
FFJ24_RS12870, 586.3, , , , , 
FFJ24_RS12875, 452.0, , , , , 
FFJ24_RS12880, 604.7, , , , , 
FFJ24_RS12885, 680.7, , , , , 
FFJ24_RS12890, 1028.7, , , , , 
FFJ24_RS12895, 503.0, , , , , 
FFJ24_RS12900, 870.3, , , , 200:2:0.973684:1;200:3:0.0882353:0.230769;600:1:0.0625:0.208333;600:1:0.0333333:0.192308, 
FFJ24_RS12905, 842.0, , , , , 
FFJ24_RS12910, 769.0, , , , , 
FFJ24_RS12915, 731.3, , , , , 
FFJ24_RS12920, 584.0, , , , , 
FFJ24_RS12925, 1267.3, , , , , 
FFJ24_RS12930, 582.3, , , , , 
FFJ24_RS12935, 508.0, , , , , 
FFJ24_RS12940, 419.3, , , , , 
FFJ24_RS12945, 556.7, , , , , 
FFJ24_RS12950, 2000.7, , , , 500:3:0.844444:0.844444, 
FFJ24_RS12955, 395.3, , , , , 
FFJ24_RS12960, 170.0, , , , , 
FFJ24_RS12965, 153.0, , , , , 
FFJ24_RS12970, 698.3, , , , , 
FFJ24_RS12975, 955.0, , , , , 
FFJ24_RS12980, 287.7, , , , , 
FFJ24_RS12985, 636.3, , , , , 
FFJ24_RS12990, 1215.7, , , , , 
FFJ24_RS12995, 843.0, , , , 600:1:0:0.137931, 
FFJ24_RS13000, 261.0, , , , , 
FFJ24_RS13005, 867.3, , , , , 
FFJ24_RS13010, 808.3, , , , , 
FFJ24_RS13015, 561.3, , , , , 
FFJ24_RS13020, 1367.7, , , , , 
FFJ24_RS13025, 509.3, , , , , 
FFJ24_RS13030, 280.7, , , , , 
FFJ24_RS13035, 217.3, , , , , 
FFJ24_RS13040, 578.3, , , , , 
FFJ24_RS13045, 650.7, , , , , 
FFJ24_RS13050, 606.3, , , , , 
FFJ24_RS13055, 616.7, , , , , 
FFJ24_RS13060, 241.7, , , , , 
FFJ24_RS13065, 241.3, , , , , 
FFJ24_RS13070, 565.0, , , , , 
FFJ24_RS13075, 766.0, 300:1:0.128571:0.214286;100:3:0.184615:0.444444, 200:3:0.141791:0.34375;300:3:0.101562:0.264151;200:3:0.134921:0.340909;200:1:0.0677966:0.205128;200:3:0.177419:0.342857;400:1:0.0775194:0.171429, , 500:1:0.0606061:0.180851;200:3:0.178571:0.244186;200:1:0.0714286:0.190476;200:3:0.178571:0.280488;200:1:0.0714286:0.23913, 300:3:0.126437:0.324324;500:1:0.0114943:0.157895;300:3:0.170213:0.642857
FFJ24_RS13080, 936.7, , , , , 
FFJ24_RS13085, 473.3, , , , , 
FFJ24_RS13090, 772.0, , , , , 
FFJ24_RS13095, 919.0, , , , , 
FFJ24_RS13100, 569.3, , , , , 
FFJ24_RS13105, 392.7, , , , , 
FFJ24_RS13110, 190.0, , , , , 
FFJ24_RS13115, 871.7, , , , , 
FFJ24_RS13120, 357.0, , , , , 
FFJ24_RS13125, 704.3, , , , , 
FFJ24_RS13130, 374.7, , , , , 
FFJ24_RS13135, 627.0, , , , , 
FFJ24_RS13140, 250.7, , , , , 
FFJ24_RS13145, 334.0, , , , , 
FFJ24_RS13150, 1929.0, , , , , 
FFJ24_RS13155, 2092.7, , , , 600:3:0.102041:0.285714, 
FFJ24_RS13160, 935.0, , , , , 
FFJ24_RS13165, 857.7, , , , , 
FFJ24_RS13170, 1281.0, , , , , 700:3:0.483607:0.483607
FFJ24_RS13175, 2432.3, , , , , 
FFJ24_RS13180, 3341.3, , , , , 
FFJ24_RS13185, 779.0, , , , , 
FFJ24_RS13190, 1370.3, , , , , 
FFJ24_RS13195, 1437.0, , , , , 
FFJ24_RS13200, 584.0, , , , , 
FFJ24_RS13205, 771.0, , , , , 
FFJ24_RS13210, 635.0, , 400:3:0.90625:0.90625, , , 
FFJ24_RS13215, 1226.7, , , , , 
FFJ24_RS13220, 985.0, , , , , 
FFJ24_RS13225, 754.0, , , , , 
FFJ24_RS13230, 416.0, , , , , 
FFJ24_RS13235, 460.0, , , , , 
FFJ24_RS13240, 233.3, , , , , 
FFJ24_RS13245, 597.3, , , , , 
FFJ24_RS13250, 790.7, , , , , 
FFJ24_RS13255, 919.3, , , , , 
FFJ24_RS13260, 517.0, , , , , 
FFJ24_RS13265, 585.7, , , , , 
FFJ24_RS13270, 620.3, , , , , 
FFJ24_RS13275, 354.7, , , , , 
FFJ24_RS13280, 2203.0, , , , , 
FFJ24_RS13285, 2149.7, 400:1:0.0909091:0.142857;800:3:0.128205:0.128205, 600:1:0.0597015:0.157895;700:1:0.0540541:0.136364;700:1:0.0375:0.152174, , 800:3:0.157895:0.157895;800:3:0.166667:0.166667, 
FFJ24_RS13290, 1918.7, , , , , 
FFJ24_RS13295, 616.7, , , , , 
FFJ24_RS13300, 410.7, , , , , 
FFJ24_RS13305, 618.7, , , , , 
FFJ24_RS13310, 1022.7, , , , , 
FFJ24_RS13315, 441.3, , , , , 
FFJ24_RS13320, 567.7, , , , , 
FFJ24_RS13325, 1390.3, , 200:1:0.0725806:0.264706, , 200:1:0.0540541:0.214286, 
FFJ24_RS13330, 2304.0, , , , , 
FFJ24_RS13335, 664.0, , , , , 
FFJ24_RS13340, 500.0, , , , , 
FFJ24_RS13345, 2090.0, 300:1:0.0816327:0.179487;300:1:0.0674157:0.206897;300:1:0.0229885:0.129032, 200:3:0.105556:0.35;200:3:0.0918367:0.246154, , 600:1:0.0714286:0.147059, 300:1:0.0650407:0.171429
FFJ24_RS13350, 774.3, , , , , 
FFJ24_RS13355, 783.3, , , , , 
FFJ24_RS13360, 1035.3, , , , , 
FFJ24_RS13365, 397.0, , , , , 
FFJ24_RS13370, 384.7, , , , 600:1:0.0227273:0.125, 
FFJ24_RS13375, 561.3, , , , , 
FFJ24_RS13380, 552.0, , , , , 
FFJ24_RS13385, 1395.0, , , , , 
FFJ24_RS13390, 640.0, , , , , 
FFJ24_RS13395, 568.7, , , , , 
FFJ24_RS13400, 963.7, , , , , 
FFJ24_RS13405, 534.7, , , , , 500:1:0.0241935:0.363636
FFJ24_RS13410, 405.0, , , , , 
FFJ24_RS13415, 1704.7, , , , , 
FFJ24_RS13420, 360.3, , , , , 
FFJ24_RS13425, 867.3, 300:1:0.0185185:0.407407, 600:1:0.0145985:0.116667, , 600:3:0.0571429:0.225;300:1:0:0.4, 
FFJ24_RS13430, 815.3, , , , , 
FFJ24_RS13435, 1054.7, , , , , 
FFJ24_RS13440, 884.0, , , , , 
FFJ24_RS13445, 1177.3, , , , , 
FFJ24_RS13450, 858.0, , , , , 
FFJ24_RS13455, 481.7, , , , , 
FFJ24_RS13460, 1193.7, , , , , 
FFJ24_RS13465, 769.7, , , , , 
FFJ24_RS13470, 279.7, , , , , 
FFJ24_RS13475, 359.3, , , , , 
FFJ24_RS13480, 1923.0, , , , , 
FFJ24_RS13485, 2912.0, , , , , 
FFJ24_RS13490, 265.7, , , , , 
FFJ24_RS13495, 327.3, , , , , 
FFJ24_RS13500, 788.3, , , , , 
FFJ24_RS13505, 401.0, , 300:1:0.0327869:0.139535, , , 
FFJ24_RS13510, 957.0, , , , 800:3:0.136364:0.136364;700:3:0.130435:0.130435, 
FFJ24_RS13520, 1021.0, , , , , 
FFJ24_RS13525, 524.0, , , , , 
FFJ24_RS13530, 972.7, , , , , 
FFJ24_RS13535, 954.0, , , , , 
FFJ24_RS13540, 864.0, , , , , 
FFJ24_RS13545, 676.7, , , , , 
FFJ24_RS13550, 2331.0, , , , , 
FFJ24_RS13555, 224.0, , , , , 
FFJ24_RS13560, 293.3, , , , , 
FFJ24_RS13565, 681.7, , , , , 
FFJ24_RS13570, 605.7, , , , , 
FFJ24_RS13575, 696.3, , , , , 
FFJ24_RS13580, 1016.0, , , , , 
FFJ24_RS13585, 404.7, , , , , 
FFJ24_RS13590, 736.7, , , , , 
FFJ24_RS13595, 733.7, , , , , 
FFJ24_RS13600, 392.3, , , , , 
FFJ24_RS13605, 488.7, , , , , 
FFJ24_RS13610, 2415.0, , , , , 
FFJ24_RS13615, 1145.3, , , , , 
FFJ24_RS13620, 775.0, , , , , 
FFJ24_RS13625, 337.7, , , , , 
FFJ24_RS13630, 480.7, , , , , 
FFJ24_RS13635, 957.3, , , , , 
FFJ24_RS13640, 770.0, , , , , 
FFJ24_RS13645, 1307.0, , , , , 
FFJ24_RS13650, 883.0, , , , , 
FFJ24_RS13655, 1129.0, , , , , 
FFJ24_RS13660, 782.0, , , , , 
FFJ24_RS13665, 262.0, , , , , 
FFJ24_RS13670, 1004.0, , , , , 
FFJ24_RS13675, 1179.3, , , , , 
FFJ24_RS13680, 692.3, , , , , 
FFJ24_RS13685, 442.3, , , , , 
FFJ24_RS13690, 569.7, , , , , 
FFJ24_RS13695, 588.3, , , , , 
FFJ24_RS13700, 797.3, , , , , 
FFJ24_RS13705, 487.0, , , , , 
FFJ24_RS13710, 775.3, , , , , 
FFJ24_RS13715, 315.7, , , , , 
FFJ24_RS13720, 354.0, , , , , 
FFJ24_RS13725, 825.3, , , , , 
FFJ24_RS13730, 947.0, , 400:3:0.871134:0.871134, , , 
FFJ24_RS13735, 1511.3, , , , , 
FFJ24_RS13740, 342.0, , , , , 
FFJ24_RS13745, 458.7, , , , , 
FFJ24_RS13750, 957.3, , , , , 
FFJ24_RS13755, 498.3, , , , , 
FFJ24_RS13760, 1170.7, , , , , 
FFJ24_RS13765, 176.0, , , , , 
FFJ24_RS13770, 557.7, , , , , 
FFJ24_RS13775, 494.3, , , , , 
FFJ24_RS13780, 1047.7, 300:1:0.043956:0.181818, , , , 
FFJ24_RS13785, 962.7, , , , , 
FFJ24_RS13790, 1150.7, , , , , 
FFJ24_RS13795, 689.3, , , , , 
FFJ24_RS13800, 1011.0, , , , , 
FFJ24_RS13805, 2672.3, , , , , 
FFJ24_RS13810, 1022.7, , , , , 
FFJ24_RS13815, 577.3, , , , , 
FFJ24_RS13820, 1529.0, , , , , 
FFJ24_RS13825, 780.0, , , , , 
FFJ24_RS13830, 570.3, , , , , 
FFJ24_RS13835, 285.3, , , , , 
FFJ24_RS13840, 1169.7, , 400:3:0.157895:0.254237, , 300:3:0.0909091:0.196429;300:1:0:0.2;200:3:0.142857:0.307692;200:1:0.030303:0.274194, 600:1:0.103896:0.196429
FFJ24_RS13845, 552.7, , , , , 
FFJ24_RS13850, 909.7, , , , , 
FFJ24_RS13855, 714.7, , , , , 
FFJ24_RS13860, 1963.7, , , , 800:3:0.15:0.15, 
FFJ24_RS13865, 1092.0, , , , , 
FFJ24_RS13870, 942.7, , , , , 
FFJ24_RS13875, 1189.7, , , , , 
FFJ24_RS13880, 671.3, , , , , 
FFJ24_RS13885, 369.0, , , , , 
FFJ24_RS13890, 206.0, , , , , 
FFJ24_RS13895, 576.0, , , , , 
FFJ24_RS13900, 2676.7, , , , , 
FFJ24_RS13905, 1162.0, , , , , 
FFJ24_RS13910, 1056.0, , , , 400:1:0:0.414634, 
FFJ24_RS13915, 637.3, , , , , 
FFJ24_RS13920, 736.3, , , , , 
FFJ24_RS13925, 601.7, , , , , 
FFJ24_RS13930, 1020.7, , , , , 
FFJ24_RS13935, 2013.0, , 400:1:0.0142857:0.208333;400:1:0.0238095:0.206897, , , 
FFJ24_RS13940, 291.3, , , , , 
FFJ24_RS13945, 358.0, , , , , 
FFJ24_RS13950, 1056.7, , , , , 
FFJ24_RS13955, 771.0, , , , , 
FFJ24_RS13960, 885.0, , , , , 
FFJ24_RS13965, 1037.7, , , , , 
FFJ24_RS13970, 819.0, , 600:3:0.869565:0.869565, , , 
FFJ24_RS13975, 844.7, , , , , 
FFJ24_RS13980, 997.3, , , , , 
FFJ24_RS13985, 2287.3, , , , , 
FFJ24_RS13990, 1382.7, , , , , 
FFJ24_RS13995, 468.3, , , , , 
FFJ24_RS14000, 918.3, , , , , 
FFJ24_RS14005, 377.7, , , , , 
FFJ24_RS14010, 1287.3, , , , , 
FFJ24_RS14015, 2456.3, , , , 800:3:0.150685:0.150685;800:3:0.115942:0.115942;700:3:0.134328:0.134328;700:3:0.115942:0.115942, 
FFJ24_RS14020, 1579.7, , , , , 
FFJ24_RS14025, 226.0, , , , , 
FFJ24_RS14030, 320.0, , , , , 
FFJ24_RS14035, 1415.0, , , , 800:3:0.12766:0.12766, 
FFJ24_RS14040, 1049.3, , , , , 
FFJ24_RS14045, 2181.7, , , , , 
FFJ24_RS14050, 353.3, , , , , 
FFJ24_RS14055, 922.0, , , , , 
FFJ24_RS14060, 2392.3, , , , , 
FFJ24_RS14065, 727.7, 300:1:0:0.125, , , , 
FFJ24_RS14070, 598.0, , , , , 
FFJ24_RS14075, 1565.7, , , , , 
FFJ24_RS14080, 1683.3, , , , 500:3:0.844444:0.844444, 
FFJ24_RS14085, 1230.7, , , , , 
FFJ24_RS14090, 850.3, , , , , 
FFJ24_RS14095, 1865.0, 300:1:0.0119048:0.4375, , , , 
FFJ24_RS14100, 1105.7, , , , 600:1:0:0.119048, 
FFJ24_RS14105, 1733.7, , , , , 
FFJ24_RS14110, 778.3, , , , , 
FFJ24_RS14115, 590.7, , , , , 
FFJ24_RS14120, 1164.0, , , , , 
FFJ24_RS14125, 408.3, , , , , 
FFJ24_RS14130, 1861.7, , , , , 
FFJ24_RS14135, 412.3, , , , , 
FFJ24_RS14140, 551.3, , , , , 
FFJ24_RS14145, 1905.3, , , , , 
FFJ24_RS14150, 580.0, , , , , 
FFJ24_RS14155, 133.0, , , , , 
FFJ24_RS14160, 169.0, , , , , 
FFJ24_RS14165, 599.7, , 500:1:0.015873:0.166667, , , 
FFJ24_RS14170, 626.3, , , , , 
FFJ24_RS14175, 904.7, , , , , 
FFJ24_RS14180, 575.0, , , , , 
FFJ24_RS14185, 423.0, , , , , 
FFJ24_RS14190, 1575.3, , , , , 
FFJ24_RS14195, 1131.7, , , , , 
FFJ24_RS14200, 871.0, , , , , 
FFJ24_RS14205, 1075.7, , , , , 
FFJ24_RS14210, 797.0, , , , , 
FFJ24_RS14215, 753.7, , , , , 
FFJ24_RS14220, 1291.7, , , , , 
FFJ24_RS14225, 509.3, , , , , 
FFJ24_RS14230, 974.0, , , , , 
FFJ24_RS14235, 553.0, , , , , 
FFJ24_RS14240, 501.0, , , , , 
FFJ24_RS14245, 423.7, , , , , 
FFJ24_RS14250, 454.7, , , , , 
FFJ24_RS14255, 447.3, , , , , 
FFJ24_RS14260, 1073.7, , 500:1:0.0253165:0.16;300:3:0.152778:0.292683;300:1:0.0273973:0.142857;300:1:0.0657895:0.333333;300:1:0.0519481:0.235294;300:1:0.0487805:0.222222;500:1:0:0.166667;500:1:0.0125:0.222222;300:1:0.025:0.193548, , 600:1:0.04:0.176471;200:3:0.227273:0.297297;400:1:0.130435:0.166667;300:1:0:0.225806, 
FFJ24_RS14265, 389.0, , , , , 
FFJ24_RS14270, 613.7, , , , , 
FFJ24_RS14275, 525.0, , , , , 
FFJ24_RS14280, 1799.3, , , , , 
FFJ24_RS14285, 391.3, , , , , 
FFJ24_RS14290, 458.0, , , , , 
FFJ24_RS14295, 617.0, , , , , 
FFJ24_RS14300, 218.3, , , , , 
FFJ24_RS14305, 530.3, , , , , 
FFJ24_RS14310, 231.7, , , , , 
FFJ24_RS14315, 800.0, , , , , 
FFJ24_RS14320, 611.0, , , , , 
FFJ24_RS14325, 1581.3, , , , , 
FFJ24_RS14330, 680.7, , , , , 
FFJ24_RS14335, 910.3, , , , , 
FFJ24_RS14340, 464.7, , , , , 
FFJ24_RS14345, 1039.3, , , , , 
FFJ24_RS14350, 1161.0, , , , , 
FFJ24_RS14355, 1172.3, , , , , 
FFJ24_RS14360, 2236.0, 300:1:0:0.129032, , , 300:1:0.117647:0.142857, 
FFJ24_RS14365, 548.0, , , , , 
FFJ24_RS14370, 566.0, , , , 800:3:0.222222:0.222222;700:3:0.136364:0.136364, 
FFJ24_RS14375, 1644.7, , , , , 
FFJ24_RS14380, 1706.7, , , , , 
FFJ24_RS14385, 678.0, 400:1:0.0350877:0.137931, , , , 
FFJ24_RS14390, 393.3, , , , , 
FFJ24_RS14395, 376.3, , , , , 
FFJ24_RS14400, 636.0, , , , , 
FFJ24_RS14405, 846.7, , , , 300:1:0:0.125, 
FFJ24_RS14410, 939.0, , , , , 
FFJ24_RS14415, 231.7, , , , , 
FFJ24_RS14420, 363.0, , , , , 
FFJ24_RS14425, 663.3, , , , , 
FFJ24_RS14430, 967.3, , , , , 
FFJ24_RS14435, 380.0, , , , , 
FFJ24_RS14440, 641.3, , , , , 
FFJ24_RS14445, 382.3, , , , , 
FFJ24_RS14450, 332.0, , , , , 
FFJ24_RS14455, 1055.0, , , , , 
FFJ24_RS14460, 1077.0, , , , , 
FFJ24_RS14465, 267.0, , , , , 500:1:0.0666667:0.2
FFJ24_RS14470, 1491.7, , , , , 
FFJ24_RS14475, 918.3, , , , , 
FFJ24_RS14480, 714.3, , , , , 
FFJ24_RS14485, 680.3, , , , , 
FFJ24_RS14490, 670.7, , , , , 
FFJ24_RS14495, 913.7, , , , , 
FFJ24_RS14500, 800.7, , , , , 
FFJ24_RS14505, 745.3, , , , , 
FFJ24_RS14510, 791.7, , , , 600:1:0.0588235:0.130435, 
FFJ24_RS14515, 953.0, , , , , 
FFJ24_RS14520, 995.7, , , , , 
FFJ24_RS14525, 1514.7, , , , , 
FFJ24_RS14530, 2613.0, , , , , 
FFJ24_RS14535, 1215.3, , , , , 
FFJ24_RS14540, 1234.0, , , , , 
FFJ24_RS14545, 567.0, , , , , 
FFJ24_RS14550, 2273.0, , , , , 
FFJ24_RS14555, 1082.3, , , , , 
FFJ24_RS14560, 2972.0, , , , , 
FFJ24_RS14565, 940.0, , , , , 
FFJ24_RS14570, 1734.0, , , , , 
FFJ24_RS14575, 824.0, , , , , 
FFJ24_RS14580, 570.0, , 300:3:0.896552:0.911111, , , 
FFJ24_RS14585, 223.7, , , , , 
FFJ24_RS14590, 983.3, , , , , 
FFJ24_RS14595, 345.0, , , , , 
FFJ24_RS14600, 246.3, , , , , 
FFJ24_RS14605, 1410.0, , , , , 
FFJ24_RS14610, 491.0, , , , , 
FFJ24_RS14615, 480.3, , , , , 
FFJ24_RS14620, 255.0, 800:3:0.03:0.03, , , , 
FFJ24_RS14625, 734.3, , , , , 
FFJ24_RS14630, 1829.0, , , , , 
FFJ24_RS14635, 545.3, , , , , 
FFJ24_RS14640, 402.7, , , , , 
FFJ24_RS14645, 337.3, , , , , 
FFJ24_RS14650, 1516.3, , , , , 
FFJ24_RS14655, 567.3, , , , , 
FFJ24_RS14660, 1103.7, , , , , 
FFJ24_RS14665, 592.0, , , , , 
FFJ24_RS14670, 1432.3, , , , , 
FFJ24_RS14675, 1879.7, , , , , 300:1:0.0337079:0.21875
FFJ24_RS14680, 1512.0, , , , , 
FFJ24_RS14685, 1633.3, , , , , 
FFJ24_RS14690, 1352.0, 400:3:0.8:0.847458, 400:1:0.0359281:0.133333, , , 
FFJ24_RS14695, 746.3, , , , , 
FFJ24_RS14700, 1157.0, , , , 300:1:0:0.218182, 
FFJ24_RS14705, 326.0, , , , , 
FFJ24_RS14710, 709.3, , , , , 
FFJ24_RS14715, 1177.3, , , , , 
FFJ24_RS14720, 571.3, , , , , 
FFJ24_RS14725, 417.7, , , , , 
FFJ24_RS14730, 587.0, , , , , 
FFJ24_RS14735, 1749.3, , , , , 
FFJ24_RS14740, 504.3, , , , , 
FFJ24_RS14745, 1029.3, , , , , 
FFJ24_RS14750, 286.3, , , , , 
FFJ24_RS14755, 244.3, , , , , 
FFJ24_RS14760, 1084.3, , , , , 
FFJ24_RS14765, 907.3, , , , , 
FFJ24_RS14770, 731.3, , , , , 
FFJ24_RS14775, 542.0, , , , 400:1:0:0.59375, 
FFJ24_RS14780, 752.0, , , , , 
FFJ24_RS14785, 417.0, , , , , 
FFJ24_RS14790, 1265.7, , , , , 
FFJ24_RS14795, 425.3, , , , , 
FFJ24_RS14800, 599.7, , 500:2:0.967742:0.967742, , , 
FFJ24_RS14805, 2045.0, , , , , 
FFJ24_RS14810, 832.0, 400:1:0.0144928:0.125, , , , 
FFJ24_RS14815, 510.3, , , , , 
FFJ24_RS14820, 908.3, , , , , 
FFJ24_RS14825, 354.7, , , , , 
FFJ24_RS14830, 519.3, , , , , 
FFJ24_RS14835, 560.0, , , , , 
FFJ24_RS14840, 764.7, , , , 200:1:0.0697674:0.259259;200:1:0.0227273:0.192308, 
FFJ24_RS14845, 1250.0, , , , , 
FFJ24_RS14850, 869.0, , , , , 
FFJ24_RS14855, 1627.0, , , , , 
FFJ24_RS14860, 893.3, , , , , 
FFJ24_RS14865, 1336.3, , , , , 
FFJ24_RS14870, 836.0, , , , , 
FFJ24_RS14875, 1275.0, , , , , 
FFJ24_RS14880, 400.3, , , , , 
FFJ24_RS14885, 262.3, , , , , 
FFJ24_RS14890, 418.0, , , , , 
FFJ24_RS14895, 535.7, , , , , 
FFJ24_RS14900, 725.0, , , , , 
FFJ24_RS14905, 2518.3, , , , , 
FFJ24_RS14910, 1349.0, , , , , 
FFJ24_RS14915, 1167.0, , , , , 
FFJ24_RS14920, 555.0, , , , , 
FFJ24_RS14925, 783.3, , , , , 
FFJ24_RS14930, 499.3, , , , , 
FFJ24_RS14935, 1462.0, 300:1:0.075:0.285714, 200:3:0.118421:0.21875;300:3:0.214286:0.289474;500:1:0.0405405:0.16, , 600:1:0.047619:0.176471, 300:3:0.117647:0.333333
FFJ24_RS14940, 544.7, , , , , 
FFJ24_RS14945, 309.3, 300:2:1:1, , , , 
FFJ24_RS14950, 652.0, , , , , 
FFJ24_RS14955, 1112.7, , , , , 
FFJ24_RS14960, 1371.0, , , , , 
FFJ24_RS14965, 375.3, , , , , 
FFJ24_RS14970, 2760.7, , , , , 
FFJ24_RS14975, 885.7, , , , , 
FFJ24_RS14980, 213.0, , , , , 
FFJ24_RS14985, 213.0, , , , , 
FFJ24_RS14990, 2978.0, , , , , 
FFJ24_RS14995, 159.0, , , , , 
FFJ24_RS15000, 179.0, , , , , 
FFJ24_RS15005, 1619.0, , , , , 
FFJ24_RS15010, 755.0, , , , 200:2:0.965517:1, 
FFJ24_RS15015, 213.0, , , , , 
FFJ24_RS15020, 213.0, , , , , 
FFJ24_RS15025, 2978.0, , , , , 
FFJ24_RS15030, 159.0, , , , , 
FFJ24_RS15035, 179.0, , , , , 
FFJ24_RS15040, 1619.0, , , , , 
FFJ24_RS15045, 857.7, , , , , 
FFJ24_RS15050, 266.3, , , , , 
FFJ24_RS15055, 994.3, , , , , 
FFJ24_RS15060, 706.7, , , , , 
FFJ24_RS15065, 986.0, , , , , 
FFJ24_RS15070, 400.7, , , , , 
FFJ24_RS15075, 1783.7, 800:3:0.0869565:0.104167;700:3:0.0851064:0.12963;700:3:0.0847458:0.142857, 300:3:0.115789:0.214286;700:3:0.25:0.28169, , 600:1:0.103448:0.190476;400:3:0.315789:0.315789;800:3:0.157895:0.157895;800:3:0.125:0.125;700:3:0.206897:0.206897;700:3:0.269231:0.269231;800:3:0.173913:0.173913;700:3:0.173913:0.173913;700:3:0.130435:0.130435;200:3:0.2:0.2;700:3:0.16:0.16;700:3:0.2:0.2;700:3:0.392857:0.392857, 300:3:0.229167:0.234043;800:3:0.148936:0.148936;700:3:0.178947:0.178947;700:3:0.259615:0.259615
FFJ24_RS15080, 1155.0, , , , , 
FFJ24_RS15085, 1362.7, , , , , 
FFJ24_RS15090, 1081.3, , , , , 
FFJ24_RS15095, 1074.3, , , , , 
FFJ24_RS15100, 951.7, , , , , 
FFJ24_RS15105, 797.0, , , , , 
FFJ24_RS15110, 2095.0, , , , , 700:3:0.0689655:0.126214
FFJ24_RS15115, 684.7, , , , , 
FFJ24_RS15120, 6463.3, 700:3:0.247423:0.247423;700:2:0.989474:0.989474, 500:1:0.0555556:0.137931;400:1:0.0727273:0.25974;300:1:0.021978:0.180723;600:1:0.0348837:0.151899;400:1:0.0461538:0.147541;700:3:0.145985:0.145985, , 600:3:0.136364:0.136364;400:1:0.0694444:0.166667;400:1:0.0595238:0.156463;800:3:0.144928:0.144928;600:1:0.0217391:0.148148;200:1:0.0851064:0.2;200:1:0.125:0.206349;800:3:0.125:0.125;600:1:0:0.166667;400:3:0.217391:0.217391;400:1:0.0909091:0.153846;300:3:0.183099:0.183099;800:3:0.235294:0.235294;300:1:0.0512821:0.162791;200:1:0.0833333:0.205128;600:1:0.0714286:0.16129;300:1:0.0517241:0.149254;200:3:0.166667:0.208955;800:3:0.134328:0.134328;400:1:0.027027:0.210526, 800:3:0.102857:0.102857
FFJ24_RS15125, 499.7, , 500:3:0.88125:0.88125, , , 
FFJ24_RS15130, 494.0, , , , , 
FFJ24_RS15135, 467.7, , , , , 
FFJ24_RS15140, 742.0, , , , , 
FFJ24_RS15145, 886.3, 300:1:0.0289855:0.375, , , , 
FFJ24_RS15150, 670.3, , , , , 
FFJ24_RS15155, 1436.3, , , , , 
FFJ24_RS15160, 934.3, , , , , 
FFJ24_RS15165, 800.3, , , , , 
FFJ24_RS15170, 870.3, , , , , 
FFJ24_RS15175, 1468.0, , , , , 
FFJ24_RS15180, 2578.7, , , , , 
FFJ24_RS15185, 507.3, , , , 500:3:0.904762:0.904762, 
FFJ24_RS15190, 268.0, , , , , 
FFJ24_RS15195, 1060.3, , , , , 
FFJ24_RS15200, 970.3, , , , , 
FFJ24_RS15205, 967.0, , , , , 
FFJ24_RS15210, 1594.0, , , , , 
FFJ24_RS15215, 2554.7, , 600:3:0.862637:0.862637, , , 
FFJ24_RS15220, 1416.3, , , , , 
FFJ24_RS15225, 318.3, , , , , 
FFJ24_RS15230, 372.3, , , , , 
FFJ24_RS15235, 639.7, , , , , 
FFJ24_RS15240, 2152.7, , , , , 
FFJ24_RS15245, 248.0, , , , , 
FFJ24_RS15250, 1075.7, , , , , 
FFJ24_RS15255, 273.3, , , , , 
FFJ24_RS15260, 481.3, , , , , 
FFJ24_RS15265, 475.3, , , , , 
FFJ24_RS15270, 552.0, , , , , 
FFJ24_RS15275, 829.7, , , , , 
FFJ24_RS15280, 1173.0, , , , , 
FFJ24_RS15285, 855.3, , , , , 
FFJ24_RS15290, 481.0, , , , , 
FFJ24_RS15295, 471.0, , , , , 
FFJ24_RS15300, 868.0, , , , , 
FFJ24_RS15305, 759.3, , , , , 
FFJ24_RS15310, 1461.7, , , , , 
FFJ24_RS15315, 578.0, , , , , 
FFJ24_RS15320, 556.0, , , , , 
FFJ24_RS15325, 411.3, , , , , 
FFJ24_RS15330, 413.7, , , , , 
FFJ24_RS15335, 1225.0, , , , , 
FFJ24_RS15340, 1821.7, , , , , 
FFJ24_RS15345, 1230.7, 700:3:0.2:0.224138;700:3:0.12381:0.151163, 400:3:0.213592:0.213592;700:3:0.0820896:0.153846, , 300:3:0.255319:0.255319;500:3:0.133333:0.223684, 500:3:0.256757:0.256757
FFJ24_RS15350, 1139.3, , , , , 
FFJ24_RS15355, 511.3, , , , , 
FFJ24_RS15360, 959.0, , , , , 
FFJ24_RS15365, 1058.3, , , , , 
FFJ24_RS15370, 1298.3, , , , , 
FFJ24_RS15375, 322.3, , , , , 
FFJ24_RS15380, 276.0, , , , , 
FFJ24_RS15385, 419.7, , , , , 
FFJ24_RS15390, 1208.3, , , , , 
FFJ24_RS15395, 531.7, , , , , 
FFJ24_RS15400, 1614.0, , , , , 
FFJ24_RS15405, 2258.7, , , , , 
FFJ24_RS15410, 1045.3, , , , , 
FFJ24_RS15415, 1289.3, , , , , 
FFJ24_RS15420, 902.0, 400:1:0.0416667:0.162791;400:3:0.0853659:0.22, , , 400:3:0.839506:0.839506, 
FFJ24_RS15425, 743.0, , , , , 
