Position, Gene, Allele, Annotation, Test statistic, P-value, Deletion index, Fold reduction, Deletion P-value, Duplication index, Fold increase, Duplication pvalue, Passed?, AC:100, DP:100, AC:200, DP:200, AC:300, DP:300, AC:400, DP:400, AC:600, DP:600, AC:700, DP:700
3669631, intergenic, G->T, noncoding, 0.311504479671, 0.2507, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 44.0, 0.0, 22.0, 1.0, 54.0, 3.0, 15.0, 4.0, 48.0, 6.0, 49.0
3678153, FFI16_RS16560, G->C, synonymous, -0.554656523761, 0.3799, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 106.0, 0.0, 41.0, 2.0, 111.0, 15.0, 96.0, 1.0, 88.0, 10.0, 115.0
3678158, FFI16_RS16560, C->G, synonymous, -0.624912835458, 0.3789, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 104.0, 0.0, 40.0, 0.0, 111.0, 15.0, 97.0, 2.0, 94.0, 9.0, 117.0
3678161, FFI16_RS16560, C->G, synonymous, -0.686972673283, 0.3797, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 103.0, 0.0, 40.0, 1.0, 111.0, 22.0, 97.0, 2.0, 93.0, 11.0, 115.0
3678172, FFI16_RS16560, G->C, missense, -0.384893072959, 0.3928, 7, 1, 1, 1, 1, 1, FAIL, 6.0, 104.0, 0.0, 45.0, 5.0, 112.0, 17.0, 92.0, 1.0, 87.0, 10.0, 112.0
3678175, FFI16_RS16560, A->C, synonymous, -0.158665963064, 0.3825, 7, 1, 1, 1, 1, 1, FAIL, 4.0, 101.0, 0.0, 43.0, 4.0, 108.0, 20.0, 92.0, 5.0, 84.0, 14.0, 109.0
3689181, FFI16_RS16610, T->G, missense, -1.83114757015, 0.4328, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 103.0, 0.0, 39.0, 1.0, 86.0, 0.0, 102.0, 3.0, 73.0, 3.0, 104.0
3689265, FFI16_RS16610, A->C, synonymous, -1.27241079992, 0.4125, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 99.0, 0.0, 35.0, 1.0, 80.0, 0.0, 90.0, 6.0, 91.0, 2.0, 88.0
3689371, FFI16_RS16610, A->C, missense, -4.76721133971, 0.4138, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 114.0, 0.0, 41.0, 2.0, 66.0, 0.0, 106.0, 2.0, 118.0, 1.0, 90.0
3699401, intergenic, G->T, noncoding, -0.408594737793, 0.3885, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 77.0, 0.0, 11.0, 1.0, 63.0, 3.0, 19.0, 3.0, 62.0, 3.0, 82.0
3699460, intergenic, G->T, noncoding, -0.206255966848, 0.3826, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 75.0, 0.0, 13.0, 1.0, 66.0, 3.0, 12.0, 4.0, 58.0, 3.0, 96.0
3707620, intergenic, C->A, noncoding, -0.569507280284, 0.4637, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 44.0, 0.0, 14.0, 0.0, 37.0, 2.0, 33.0, 6.0, 33.0, 2.0, 24.0
3722181, FFI16_RS16775, G->T, noncoding, -0.713479367121, 0.3993, 7, 1, 1, 1, 1, 1, FAIL, 4.0, 97.0, 0.0, 30.0, 3.0, 96.0, 16.0, 86.0, 1.0, 129.0, 7.0, 175.0
3722392, FFI16_RS16775, T->A, missense, 0.501314420707, 0.1867, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 117.0, 0.0, 27.0, 1.0, 99.0, 2.0, 79.0, 17.0, 86.0, 11.0, 97.0
3722399, FFI16_RS16775, G->T, missense, 0.248707497259, 0.217, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 117.0, 0.0, 26.0, 1.0, 106.0, 1.0, 78.0, 18.0, 83.0, 9.0, 101.0
3722406, FFI16_RS16775, G->A, missense, 0.301734560693, 0.1804, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 118.0, 0.0, 26.0, 1.0, 110.0, 2.0, 80.0, 15.0, 83.0, 7.0, 101.0
3722407, FFI16_RS16775, C->A, synonymous, 0.0822574250276, 0.2946, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 119.0, 0.0, 26.0, 2.0, 111.0, 1.0, 80.0, 13.0, 83.0, 6.0, 101.0
3722410, FFI16_RS16775, C->A, synonymous, 0.396443895297, 0.1715, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 117.0, 0.0, 24.0, 1.0, 110.0, 2.0, 80.0, 13.0, 82.0, 7.0, 96.0
3740780, FFI16_RS16870, C->G, noncoding, 0.645032516851, 0.1182, 7, 1, 1, 1, 1, 1, FAIL, 5.0, 129.0, 0.0, 51.0, 1.0, 135.0, 15.0, 100.0, 13.0, 53.0, 16.0, 77.0
3740793, FFI16_RS16870, A->C, noncoding, 0.321393551918, 0.183, 7, 1, 1, 1, 1, 1, FAIL, 11.0, 135.0, 0.0, 51.0, 2.0, 136.0, 22.0, 102.0, 13.0, 55.0, 20.0, 86.0
3740795, FFI16_RS16870, T->G, noncoding, 0.38617002147, 0.1805, 7, 1, 1, 1, 1, 1, FAIL, 7.0, 140.0, 0.0, 51.0, 5.0, 136.0, 23.0, 103.0, 7.0, 56.0, 23.0, 88.0
3740800, FFI16_RS16870, T->G, noncoding, 0.236365515168, 0.2454, 7, 1, 1, 1, 1, 1, FAIL, 10.0, 135.0, 0.0, 51.0, 6.0, 139.0, 25.0, 105.0, 12.0, 57.0, 20.0, 86.0
3766295, FFI16_RS16980, T->A, missense, 0.158911389092, 0.383, 7, 1, 1, 1, 1, 1, FAIL, 5.0, 135.0, 0.0, 39.0, 2.0, 126.0, 19.0, 97.0, 11.0, 83.0, 19.0, 127.0
3768561, intergenic, A->T, noncoding, -1.59428560498, 0.3889, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 64.0, 0.0, 20.0, 3.0, 77.0, 4.0, 29.0, 3.0, 86.0, 2.0, 81.0
3781190, FFI16_RS17050, A->C, synonymous, 0.474521955489, 0.1387, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 140.0, 0.0, 42.0, 1.0, 133.0, 1.0, 157.0, 5.0, 140.0, 10.0, 172.0
3788054, FFI16_RS17075, C->A, synonymous, -3.0638184483, 0.4022, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 157.0, 1.0, 62.0, 2.0, 137.0, 0.0, 111.0, 2.0, 107.0, 3.0, 139.0
3789194, FFI16_RS17080, A->C, synonymous, -1.4079004192, 0.404, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 108.0, 0.0, 46.0, 0.0, 117.0, 3.0, 93.0, 2.0, 91.0, 3.0, 114.0
3789740, FFI16_RS17080, G->T, synonymous, 0.438581437503, 0.0328, 7, 1, 1, 1, 1, 1, PASS, 0.0, 124.0, 0.0, 44.0, 0.0, 110.0, 2.0, 109.0, 6.0, 78.0, 1.0, 75.0
3790046, FFI16_RS17080, A->C, synonymous, -4.94154934879, 0.3924, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 109.0, 0.0, 40.0, 1.0, 113.0, 3.0, 102.0, 0.0, 97.0, 2.0, 109.0
3796432, FFI16_RS17120, C->A, missense, 0.0591654178885, 0.3854, 7, 1, 1, 1, 1, 1, FAIL, 8.0, 120.0, 0.0, 44.0, 3.0, 107.0, 17.0, 57.0, 9.0, 63.0, 8.0, 80.0
3796444, intergenic, C->A, noncoding, -0.0286554859583, 0.3828, 7, 1, 1, 1, 1, 1, FAIL, 10.0, 120.0, 0.0, 44.0, 3.0, 107.0, 12.0, 61.0, 6.0, 65.0, 8.0, 79.0
3796468, intergenic, C->A, noncoding, 0.273613651549, 0.2572, 7, 1, 1, 1, 1, 1, FAIL, 6.0, 135.0, 0.0, 44.0, 3.0, 106.0, 12.0, 63.0, 5.0, 68.0, 11.0, 84.0
3796504, FFI16_RS17125, C->A, missense, 0.13634092121, 0.3552, 7, 1, 1, 1, 1, 1, FAIL, 7.0, 135.0, 0.0, 46.0, 1.0, 107.0, 9.0, 57.0, 3.0, 69.0, 8.0, 83.0
3796534, FFI16_RS17125, A->C, missense, -0.303936362093, 0.3943, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 128.0, 0.0, 47.0, 1.0, 101.0, 3.0, 54.0, 13.0, 75.0, 4.0, 73.0
3796537, FFI16_RS17125, A->C, missense, -0.345935481783, 0.4163, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 129.0, 0.0, 43.0, 2.0, 100.0, 0.0, 53.0, 10.0, 73.0, 2.0, 69.0
3797952, FFI16_RS17130, G->T, missense, 0.261454777152, 0.158, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 138.0, 0.0, 42.0, 1.0, 135.0, 2.0, 112.0, 13.0, 74.0, 6.0, 120.0
3797960, FFI16_RS17130, G->T, synonymous, 0.529727486789, 0.1748, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 136.0, 0.0, 41.0, 2.0, 136.0, 1.0, 111.0, 14.0, 74.0, 11.0, 117.0
3797983, FFI16_RS17130, C->A, missense, 0.147392511194, 0.2696, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 161.0, 0.0, 40.0, 3.0, 150.0, 2.0, 132.0, 21.0, 104.0, 11.0, 155.0
3797984, FFI16_RS17130, C->A, synonymous, -0.531493774029, 0.3967, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 162.0, 0.0, 39.0, 2.0, 151.0, 0.0, 134.0, 14.0, 104.0, 5.0, 151.0
3798890, intergenic, T->G, noncoding, -0.180658184891, 0.3826, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 58.0, 0.0, 10.0, 3.0, 76.0, 0.0, 33.0, 5.0, 59.0, 14.0, 73.0
3801318, FFI16_RS17145, A->T, synonymous, 0.155437395293, 0.1993, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 115.0, 0.0, 40.0, 0.0, 117.0, 2.0, 95.0, 11.0, 74.0, 3.0, 67.0
3801321, FFI16_RS17145, G->T, missense, -0.177144895723, 0.3787, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 113.0, 1.0, 38.0, 0.0, 117.0, 5.0, 97.0, 11.0, 72.0, 5.0, 69.0
3801336, FFI16_RS17145, G->T, missense, 0.334963361733, 0.1405, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 109.0, 0.0, 35.0, 0.0, 114.0, 3.0, 104.0, 14.0, 62.0, 4.0, 66.0
3802235, intergenic, G->T, noncoding, -0.977782293399, 0.3559, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 67.0, 0.0, 12.0, 2.0, 44.0, 6.0, 29.0, 3.0, 99.0, 10.0, 74.0
3802238, intergenic, T->A, noncoding, -0.946885602786, 0.396, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 69.0, 0.0, 12.0, 0.0, 43.0, 5.0, 26.0, 2.0, 98.0, 6.0, 71.0
3802253, intergenic, G->C, noncoding, -2.17585687081, 0.3896, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 62.0, 0.0, 6.0, 0.0, 38.0, 4.0, 26.0, 2.0, 94.0, 2.0, 67.0
3802276, FFI16_RS17155, T->G, noncoding, -0.0866563324225, 0.3869, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 62.0, 0.0, 8.0, 0.0, 45.0, 1.0, 23.0, 3.0, 100.0, 10.0, 65.0
3808616, FFI16_RS17180, G->T, missense, -0.130273923773, 0.3759, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 109.0, 0.0, 44.0, 2.0, 99.0, 13.0, 79.0, 4.0, 90.0, 7.0, 100.0
3808657, FFI16_RS17180, T->G, synonymous, -0.379491982986, 0.3913, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 103.0, 0.0, 48.0, 2.0, 100.0, 11.0, 67.0, 2.0, 84.0, 6.0, 98.0
3812603, intergenic, C->A, noncoding, 0.461358146425, 0.2079, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 90.0, 0.0, 67.0, 2.0, 75.0, 10.0, 45.0, 5.0, 63.0, 15.0, 159.0
3812964, FFI16_RS17210, G->T, missense, -4.13068181818, 0.4029, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 61.0, 0.0, 26.0, 0.0, 57.0, 3.0, 22.0, 1.0, 52.0, 2.0, 82.0
3826195, FFI16_RS17300, T->G, missense, -2.38903718246, 0.3942, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 120.0, 0.0, 36.0, 1.0, 111.0, 0.0, 96.0, 5.0, 99.0, 4.0, 97.0
3827156, FFI16_RS17300, T->G, synonymous, 0.0188251327759, 0.3681, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 81.0, 0.0, 16.0, 2.0, 39.0, 10.0, 78.0, 3.0, 43.0, 12.0, 48.0
3827183, FFI16_RS17300, T->G, synonymous, -0.23946607736, 0.3806, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 79.0, 0.0, 15.0, 3.0, 38.0, 6.0, 63.0, 3.0, 39.0, 8.0, 39.0
3827189, FFI16_RS17300, T->G, synonymous, -0.23662677826, 0.3965, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 79.0, 0.0, 15.0, 1.0, 34.0, 4.0, 64.0, 7.0, 40.0, 2.0, 35.0
3846638, FFI16_RS17440, G->C, noncoding, -0.0697570997512, 0.3771, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 61.0, 0.0, 30.0, 2.0, 73.0, 8.0, 38.0, 5.0, 83.0, 4.0, 70.0
3846646, FFI16_RS17440, T->G, noncoding, 0.0840054562344, 0.2863, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 64.0, 0.0, 33.0, 1.0, 77.0, 9.0, 43.0, 6.0, 83.0, 4.0, 72.0
3846662, FFI16_RS17440, T->G, noncoding, 0.351398480632, 0.2669, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 61.0, 0.0, 34.0, 2.0, 76.0, 8.0, 41.0, 10.0, 78.0, 10.0, 69.0
3867012, intergenic, G->C, noncoding, 0.38108963809, 0.2088, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 44.0, 0.0, 11.0, 2.0, 45.0, 1.0, 20.0, 5.0, 40.0, 5.0, 29.0
3869362, intergenic, A->C, noncoding, -2.4480413618, 0.3725, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 41.0, 8.0, 16.0, 0.0, 46.0, 0.0, 18.0, 5.0, 36.0, 2.0, 27.0
3869718, FFI16_RS17535, G->T, missense, 0.643701306388, 0.1411, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 140.0, 0.0, 33.0, 1.0, 113.0, 9.0, 103.0, 4.0, 24.0, 2.0, 43.0
3874234, intergenic, A->G, noncoding, 0.307990849507, 0.232, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 31.0, 8.0, 17.0, 10.0, 36.0, 3.0, 35.0, 0.0, 23.0, 1.0, 38.0
3882477, FFI16_RS17620, C->A, synonymous, -1.55056674488, 0.4195, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 125.0, 0.0, 40.0, 3.0, 121.0, 4.0, 115.0, 2.0, 108.0, 3.0, 137.0
3882497, FFI16_RS17620, T->G, missense, -3.97884741781, 0.4008, 7, 1, 1, 1, 1, 1, FAIL, 4.0, 142.0, 0.0, 42.0, 1.0, 116.0, 1.0, 117.0, 6.0, 113.0, 1.0, 140.0
3900539, FFI16_RS17710, C->G, synonymous, -0.642685217247, 0.396, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 135.0, 0.0, 50.0, 2.0, 105.0, 16.0, 103.0, 1.0, 123.0, 7.0, 125.0
3903856, intergenic, A->C, noncoding, 0.0393475134252, 0.3718, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 62.0, 0.0, 23.0, 1.0, 83.0, 6.0, 36.0, 7.0, 77.0, 28.0, 113.0
3903862, intergenic, G->T, noncoding, 0.164000167778, 0.3656, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 66.0, 0.0, 23.0, 2.0, 83.0, 8.0, 35.0, 11.0, 76.0, 20.0, 113.0
3903866, intergenic, G->T, noncoding, -0.0551547835367, 0.3696, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 65.0, 0.0, 25.0, 2.0, 88.0, 6.0, 36.0, 5.0, 77.0, 23.0, 116.0
3903875, intergenic, G->T, noncoding, -0.106725615069, 0.3892, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 84.0, 0.0, 22.0, 0.0, 84.0, 5.0, 34.0, 4.0, 77.0, 6.0, 115.0
3903878, intergenic, C->A, noncoding, 0.005068554232, 0.3753, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 81.0, 0.0, 22.0, 1.0, 85.0, 6.0, 36.0, 6.0, 75.0, 29.0, 121.0
3903888, intergenic, G->T, noncoding, 0.140671775494, 0.3467, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 76.0, 0.0, 29.0, 0.0, 84.0, 6.0, 39.0, 5.0, 84.0, 5.0, 128.0
3910680, FFI16_RS17755, T->G, missense, -3.28135068261, 0.3996, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 110.0, 0.0, 36.0, 3.0, 138.0, 2.0, 146.0, 2.0, 37.0, 0.0, 61.0
3910743, FFI16_RS17755, C->A, missense, -4.37162375292, 0.417, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 115.0, 0.0, 34.0, 0.0, 132.0, 2.0, 140.0, 0.0, 66.0, 2.0, 84.0
3929562, FFI16_RS17845, G->T, missense, 0.783624115984, 0.168, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 185.0, 0.0, 92.0, 0.0, 158.0, 4.0, 26.0, 2.0, 53.0, 3.0, 62.0
3929577, FFI16_RS17845, G->C, missense, 2.06956038645, 0.0563, 7, 1, 1, 1, 1, 1, PASS, 0.0, 186.0, 0.0, 87.0, 3.0, 151.0, 6.0, 27.0, 1.0, 55.0, 7.0, 68.0
3929586, FFI16_RS17845, G->T, missense, 0.94318607052, 0.0612, 7, 1, 1, 1, 1, 1, PASS, 0.0, 185.0, 0.0, 95.0, 2.0, 152.0, 6.0, 28.0, 4.0, 52.0, 9.0, 72.0
3929590, FFI16_RS17845, G->T, nonsense, 1.01036957574, 0.17, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 185.0, 0.0, 97.0, 0.0, 152.0, 4.0, 30.0, 3.0, 56.0, 7.0, 74.0
3929595, FFI16_RS17845, A->T, missense, 0.827529924084, 0.1616, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 176.0, 0.0, 95.0, 1.0, 152.0, 5.0, 29.0, 3.0, 55.0, 6.0, 69.0
3929598, FFI16_RS17845, T->G, missense, 1.77819440623, 0.09, 7, 1, 1, 1, 1, 1, PASS, 0.0, 170.0, 0.0, 92.0, 2.0, 148.0, 5.0, 29.0, 2.0, 53.0, 8.0, 67.0
3929601, FFI16_RS17845, G->C, missense, 1.88592642726, 0.085, 7, 1, 1, 1, 1, 1, PASS, 0.0, 176.0, 0.0, 95.0, 1.0, 149.0, 6.0, 29.0, 2.0, 51.0, 7.0, 65.0
3929602, FFI16_RS17845, C->A, missense, 2.0369719786, 0.0848, 7, 1, 1, 1, 1, 1, PASS, 0.0, 180.0, 0.0, 98.0, 2.0, 150.0, 4.0, 29.0, 1.0, 51.0, 9.0, 65.0
3929605, FFI16_RS17845, G->T, missense, 1.19544374991, 0.0498, 7, 1, 1, 1, 1, 1, PASS, 0.0, 191.0, 1.0, 99.0, 2.0, 156.0, 10.0, 27.0, 8.0, 50.0, 14.0, 68.0
3929610, FFI16_RS17845, T->A, missense, 1.9193121099, 0.0425, 7, 1, 1, 1, 1, 1, PASS, 0.0, 191.0, 0.0, 97.0, 0.0, 156.0, 5.0, 26.0, 6.0, 53.0, 8.0, 71.0
3932150, FFI16_RS17865, C->A, missense, 0.134792654667, 0.3672, 7, 1, 1, 1, 1, 1, FAIL, 6.0, 160.0, 0.0, 55.0, 0.0, 112.0, 10.0, 62.0, 3.0, 79.0, 7.0, 79.0
3941938, FFI16_RS17895, G->T, missense, -2.09661120186, 0.3705, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 124.0, 0.0, 48.0, 0.0, 118.0, 1.0, 101.0, 2.0, 85.0, 2.0, 109.0
3946656, FFI16_RS17900, T->G, synonymous, 0.553453285405, 0.1573, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 145.0, 0.0, 58.0, 1.0, 139.0, 4.0, 77.0, 3.0, 55.0, 10.0, 74.0
3946659, FFI16_RS17900, A->C, missense, 0.76808694174, 0.1168, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 152.0, 0.0, 59.0, 1.0, 140.0, 4.0, 79.0, 9.0, 56.0, 12.0, 76.0
3949987, FFI16_RS17910, C->A, missense, -1.3123777401, 0.4121, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 113.0, 0.0, 34.0, 0.0, 96.0, 2.0, 115.0, 6.0, 47.0, 2.0, 56.0
3950339, FFI16_RS17910, G->C, synonymous, -0.10553985011, 0.3932, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 133.0, 0.0, 42.0, 2.0, 92.0, 7.0, 75.0, 4.0, 123.0, 8.0, 44.0
3950340, FFI16_RS17910, C->A, synonymous, 0.529014806005, 0.1488, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 132.0, 1.0, 42.0, 1.0, 94.0, 10.0, 75.0, 18.0, 123.0, 8.0, 44.0
3950348, FFI16_RS17910, A->C, synonymous, 0.517283913267, 0.1358, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 127.0, 0.0, 44.0, 2.0, 96.0, 7.0, 68.0, 15.0, 119.0, 8.0, 42.0
3950365, FFI16_RS17910, G->T, missense, 0.553643000191, 0.1547, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 118.0, 0.0, 42.0, 2.0, 94.0, 8.0, 61.0, 25.0, 114.0, 4.0, 36.0
3950368, FFI16_RS17910, A->C, synonymous, 0.624632475269, 0.1482, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 116.0, 0.0, 42.0, 0.0, 93.0, 8.0, 62.0, 12.0, 112.0, 6.0, 32.0
3950374, FFI16_RS17910, A->C, synonymous, 0.693272714038, 0.0848, 7, 1, 1, 1, 1, 1, PASS, 1.0, 110.0, 0.0, 39.0, 3.0, 93.0, 5.0, 51.0, 14.0, 107.0, 9.0, 31.0
3950378, FFI16_RS17910, C->G, synonymous, 0.743009085934, 0.1259, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 106.0, 0.0, 38.0, 1.0, 90.0, 5.0, 44.0, 9.0, 102.0, 5.0, 29.0
3950383, FFI16_RS17910, A->T, synonymous, 0.771663177461, 0.1133, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 100.0, 0.0, 36.0, 0.0, 91.0, 4.0, 45.0, 10.0, 102.0, 4.0, 27.0
3950384, FFI16_RS17910, T->G, synonymous, 0.466606667386, 0.1399, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 98.0, 1.0, 35.0, 1.0, 90.0, 3.0, 43.0, 7.0, 102.0, 4.0, 26.0
3950397, FFI16_RS17910, C->G, synonymous, 0.201596471475, 0.1892, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 99.0, 1.0, 33.0, 0.0, 90.0, 1.0, 37.0, 6.0, 103.0, 4.0, 26.0
3950399, FFI16_RS17910, T->G, synonymous, 0.34947702975, 0.1766, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 99.0, 0.0, 32.0, 4.0, 88.0, 5.0, 38.0, 11.0, 106.0, 8.0, 27.0
3953085, intergenic, T->A, noncoding, 0.140539232612, 0.2898, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 33.0, 7.0, 21.0, 5.0, 31.0, 0.0, 37.0, 0.0, 39.0, 2.0, 35.0
3975469, FFI16_RS18050, G->T, synonymous, 0.607595359898, 0.1508, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 140.0, 0.0, 50.0, 2.0, 143.0, 4.0, 173.0, 11.0, 87.0, 22.0, 134.0
3975473, FFI16_RS18050, A->T, missense, 0.92823457014, 0.1511, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 141.0, 0.0, 50.0, 1.0, 138.0, 2.0, 159.0, 11.0, 81.0, 21.0, 132.0
3975474, FFI16_RS18050, A->T, missense, 0.836750570439, 0.1402, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 144.0, 0.0, 51.0, 1.0, 142.0, 4.0, 159.0, 12.0, 81.0, 21.0, 131.0
3975475, FFI16_RS18050, C->T, synonymous, 0.859436759781, 0.1439, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 146.0, 0.0, 51.0, 0.0, 141.0, 6.0, 170.0, 15.0, 84.0, 21.0, 137.0
3975478, FFI16_RS18050, C->T, synonymous, 0.730529928654, 0.159, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 146.0, 0.0, 51.0, 2.0, 140.0, 5.0, 177.0, 16.0, 86.0, 21.0, 136.0
3975484, FFI16_RS18050, C->G, missense, 0.805125228441, 0.1483, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 149.0, 0.0, 51.0, 0.0, 143.0, 6.0, 181.0, 11.0, 87.0, 23.0, 136.0
3975500, FFI16_RS18050, A->T, nonsense, 0.83777186549, 0.1434, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 151.0, 0.0, 53.0, 1.0, 144.0, 4.0, 181.0, 13.0, 84.0, 20.0, 138.0
3982354, FFI16_RS18080, A->C, synonymous, 0.251555960235, 0.2475, 7, 1, 1, 1, 1, 1, FAIL, 6.0, 133.0, 0.0, 56.0, 3.0, 137.0, 16.0, 114.0, 12.0, 97.0, 17.0, 91.0
3982358, FFI16_RS18080, G->C, missense, 0.0377838240095, 0.376, 7, 1, 1, 1, 1, 1, FAIL, 7.0, 129.0, 0.0, 58.0, 5.0, 133.0, 21.0, 111.0, 9.0, 93.0, 10.0, 91.0
3983069, intergenic, G->T, noncoding, -0.312338951106, 0.3899, 7, 1, 1, 1, 1, 1, FAIL, 9.0, 171.0, 0.0, 71.0, 6.0, 140.0, 21.0, 119.0, 2.0, 116.0, 12.0, 174.0
3983078, intergenic, G->T, noncoding, -0.475529642598, 0.3993, 7, 1, 1, 1, 1, 1, FAIL, 9.0, 171.0, 0.0, 72.0, 4.0, 150.0, 20.0, 121.0, 2.0, 112.0, 7.0, 174.0
3983087, intergenic, G->T, noncoding, -0.200719463703, 0.3954, 7, 1, 1, 1, 1, 1, FAIL, 12.0, 154.0, 0.0, 63.0, 7.0, 143.0, 22.0, 115.0, 4.0, 104.0, 7.0, 157.0
3987529, FFI16_RS18115, T->A, missense, 1.3309961295, 0.1591, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 152.0, 0.0, 65.0, 1.0, 168.0, 4.0, 52.0, 6.0, 37.0, 0.0, 33.0
3987535, FFI16_RS18115, A->C, missense, 0.898817982616, 0.1121, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 145.0, 0.0, 63.0, 3.0, 161.0, 10.0, 53.0, 6.0, 35.0, 5.0, 32.0
3987617, FFI16_RS18115, A->C, missense, 0.915074551958, 0.0946, 7, 1, 1, 1, 1, 1, PASS, 3.0, 143.0, 0.0, 64.0, 2.0, 151.0, 6.0, 77.0, 6.0, 33.0, 4.0, 46.0
3987634, FFI16_RS18115, T->G, missense, 1.02896501756, 0.0874, 7, 1, 1, 1, 1, 1, PASS, 3.0, 145.0, 0.0, 62.0, 2.0, 148.0, 6.0, 78.0, 7.0, 33.0, 5.0, 48.0
4017313, FFI16_RS18315, G->T, missense, -0.405802784208, 0.3922, 7, 1, 1, 1, 1, 1, FAIL, 12.0, 158.0, 0.0, 52.0, 6.0, 166.0, 35.0, 162.0, 5.0, 128.0, 12.0, 150.0
