Position, Gene, Allele, Annotation, Test statistic, P-value, Deletion index, Fold reduction, Deletion P-value, Duplication index, Fold increase, Duplication pvalue, Passed?, AC:100, DP:100, AC:200, DP:200, AC:300, DP:300, AC:400, DP:400, AC:500, DP:500, AC:600, DP:600, AC:700, DP:700, AC:800, DP:800, AC:900, DP:900
4316332, FFI16_RS19765, T->G, noncoding, 0.0356230848229, 0.3872, 9, 1, 1, 1, 1, 1, FAIL, 5.0, 90.0, 4.0, 42.0, 3.0, 57.0, 2.0, 21.0, 5.0, 23.0, 3.0, 27.0, 23.0, 108.0, 6.0, 86.0, 6.0, 47.0
4316338, FFI16_RS19765, C->G, noncoding, 0.0463500495688, 0.3889, 9, 1, 1, 1, 1, 1, FAIL, 4.0, 91.0, 1.0, 43.0, 1.0, 54.0, 4.0, 18.0, 1.0, 25.0, 2.0, 26.0, 10.0, 105.0, 4.0, 84.0, 4.0, 45.0
4316345, FFI16_RS19765, A->T, noncoding, 0.051350248264, 0.3888, 9, 1, 1, 1, 1, 1, FAIL, 5.0, 94.0, 4.0, 46.0, 2.0, 57.0, 2.0, 20.0, 6.0, 27.0, 2.0, 25.0, 13.0, 104.0, 10.0, 83.0, 8.0, 45.0
4316347, FFI16_RS19765, C->A, noncoding, 0.0567152656753, 0.3506, 9, 1, 1, 1, 1, 1, FAIL, 7.0, 91.0, 8.0, 47.0, 4.0, 58.0, 1.0, 19.0, 5.0, 26.0, 7.0, 25.0, 14.0, 105.0, 14.0, 84.0, 8.0, 44.0
4316347, FFI16_RS19765, C->G, noncoding, -0.853696327264, 0.3789, 9, 1, 1, 1, 1, 1, FAIL, 3.0, 91.0, 1.0, 47.0, 0.0, 58.0, 3.0, 19.0, 0.0, 26.0, 0.0, 25.0, 2.0, 105.0, 9.0, 84.0, 2.0, 44.0
4323114, FFI16_RS19795, G->T, synonymous, 0.144065427218, 0.2066, 9, 1, 1, 1, 1, 1, FAIL, 7.0, 129.0, 2.0, 78.0, 6.0, 87.0, 6.0, 50.0, 13.0, 62.0, 4.0, 50.0, 14.0, 113.0, 5.0, 99.0, 6.0, 50.0
4323140, FFI16_RS19795, T->G, noncoding, -0.0898338704121, 0.3892, 9, 1, 1, 1, 1, 1, FAIL, 10.0, 115.0, 7.0, 63.0, 4.0, 78.0, 11.0, 44.0, 8.0, 63.0, 5.0, 48.0, 20.0, 114.0, 10.0, 87.0, 9.0, 48.0
4323151, FFI16_RS19795, G->T, noncoding, 0.0379370151007, 0.3842, 9, 1, 1, 1, 1, 1, FAIL, 7.0, 118.0, 4.0, 66.0, 4.0, 81.0, 10.0, 47.0, 6.0, 61.0, 3.0, 50.0, 8.0, 115.0, 2.0, 92.0, 2.0, 48.0
4323156, FFI16_RS19795, G->T, noncoding, -0.419134383379, 0.3951, 9, 1, 1, 1, 1, 1, FAIL, 8.0, 122.0, 8.0, 67.0, 2.0, 83.0, 5.0, 48.0, 6.0, 63.0, 12.0, 56.0, 10.0, 117.0, 9.0, 92.0, 3.0, 51.0
4326027, FFI16_RS19815, T->G, missense, 1.37657768116, 0.0737, 9, 1, 1, 1, 1, 1, PASS, 0.0, 144.0, 1.0, 88.0, 0.0, 95.0, 1.0, 39.0, 2.0, 40.0, 1.0, 39.0, 1.0, 80.0, 5.0, 78.0, 4.0, 32.0
4333323, FFI16_RS19855, A->G, missense, 1.75149554371, 0.0506, 9, 1, 1, 1, 1, 1, PASS, 0.0, 161.0, 0.0, 104.0, 0.0, 87.0, 0.0, 61.0, 0.0, 56.0, 0.0, 67.0, 10.0, 125.0, 12.0, 82.0, 6.0, 51.0
4334278, FFI16_RS19855, C->G, synonymous, 0.783949845955, 0.1956, 9, 1, 1, 1, 1, 1, FAIL, 3.0, 112.0, 0.0, 27.0, 2.0, 52.0, 0.0, 18.0, 0.0, 35.0, 1.0, 24.0, 2.0, 107.0, 6.0, 65.0, 4.0, 22.0
4334286, FFI16_RS19855, T->G, missense, 0.00973927462992, 0.3934, 9, 1, 1, 1, 1, 1, FAIL, 5.0, 110.0, 1.0, 28.0, 2.0, 47.0, 1.0, 15.0, 2.0, 30.0, 2.0, 21.0, 7.0, 103.0, 15.0, 61.0, 1.0, 20.0
4334293, FFI16_RS19855, A->C, missense, -0.535101914946, 0.3836, 9, 1, 1, 1, 1, 1, FAIL, 4.0, 110.0, 2.0, 30.0, 2.0, 50.0, 3.0, 16.0, 1.0, 29.0, 0.0, 18.0, 7.0, 104.0, 10.0, 61.0, 1.0, 20.0
4334295, FFI16_RS19855, A->C, synonymous, 0.240715737834, 0.328, 9, 1, 1, 1, 1, 1, FAIL, 4.0, 107.0, 2.0, 30.0, 0.0, 50.0, 0.0, 14.0, 2.0, 30.0, 2.0, 18.0, 5.0, 103.0, 3.0, 62.0, 3.0, 20.0
4334299, FFI16_RS19855, A->C, missense, 0.0302800107728, 0.3898, 9, 1, 1, 1, 1, 1, FAIL, 3.0, 108.0, 1.0, 32.0, 0.0, 52.0, 1.0, 14.0, 1.0, 31.0, 2.0, 17.0, 6.0, 101.0, 11.0, 62.0, 0.0, 20.0
4334301, FFI16_RS19855, A->C, synonymous, -0.208245521787, 0.3857, 9, 1, 1, 1, 1, 1, FAIL, 6.0, 110.0, 1.0, 33.0, 1.0, 51.0, 1.0, 15.0, 3.0, 30.0, 1.0, 17.0, 8.0, 102.0, 12.0, 63.0, 1.0, 20.0
4334314, FFI16_RS19855, T->G, synonymous, 0.122004465517, 0.3323, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 110.0, 1.0, 34.0, 4.0, 50.0, 3.0, 13.0, 3.0, 28.0, 1.0, 11.0, 9.0, 97.0, 10.0, 64.0, 2.0, 20.0
4334322, FFI16_RS19855, A->C, synonymous, -0.559386436062, 0.3838, 9, 1, 1, 1, 1, 1, FAIL, 3.0, 118.0, 0.0, 34.0, 0.0, 55.0, 0.0, 16.0, 1.0, 33.0, 1.0, 12.0, 4.0, 110.0, 11.0, 72.0, 0.0, 21.0
4351410, FFI16_RS19920, A->C, missense, -0.946216009573, 0.413, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 167.0, 0.0, 100.0, 0.0, 105.0, 1.0, 68.0, 1.0, 77.0, 1.0, 82.0, 2.0, 105.0, 0.0, 84.0, 4.0, 32.0
4357172, FFI16_RS19945, G->T, missense, 0.496260982577, 0.1208, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 193.0, 5.0, 108.0, 0.0, 94.0, 2.0, 88.0, 2.0, 106.0, 8.0, 166.0, 6.0, 189.0, 8.0, 50.0, 3.0, 31.0
4357177, FFI16_RS19945, C->T, missense, 0.141692263879, 0.3373, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 191.0, 4.0, 111.0, 0.0, 92.0, 2.0, 83.0, 0.0, 106.0, 2.0, 163.0, 5.0, 184.0, 6.0, 49.0, 1.0, 32.0
4357183, FFI16_RS19945, G->T, missense, -0.221741214287, 0.3908, 9, 1, 1, 1, 1, 1, FAIL, 4.0, 193.0, 8.0, 110.0, 1.0, 94.0, 2.0, 87.0, 1.0, 102.0, 7.0, 163.0, 5.0, 187.0, 7.0, 50.0, 2.0, 33.0
4360072, intergenic, G->T, noncoding, -0.815055714732, 0.3664, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 81.0, 2.0, 30.0, 0.0, 50.0, 0.0, 6.0, 3.0, 17.0, 0.0, 15.0, 4.0, 84.0, 1.0, 69.0, 0.0, 29.0
4363021, FFI16_RS19975, C->A, missense, -0.459845068121, 0.4074, 9, 1, 1, 1, 1, 1, FAIL, 3.0, 168.0, 2.0, 95.0, 0.0, 98.0, 1.0, 97.0, 0.0, 59.0, 3.0, 127.0, 1.0, 130.0, 4.0, 31.0, 0.0, 14.0
4365252, FFI16_RS19980, A->C, synonymous, -1.26942470649, 0.3952, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 177.0, 1.0, 103.0, 0.0, 93.0, 2.0, 108.0, 2.0, 82.0, 0.0, 150.0, 1.0, 142.0, 2.0, 122.0, 4.0, 33.0
4366440, FFI16_RS19985, T->C, missense, 1.48328863623, 0.0101, 9, 1, 1, 1, 1, 1, PASS, 0.0, 181.0, 0.0, 85.0, 0.0, 72.0, 0.0, 65.0, 0.0, 62.0, 32.0, 110.0, 74.0, 100.0, 47.0, 70.0, 12.0, 22.0
4367492, FFI16_RS19990, T->G, missense, 0.906128533903, 0.1025, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 153.0, 0.0, 66.0, 0.0, 89.0, 0.0, 47.0, 1.0, 65.0, 1.0, 90.0, 4.0, 105.0, 3.0, 78.0, 5.0, 31.0
4375969, intergenic, G->T, noncoding, -3.64066848661, 0.3782, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 50.0, 1.0, 60.0, 0.0, 42.0, 3.0, 20.0, 0.0, 28.0, 0.0, 13.0, 3.0, 104.0, 0.0, 64.0, 2.0, 34.0
4376812, FFI16_RS20025, A->C, missense, -4.5885035738, 0.3971, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 188.0, 2.0, 114.0, 1.0, 108.0, 1.0, 83.0, 1.0, 101.0, 2.0, 137.0, 2.0, 153.0, 1.0, 90.0, 5.0, 40.0
4377128, FFI16_RS20025, T->G, synonymous, -2.6288461913, 0.399, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 187.0, 1.0, 114.0, 1.0, 103.0, 0.0, 90.0, 2.0, 64.0, 0.0, 159.0, 2.0, 156.0, 1.0, 75.0, 4.0, 27.0
4377313, FFI16_RS20030, A->C, synonymous, 0.0550294817445, 0.2183, 9, 1, 1, 1, 1, 1, FAIL, 16.0, 161.0, 16.0, 96.0, 7.0, 91.0, 18.0, 67.0, 13.0, 47.0, 24.0, 126.0, 22.0, 117.0, 15.0, 83.0, 8.0, 38.0
4377325, FFI16_RS20030, G->C, synonymous, -0.0142268568096, 0.3852, 9, 1, 1, 1, 1, 1, FAIL, 14.0, 154.0, 10.0, 81.0, 8.0, 86.0, 6.0, 60.0, 6.0, 42.0, 18.0, 117.0, 13.0, 109.0, 8.0, 78.0, 9.0, 40.0
4377326, FFI16_RS20030, T->G, synonymous, 0.0296324247076, 0.3516, 9, 1, 1, 1, 1, 1, FAIL, 19.0, 156.0, 14.0, 85.0, 6.0, 87.0, 18.0, 59.0, 10.0, 44.0, 20.0, 117.0, 23.0, 111.0, 13.0, 80.0, 10.0, 40.0
4377332, FFI16_RS20030, T->G, missense, -0.0350689500375, 0.3849, 9, 1, 1, 1, 1, 1, FAIL, 17.0, 161.0, 15.0, 85.0, 6.0, 91.0, 16.0, 62.0, 9.0, 47.0, 23.0, 125.0, 22.0, 111.0, 12.0, 86.0, 5.0, 42.0
4377333, FFI16_RS20030, C->G, missense, 0.228920605201, 0.1382, 9, 1, 1, 1, 1, 1, FAIL, 7.0, 162.0, 3.0, 85.0, 1.0, 91.0, 6.0, 62.0, 8.0, 46.0, 7.0, 125.0, 8.0, 111.0, 6.0, 86.0, 3.0, 42.0
4377358, FFI16_RS20030, T->G, synonymous, -0.0155713936562, 0.3935, 9, 1, 1, 1, 1, 1, FAIL, 16.0, 167.0, 13.0, 94.0, 8.0, 104.0, 16.0, 66.0, 11.0, 61.0, 20.0, 135.0, 20.0, 117.0, 10.0, 97.0, 12.0, 52.0
4379795, FFI16_RS20050, A->T, missense, -2.23546318386, 0.4051, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 201.0, 1.0, 120.0, 1.0, 119.0, 0.0, 81.0, 2.0, 77.0, 1.0, 147.0, 2.0, 173.0, 1.0, 47.0, 5.0, 35.0
4392314, intergenic, A->C, noncoding, 1.05729091149, 0.2328, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 55.0, 0.0, 16.0, 0.0, 27.0, 0.0, 15.0, 0.0, 13.0, 2.0, 11.0, 2.0, 30.0, 9.0, 52.0, 5.0, 40.0
4392317, intergenic, T->A, noncoding, -0.178212419737, 0.3976, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 53.0, 0.0, 20.0, 1.0, 30.0, 0.0, 17.0, 0.0, 16.0, 3.0, 11.0, 0.0, 32.0, 7.0, 54.0, 6.0, 47.0
4392320, intergenic, G->T, noncoding, 0.555509239547, 0.2383, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 52.0, 0.0, 21.0, 1.0, 30.0, 1.0, 16.0, 0.0, 16.0, 1.0, 11.0, 5.0, 31.0, 10.0, 54.0, 4.0, 45.0
4392331, intergenic, C->A, noncoding, 0.247720045118, 0.3892, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 51.0, 1.0, 20.0, 1.0, 28.0, 0.0, 14.0, 0.0, 14.0, 1.0, 14.0, 3.0, 34.0, 11.0, 56.0, 6.0, 43.0
4392341, intergenic, G->A, noncoding, 0.72028540593, 0.3462, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 43.0, 0.0, 24.0, 0.0, 30.0, 0.0, 12.0, 0.0, 20.0, 3.0, 17.0, 2.0, 33.0, 5.0, 57.0, 1.0, 44.0
4392350, intergenic, T->G, noncoding, 0.668559803505, 0.3782, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 45.0, 0.0, 26.0, 0.0, 27.0, 0.0, 16.0, 1.0, 21.0, 0.0, 19.0, 7.0, 41.0, 8.0, 59.0, 4.0, 44.0
4397530, FFI16_RS20135, G->T, noncoding, 2.362296105, 0.1213, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 157.0, 0.0, 60.0, 0.0, 73.0, 0.0, 28.0, 0.0, 59.0, 0.0, 26.0, 2.0, 124.0, 2.0, 72.0, 3.0, 25.0
4397716, intergenic, G->C, noncoding, -0.0246131950218, 0.3942, 9, 1, 1, 1, 1, 1, FAIL, 16.0, 142.0, 15.0, 72.0, 6.0, 66.0, 18.0, 57.0, 9.0, 49.0, 9.0, 52.0, 37.0, 146.0, 21.0, 116.0, 11.0, 61.0
4397717, intergenic, T->G, noncoding, -0.0101888637133, 0.3893, 9, 1, 1, 1, 1, 1, FAIL, 26.0, 142.0, 18.0, 72.0, 10.0, 66.0, 23.0, 57.0, 16.0, 50.0, 16.0, 52.0, 64.0, 146.0, 25.0, 117.0, 11.0, 61.0
4397720, intergenic, C->A, noncoding, -0.134700939473, 0.3789, 9, 1, 1, 1, 1, 1, FAIL, 23.0, 142.0, 18.0, 71.0, 3.0, 67.0, 24.0, 56.0, 7.0, 49.0, 16.0, 52.0, 38.0, 146.0, 19.0, 117.0, 10.0, 61.0
4397725, intergenic, C->G, noncoding, -0.0154107681092, 0.3994, 9, 1, 1, 1, 1, 1, FAIL, 12.0, 141.0, 6.0, 68.0, 2.0, 67.0, 7.0, 57.0, 6.0, 49.0, 11.0, 52.0, 11.0, 145.0, 12.0, 115.0, 5.0, 61.0
4397731, intergenic, T->G, noncoding, 0.0360856699189, 0.3685, 9, 1, 1, 1, 1, 1, FAIL, 21.0, 141.0, 15.0, 68.0, 7.0, 66.0, 22.0, 55.0, 11.0, 47.0, 21.0, 54.0, 56.0, 133.0, 22.0, 118.0, 12.0, 61.0
4397732, intergenic, C->G, noncoding, 0.0749054406418, 0.2689, 9, 1, 1, 1, 1, 1, FAIL, 10.0, 140.0, 7.0, 69.0, 5.0, 67.0, 15.0, 55.0, 10.0, 46.0, 10.0, 54.0, 19.0, 136.0, 13.0, 118.0, 6.0, 60.0
4397734, intergenic, T->G, noncoding, -0.101222874664, 0.3809, 9, 1, 1, 1, 1, 1, FAIL, 13.0, 140.0, 14.0, 67.0, 2.0, 68.0, 15.0, 54.0, 7.0, 48.0, 12.0, 55.0, 35.0, 135.0, 16.0, 116.0, 11.0, 59.0
4397740, intergenic, A->T, noncoding, -0.0689291134584, 0.3979, 9, 1, 1, 1, 1, 1, FAIL, 19.0, 136.0, 14.0, 66.0, 5.0, 69.0, 23.0, 56.0, 8.0, 45.0, 12.0, 55.0, 35.0, 127.0, 21.0, 112.0, 8.0, 57.0
4397742, intergenic, C->A, noncoding, -0.00223592382677, 0.3846, 9, 1, 1, 1, 1, 1, FAIL, 26.0, 136.0, 16.0, 66.0, 7.0, 68.0, 29.0, 57.0, 13.0, 43.0, 19.0, 54.0, 53.0, 127.0, 29.0, 109.0, 8.0, 56.0
4397745, intergenic, C->G, noncoding, -0.270441437999, 0.3804, 9, 1, 1, 1, 1, 1, FAIL, 17.0, 135.0, 13.0, 65.0, 3.0, 70.0, 17.0, 59.0, 3.0, 41.0, 8.0, 57.0, 28.0, 134.0, 16.0, 108.0, 8.0, 57.0
4397752, intergenic, T->A, noncoding, -0.0350573956047, 0.3806, 9, 1, 1, 1, 1, 1, FAIL, 19.0, 136.0, 9.0, 67.0, 7.0, 72.0, 18.0, 63.0, 9.0, 46.0, 9.0, 57.0, 30.0, 137.0, 17.0, 102.0, 4.0, 55.0
4397785, FFI16_RS20140, C->G, missense, -0.112777395224, 0.4006, 9, 1, 1, 1, 1, 1, FAIL, 10.0, 128.0, 6.0, 75.0, 3.0, 83.0, 14.0, 70.0, 5.0, 58.0, 6.0, 89.0, 23.0, 164.0, 13.0, 115.0, 3.0, 61.0
4404661, FFI16_RS20170, T->G, missense, -2.77516606463, 0.3955, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 168.0, 1.0, 82.0, 1.0, 85.0, 3.0, 76.0, 2.0, 78.0, 2.0, 125.0, 0.0, 131.0, 1.0, 81.0, 5.0, 33.0
4405756, FFI16_RS20175, A->C, missense, -1.24900022584, 0.3856, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 169.0, 0.0, 108.0, 1.0, 75.0, 1.0, 64.0, 3.0, 70.0, 3.0, 120.0, 3.0, 168.0, 0.0, 98.0, 6.0, 49.0
4409735, intergenic, G->T, noncoding, 0.84732065482, 0.1599, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 85.0, 0.0, 23.0, 1.0, 67.0, 0.0, 15.0, 2.0, 12.0, 3.0, 16.0, 10.0, 37.0, 5.0, 63.0, 1.0, 31.0
4409738, intergenic, T->A, noncoding, 0.934658058253, 0.1247, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 82.0, 1.0, 23.0, 0.0, 64.0, 0.0, 14.0, 2.0, 11.0, 1.0, 16.0, 5.0, 35.0, 2.0, 62.0, 3.0, 31.0
4409740, intergenic, C->G, noncoding, -0.405262034747, 0.3772, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 81.0, 0.0, 22.0, 1.0, 64.0, 0.0, 14.0, 1.0, 12.0, 0.0, 17.0, 2.0, 36.0, 2.0, 60.0, 4.0, 30.0
4409741, intergenic, G->T, noncoding, 0.649193593405, 0.1778, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 80.0, 2.0, 22.0, 0.0, 64.0, 1.0, 13.0, 0.0, 12.0, 1.0, 17.0, 5.0, 35.0, 10.0, 60.0, 2.0, 30.0
4409744, intergenic, A->C, noncoding, 0.326890475131, 0.379, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 72.0, 2.0, 22.0, 2.0, 62.0, 0.0, 12.0, 0.0, 12.0, 1.0, 16.0, 0.0, 34.0, 10.0, 58.0, 4.0, 30.0
4409746, intergenic, C->G, noncoding, 0.439398741172, 0.2356, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 72.0, 2.0, 22.0, 1.0, 61.0, 1.0, 15.0, 0.0, 12.0, 1.0, 14.0, 5.0, 33.0, 11.0, 57.0, 3.0, 30.0
4409754, intergenic, C->A, noncoding, 0.460513610047, 0.2979, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 66.0, 1.0, 20.0, 0.0, 56.0, 0.0, 18.0, 0.0, 11.0, 1.0, 16.0, 8.0, 31.0, 6.0, 51.0, 4.0, 26.0
4409757, intergenic, G->T, noncoding, 1.09133355837, 0.1369, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 69.0, 1.0, 21.0, 0.0, 51.0, 1.0, 18.0, 0.0, 10.0, 0.0, 18.0, 5.0, 31.0, 8.0, 52.0, 3.0, 24.0
4409759, intergenic, A->C, noncoding, 0.343640663006, 0.3795, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 65.0, 3.0, 20.0, 1.0, 48.0, 0.0, 16.0, 0.0, 9.0, 0.0, 17.0, 1.0, 32.0, 4.0, 49.0, 2.0, 24.0
4409768, intergenic, G->T, noncoding, -0.164580729327, 0.3903, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 65.0, 2.0, 25.0, 1.0, 47.0, 1.0, 17.0, 0.0, 11.0, 0.0, 19.0, 2.0, 33.0, 12.0, 48.0, 2.0, 22.0
4409772, intergenic, C->A, noncoding, 1.20692065942, 0.2222, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 70.0, 1.0, 29.0, 0.0, 47.0, 0.0, 18.0, 0.0, 12.0, 0.0, 22.0, 2.0, 34.0, 4.0, 47.0, 4.0, 22.0
4409787, intergenic, C->A, noncoding, 0.841613058695, 0.2596, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 61.0, 2.0, 32.0, 0.0, 45.0, 0.0, 17.0, 0.0, 10.0, 0.0, 23.0, 8.0, 36.0, 2.0, 47.0, 2.0, 16.0
4409790, intergenic, A->T, noncoding, 0.12344738026, 0.3927, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 60.0, 3.0, 32.0, 0.0, 45.0, 1.0, 17.0, 1.0, 11.0, 0.0, 24.0, 3.0, 38.0, 7.0, 47.0, 3.0, 16.0
4410114, FFI16_RS20195, T->G, synonymous, -1.38658487326, 0.3926, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 204.0, 4.0, 116.0, 0.0, 115.0, 1.0, 93.0, 0.0, 76.0, 1.0, 159.0, 3.0, 127.0, 0.0, 88.0, 4.0, 34.0
4418575, FFI16_RS20230, A->C, synonymous, 0.152420993401, 0.3189, 9, 1, 1, 1, 1, 1, FAIL, 8.0, 129.0, 2.0, 70.0, 1.0, 63.0, 4.0, 46.0, 1.0, 41.0, 2.0, 72.0, 8.0, 75.0, 4.0, 66.0, 6.0, 37.0
4418582, FFI16_RS20230, A->C, missense, -0.0613476617059, 0.3885, 9, 1, 1, 1, 1, 1, FAIL, 4.0, 113.0, 3.0, 66.0, 2.0, 59.0, 8.0, 41.0, 4.0, 40.0, 3.0, 61.0, 6.0, 70.0, 4.0, 56.0, 6.0, 30.0
4418603, FFI16_RS20230, T->G, missense, 0.0174577929394, 0.3955, 9, 1, 1, 1, 1, 1, FAIL, 6.0, 117.0, 2.0, 60.0, 1.0, 53.0, 4.0, 35.0, 4.0, 46.0, 0.0, 55.0, 8.0, 72.0, 4.0, 54.0, 6.0, 26.0
4419615, FFI16_RS20235, T->C, synonymous, 1.29531555876, 0.0279, 9, 1, 1, 1, 1, 1, PASS, 0.0, 170.0, 0.0, 97.0, 0.0, 84.0, 0.0, 84.0, 0.0, 73.0, 27.0, 123.0, 103.0, 141.0, 72.0, 89.0, 16.0, 34.0
4421151, FFI16_RS20240, G->T, missense, -1.54670927565, 0.3984, 9, 1, 1, 1, 1, 1, FAIL, 4.0, 156.0, 1.0, 97.0, 1.0, 93.0, 7.0, 52.0, 0.0, 61.0, 3.0, 70.0, 0.0, 121.0, 1.0, 94.0, 0.0, 62.0
4421172, FFI16_RS20240, G->T, missense, 0.00854722654681, 0.3784, 9, 1, 1, 1, 1, 1, FAIL, 20.0, 164.0, 16.0, 104.0, 4.0, 94.0, 13.0, 55.0, 11.0, 65.0, 16.0, 78.0, 12.0, 116.0, 7.0, 113.0, 3.0, 64.0
4428362, FFI16_RS20275, G->T, missense, 0.0991586798447, 0.3369, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 148.0, 4.0, 98.0, 2.0, 96.0, 1.0, 30.0, 3.0, 64.0, 6.0, 39.0, 2.0, 130.0, 2.0, 117.0, 0.0, 57.0
4428366, FFI16_RS20275, G->T, missense, -0.206296577055, 0.4033, 9, 1, 1, 1, 1, 1, FAIL, 3.0, 149.0, 2.0, 98.0, 0.0, 97.0, 4.0, 30.0, 1.0, 64.0, 1.0, 37.0, 6.0, 131.0, 2.0, 112.0, 1.0, 54.0
4431344, FFI16_RS20295, T->G, missense, 0.063441591872, 0.3998, 9, 1, 1, 1, 1, 1, FAIL, 8.0, 127.0, 2.0, 95.0, 0.0, 75.0, 3.0, 55.0, 3.0, 53.0, 5.0, 89.0, 12.0, 104.0, 7.0, 91.0, 4.0, 23.0
4433586, FFI16_RS20310, A->G, missense, 1.21296223386, 0.1672, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 160.0, 0.0, 70.0, 0.0, 77.0, 0.0, 41.0, 0.0, 33.0, 0.0, 18.0, 7.0, 128.0, 14.0, 82.0, 3.0, 34.0
4445136, FFI16_RS20385, C->A, nonsense, 0.0106858400243, 0.3871, 9, 1, 1, 1, 1, 1, FAIL, 13.0, 155.0, 11.0, 78.0, 6.0, 89.0, 6.0, 47.0, 12.0, 58.0, 9.0, 36.0, 19.0, 144.0, 3.0, 73.0, 7.0, 57.0
4446679, FFI16_RS20390, C->T, missense, 1.41838026955, 0.1209, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 171.0, 0.0, 89.0, 0.0, 98.0, 0.0, 55.0, 0.0, 74.0, 0.0, 99.0, 4.0, 121.0, 15.0, 87.0, 4.0, 36.0
4456709, FFI16_RS20455, A->C, missense, -2.58593685194, 0.3969, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 212.0, 2.0, 124.0, 1.0, 122.0, 0.0, 78.0, 2.0, 79.0, 0.0, 108.0, 1.0, 139.0, 1.0, 124.0, 5.0, 44.0
4457892, FFI16_RS20460, G->T, missense, 0.835814595747, 0.1862, 9, 1, 1, 1, 1, 1, FAIL, 3.0, 105.0, 0.0, 33.0, 0.0, 82.0, 0.0, 0.0, 0.0, 13.0, 0.0, 4.0, 3.0, 49.0, 1.0, 37.0, 3.0, 19.0
4463193, FFI16_RS20490, T->G, missense, 1.14637013934, 0.0671, 9, 1, 1, 1, 1, 1, PASS, 1.0, 159.0, 0.0, 85.0, 0.0, 119.0, 0.0, 80.0, 0.0, 62.0, 3.0, 135.0, 3.0, 137.0, 3.0, 112.0, 4.0, 30.0
4468898, intergenic, C->A, noncoding, 0.149070890436, 0.3947, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 61.0, 2.0, 28.0, 0.0, 48.0, 0.0, 10.0, 2.0, 23.0, 2.0, 11.0, 14.0, 107.0, 5.0, 94.0, 0.0, 34.0
4469291, FFI16_RS20525, G->T, synonymous, -0.149945229214, 0.3922, 9, 1, 1, 1, 1, 1, FAIL, 10.0, 177.0, 9.0, 69.0, 8.0, 72.0, 5.0, 45.0, 3.0, 44.0, 20.0, 85.0, 8.0, 93.0, 9.0, 89.0, 1.0, 39.0
4471642, FFI16_RS20540, T->G, missense, -0.525536429704, 0.3835, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 140.0, 1.0, 55.0, 1.0, 77.0, 0.0, 31.0, 2.0, 51.0, 1.0, 47.0, 3.0, 69.0, 2.0, 44.0, 5.0, 33.0
4477172, FFI16_RS20585, C->A, missense, -0.204330750387, 0.3974, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 133.0, 1.0, 86.0, 0.0, 52.0, 3.0, 44.0, 0.0, 59.0, 1.0, 86.0, 3.0, 90.0, 1.0, 82.0, 3.0, 22.0
4481522, FFI16_RS20610, A->C, noncoding, 0.262103447781, 0.3998, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 138.0, 0.0, 63.0, 0.0, 77.0, 2.0, 33.0, 6.0, 46.0, 0.0, 57.0, 2.0, 86.0, 3.0, 67.0, 0.0, 25.0
