Identifier, Size, 2C1, 2C2, 2C3, 2C4, 2C5
CCNA_02214, 374.3, , , , , 
CCNA_02215, 936.7, , 500:3:0.084507:0.154639, 400:3:0.0680851:0.151079, , 400:3:0.108696:0.16129;400:1:0:0.133333;400:3:0.0869565:0.142857
CCNA_02216, 323.3, , , , , 
CCNA_02217, 320.0, , , , , 
CCNA_02218, 617.3, , , , , 
CCNA_02219, 694.3, , , , , 
CCNA_02220, 1183.3, 100:1:0.0898204:0.193878, , , , 
CCNA_02221, 2057.7, , , , , 
CCNA_02222, 823.3, , , , , 
CCNA_02223, 648.0, , , , , 
CCNA_02224, 704.3, , , , , 
CCNA_02225, 756.3, , , , , 
CCNA_02226, 322.0, , , , , 
CCNA_02227, 706.3, , , , , 
CCNA_02228, 332.3, , , , , 
CCNA_02229, 293.3, , , , , 
CCNA_02230, 810.0, , , , , 
CCNA_02231, 1380.3, , , , , 
CCNA_02232, 1848.0, , , , , 
CCNA_02233, 676.0, , , , , 
CCNA_02234, 298.7, , , , , 
CCNA_02235, 1003.0, , , , , 
CCNA_02236, 683.3, , , , , 
CCNA_02237, 1740.3, , , , , 
CCNA_02238, 259.3, , , , , 
CCNA_02239, 890.0, , , , , 
CCNA_02240, 580.3, , , , , 
CCNA_02241, 448.3, , , , , 
CCNA_02242, 427.3, , , , , 
CCNA_02243, 1108.3, , , , , 
CCNA_02244, 993.0, , , , , 
CCNA_02245, 397.0, 500:3:0.107843:0.198413;600:3:0.0792079:0.183333;700:1:0.0515464:0.145455;500:3:0.09375:0.188119;500:1:0.0315789:0.137255;500:3:0.0869565:0.252632;500:1:0.0549451:0.191489;500:3:0.0879121:0.173913;600:3:0.091954:0.253012;500:1:0.045977:0.172414;500:3:0.114943:0.308642;500:3:0.0813953:0.363636;500:3:0.0813953:0.263889;700:1:0.0705882:0.142857;700:1:0.0617284:0.161765;300:3:0.115385:0.215054;300:3:0.1375:0.411765;700:1:0.037037:0.179104, 400:3:0.153846:0.173913;400:3:0.131579:0.186047;400:3:0.181818:0.181818;600:3:0.1875:0.1875;600:3:0.21875:0.21875;700:3:0.192308:0.192308;700:3:0.173913:0.173913;300:3:0.347826:0.347826;600:3:0.142857:0.142857, 100:3:0.136364:0.192982;300:3:0.223404:0.223404;100:3:0.279412:0.279412;100:3:0.338235:0.338235, , 300:3:0.0625:0.170732;300:3:0.137931:0.222222;300:3:0.08:0.27027;300:3:0.25:0.285714;300:1:0:0.151515;400:1:0.0454545:0.151515;300:1:0.0869565:0.1875;400:1:0:0.125;300:3:0.130435:0.3125;300:3:0.130435:0.30303;300:1:0.16:0.203125;400:1:0:0.178571;300:3:0.125:0.392857;300:1:0.0454545:0.148148;300:1:0.0909091:0.222222;300:3:0.136364:0.244898;300:3:0.235294:0.346154;300:3:0.117647:0.325
CCNA_02246, 723.0, , , , , 
CCNA_02247, 731.3, , , , , 
CCNA_02248, 138.0, , , , , 
CCNA_02249, 398.0, , , , , 
CCNA_02250, 1534.3, , , , , 
CCNA_02251, 647.0, , , , , 
CCNA_02252, 1301.7, , , , , 400:1:0:0.135135
CCNA_02253, 1379.0, , , 200:1:0.0638298:0.176471, , 
CCNA_02254, 979.0, , , , , 
CCNA_02255, 1059.7, 600:1:0.0941176:0.186047, , , , 
CCNA_02256, 1187.3, , , , , 
CCNA_02257, 248.3, , , , , 
CCNA_02258, 540.7, , , 200:1:0.00588235:0.222222, , 
CCNA_02259, 450.3, , , , , 
CCNA_02260, 383.0, , , , , 400:1:0.0555556:0.1875;400:1:0.0322581:0.125
CCNA_02261, 1546.3, , , , , 
CCNA_02262, 2942.7, , , , , 
CCNA_02263, 358.0, , , , , 
CCNA_02264, 476.3, , , , , 
CCNA_02265, 361.3, , , , , 
CCNA_02266, 845.3, , , , , 
CCNA_02267, 557.7, , , , , 
CCNA_02268, 553.3, , 500:1:0.0232558:0.162162;500:1:0:0.15;500:1:0:0.181818, , , 
CCNA_02269, 725.3, 700:1:0:0.12, , , , 
CCNA_02270, 466.0, , , , , 
CCNA_02271, 669.0, , , , , 
CCNA_02272, 216.3, 400:3:0.125874:0.211111, , , , 
CCNA_02273, 293.7, , 500:3:0.111111:0.166667, , , 
CCNA_02274, 375.7, , , , , 
CCNA_02275, 676.0, , , , , 700:3:0.162162:0.162162
CCNA_02277, 1699.0, 500:3:0.128205:0.277778, 500:3:0.210526:0.253165, 400:3:0.025:0.139535;400:3:0.0888889:0.366667;400:3:0.138889:0.189189, 500:1:0.0425532:0.386364, 400:3:0.0714286:0.25
CCNA_02278, 512.7, , , , , 700:3:0.2:0.2
CCNA_02279, 460.3, , , , 300:1:0.0619469:0.176471, 
CCNA_02280, 414.3, , , , , 
CCNA_02281, 1447.0, , 500:3:0.179487:0.179487, , , 
CCNA_02282, 480.3, 700:1:0:0.1875;300:1:0.0612245:0.181818;700:1:0:0.130435;300:3:0.136364:0.225352;100:3:0.2:0.253968, , 400:1:0.0322581:0.197802;400:1:0.0666667:0.156627, 300:3:0.246154:0.246154, 300:3:0.230769:0.3;300:1:0.0769231:0.3
CCNA_02283, 533.0, , , , , 
CCNA_02284, 195.7, , , , , 
CCNA_02285, 457.7, 500:1:0.114286:0.156863, 300:1:0.0625:0.208333;300:1:0:0.16129;400:1:0:0.176471;400:1:0:0.135135, , , 
CCNA_02286, 184.0, 300:3:0.133333:0.260606, 300:3:0.14:0.211538, , , 300:3:0.157895:0.184615;400:1:0.0465116:0.236111
CCNA_02287, 546.3, , , , , 
CCNA_02288, 612.3, , , , , 
CCNA_02289, 239.7, , , , , 
CCNA_02290, 497.7, , , , , 
CCNA_02291, 1006.7, 300:1:0.0387597:0.179487, 300:3:0.0875:0.179487;300:3:0.207792:0.239583;400:1:0.038961:0.147059;400:1:0.0348837:0.147059, , , 400:1:0.0588235:0.276923
CCNA_02292, 531.3, , 700:3:0.166667:0.166667, , , 400:1:0:0.181818
CCNA_02293, 471.7, , , , , 
CCNA_02294, 1062.3, , , , , 
CCNA_02295, 217.3, , , , , 
CCNA_02296, 944.3, , 500:1:0.0588235:0.148148, , , 600:3:0.178571:0.178571
CCNA_02297, 436.0, , , , , 
CCNA_02298, 727.0, 400:3:0.141026:0.223529;300:1:0.027027:0.191781, , , 400:1:0.0138889:0.146341, 
CCNA_02299, 512.7, , , , , 
CCNA_02300, 637.0, , , , , 
CCNA_02301, 453.0, , , , , 
CCNA_02302, 534.0, , , , , 
CCNA_02303, 436.7, , , , , 
CCNA_02304, 761.3, , , , , 
CCNA_02305, 681.0, , , , , 
CCNA_02306, 889.7, , , , , 
CCNA_02307, 710.0, , 700:3:0.162162:0.162162, 400:1:0.037037:0.139535;400:3:0.037037:0.128205;400:3:0.0416667:0.147059;400:3:0.0735294:0.142857;400:3:0.106061:0.193548, 500:3:0.0833333:0.2, 400:3:0.1:0.166667;700:3:0.130435:0.130435;400:1:0.0909091:0.16;400:1:0.047619:0.12;400:3:0.1:0.173913;400:3:0.0952381:0.230769
CCNA_02308, 755.3, , , , , 
CCNA_02309, 341.0, , , , , 
CCNA_02310, 1498.0, , , , , 
CCNA_02311, 321.7, , , , , 
CCNA_02312, 765.0, , , , , 400:1:0:0.181818
CCNA_02313, 789.3, , , , , 
CCNA_02314, 522.7, , , , , 
CCNA_02315, 149.3, , , , , 
CCNA_02316, 377.3, , , , , 
CCNA_02317, 280.0, , , , , 
CCNA_02318, 291.0, , , , , 
CCNA_02319, 483.7, , , , , 
CCNA_02320, 865.3, , , , , 
CCNA_02321, 959.7, , , , , 
CCNA_02322, 337.0, , , , , 
CCNA_02324, 782.7, , , , , 
CCNA_02325, 811.0, , , , , 100:1:0.0833333:0.205128
CCNA_02326, 1016.7, , , , , 
CCNA_02327, 707.7, , , , , 
CCNA_02328, 485.3, , , , , 
CCNA_02329, 1208.0, 500:1:0.0533333:0.128205, , 200:1:0.0402685:0.333333, 700:1:0.0507246:0.163636, 400:1:0.0169492:0.119048;400:1:0:0.148148;400:1:0:0.111111
CCNA_02330, 192.0, , , , , 
CCNA_02331, 602.0, , , , , 
CCNA_02332, 491.0, , , , , 
CCNA_02333, 813.3, 800:3:0.127273:0.127273;300:3:0.216216:0.216216, , 400:3:0.183673:0.183673;100:3:0.223301:0.238095;400:3:0.0961538:0.173611, 500:3:0.104839:0.162162, 700:3:0.136364:0.136364;400:1:0.047619:0.162162;400:1:0.0434783:0.2
CCNA_02334, 310.7, , , , , 
CCNA_02335, 685.7, , , , , 
CCNA_02336, 713.7, 400:3:0.0933333:0.185185;400:3:0.102941:0.272727;400:3:0.104478:0.237288;400:3:0.129032:0.241935;300:3:0.232143:0.34375;400:3:0.125:0.206897;300:3:0.175439:0.25;400:3:0.368421:0.464286;300:3:0.210526:0.243243;500:3:0.206897:0.232143, 300:3:0.196078:0.196078;500:3:0.116279:0.217647;500:3:0.116279:0.189655;300:3:0.219512:0.303571;300:3:0.4:0.473684;300:3:0.157895:0.347826;500:3:0.228571:0.238095;300:3:0.142857:0.173913;300:3:0.210526:0.25;500:1:0.0434783:0.161765;500:3:0.0625:0.235294;500:3:0.129032:0.176471, 400:3:0.169355:0.260417;400:3:0.214953:0.214953, 400:3:0.227273:0.227273;300:3:0.272727:0.272727;300:3:0.238806:0.28, 400:1:0:0.150943;400:3:0.142857:0.153846;300:3:0.227273:0.227273;400:3:0.25:0.254902;400:3:0.263158:0.263158;300:3:0.238095:0.285714;100:3:0.217391:0.48;500:3:0.32:0.32
CCNA_02337, 322.0, , , , , 
CCNA_02338, 506.7, , , , , 
CCNA_02339, 720.3, , 500:1:0.0689655:0.138889;500:1:0.04:0.166667, , , 400:1:0.0344828:0.181818;400:1:0.117647:0.227273
CCNA_02340, 727.0, , , , , 
CCNA_02341, 443.7, , , , , 400:1:0.0277778:0.134615
CCNA_02342, 1042.7, , , , , 
CCNA_02343, 1021.0, , , , , 
CCNA_02344, 635.3, , , , , 
CCNA_02345, 225.0, , , , , 
CCNA_02346, 694.3, , , , , 
CCNA_02347, 1233.0, , , , , 
CCNA_02348, 406.0, , , , , 
CCNA_02349, 770.0, , , , , 
CCNA_02350, 345.7, , , , , 
CCNA_02351, 521.0, , , , , 
CCNA_02352, 1628.7, , , , , 
CCNA_02353, 451.0, , , , , 
CCNA_02354, 523.3, , , , , 
CCNA_02355, 624.7, , , , , 
CCNA_02356, 823.0, 500:1:0.025641:0.150685, , , 500:3:0.0576923:0.133333, 400:1:0.0434783:0.157407;400:3:0.05:0.17
CCNA_02357, 1217.0, , , 200:1:0.0257732:0.115385, , 
CCNA_02358, 431.3, , , , , 
CCNA_02359, 774.3, , , , , 
CCNA_02360, 602.7, , 500:3:0.147059:0.147059, , , 400:3:0.0882353:0.2;400:1:0.0263158:0.15;400:1:0:0.146341
CCNA_02361, 943.3, , , , , 
CCNA_02362, 476.3, , , , , 
CCNA_02363, 343.3, , , , , 
CCNA_02364, 1845.7, , , , , 
CCNA_02365, 1769.3, , 100:1:0.0947368:0.243478;500:1:0.0151515:0.12, , , 
CCNA_02366, 1221.0, 500:3:0.0763359:0.158537, 500:3:0.0277778:0.121951, 400:3:0.0821918:0.151163, 500:1:0.0672269:0.153061;500:1:0.0756303:0.136842;500:3:0.0672269:0.145833, 400:1:0.0638298:0.153846;400:3:0.0714286:0.170213;400:1:0.0689655:0.134615
CCNA_02367, 916.3, , 600:3:0.170732:0.170732;500:1:0.0481928:0.180328;300:3:0.1625:0.241379;500:1:0.0697674:0.191176;500:1:0.0222222:0.142857;500:1:0.021978:0.138462, , , 
CCNA_02368, 1238.7, , , , , 
CCNA_02369, 1452.3, , , , , 
CCNA_02370, 2167.0, , , , , 500:3:0.142857:0.142857
CCNA_02371, 1242.7, , , , , 
CCNA_02372, 108.7, , , , , 
CCNA_02373, 659.0, , , , , 
CCNA_02374, 255.0, , , , , 
CCNA_02375, 191.7, , , , , 
CCNA_02376, 195.3, , , , , 
CCNA_02377, 646.3, 800:3:0.133333:0.133333;600:3:0.177778:0.177778;500:3:0.2:0.2;700:3:0.227273:0.227273;600:3:0.139535:0.139535;600:3:0.214286:0.214286;600:3:0.285714:0.285714;600:3:0.228571:0.228571;500:3:0.272727:0.272727, 500:3:0.138889:0.212121;500:3:0.0555556:0.121212;500:1:0:0.117647;500:3:0.0833333:0.176471;500:3:0.194444:0.21875, 400:3:0.0322581:0.208955;400:3:0.0618557:0.257576;400:3:0.0736842:0.190476;400:3:0.0947368:0.269841;400:3:0.0549451:0.225806;400:3:0.0697674:0.263158;400:3:0.0909091:0.288136;400:3:0.101124:0.305085;400:3:0.0898876:0.293103;400:3:0.0909091:0.298246;600:3:0.0947368:0.192308, 600:1:0.0555556:0.153846;500:3:0.131579:0.137931;500:3:0.179487:0.179487;500:3:0.194444:0.194444;500:3:0.151515:0.151515;500:3:0.16129:0.16129;500:3:0.15625:0.15625;500:3:0.151515:0.166667;500:3:0.212121:0.212121;500:3:0.25:0.25;500:1:0:0.125;600:1:0:0.176471, 400:3:0.137931:0.222222;400:3:0.185185:0.222222;400:3:0.148148:0.25;400:3:0.111111:0.2;400:3:0.185185:0.266667;400:3:0.0740741:0.214286;400:3:0.111111:0.285714;400:3:0.172414:0.285714;400:3:0.137931:0.285714;400:3:0.225806:0.285714
CCNA_02378, 600.7, , , , , 
CCNA_02379, 358.0, , , , , 
CCNA_02380, 367.3, , , , , 
CCNA_02381, 552.0, , , , , 
CCNA_02382, 671.0, , , , , 
CCNA_02383, 710.7, , , , , 300:1:0.0294118:0.205882
CCNA_02384, 1470.7, 500:3:0.0522388:0.138298;500:3:0.0444444:0.131868, 500:3:0.0595238:0.145833;500:3:0.0731707:0.195652;500:3:0.0897436:0.155556;500:3:0.1:0.1875;500:3:0.0853659:0.229167;500:3:0.0833333:0.125;500:3:0.097561:0.142857;500:3:0.097561:0.16;500:3:0.0625:0.134615;500:1:0.0246914:0.117647, 400:3:0.0875576:0.153846, , 400:3:0.0882353:0.151316;500:1:0:0.143836
CCNA_02385, 1140.0, , , , , 
CCNA_02386, 903.0, 300:1:0.0412371:0.157895, , , , 
CCNA_02387, 1091.0, , , , , 
CCNA_02388, 500.3, , , , , 400:1:0.0322581:0.15
CCNA_02389, 1097.7, , , , , 
CCNA_02390, 523.3, , , , , 
CCNA_02391, 681.7, , , , , 
CCNA_02392, 301.7, , , , , 
CCNA_02394, 591.0, , , , , 
CCNA_02395, 347.7, , , , , 
CCNA_02396, 639.7, , , , , 
CCNA_02397, 540.3, , , , , 400:1:0.0555556:0.166667
CCNA_02398, 795.7, , , , , 
CCNA_02399, 614.0, , , , , 400:1:0.0285714:0.125
CCNA_02400, 1017.0, , , , , 
CCNA_02401, 841.7, , , , , 
CCNA_02402, 1254.0, , , , , 
CCNA_02403, 920.3, , , , , 
CCNA_02404, 617.3, , , , , 
CCNA_02405, 698.7, , , , , 
CCNA_02406, 480.0, , , , , 
CCNA_02407, 638.7, , , , , 
CCNA_02408, 950.0, , , , , 
CCNA_02409, 1354.7, , , , , 
CCNA_02410, 975.0, , , , , 
CCNA_02411, 733.0, , , , , 
CCNA_02412, 619.0, , , , , 
CCNA_02413, 912.3, , , , , 
CCNA_02414, 839.0, , , , , 700:3:0.136364:0.136364
CCNA_02415, 410.3, , , , , 
CCNA_02416, 211.3, , , , , 
CCNA_02417, 1016.7, , , , , 
CCNA_02418, 1071.7, , , , , 
CCNA_02419, 545.0, , , , , 
CCNA_02420, 338.3, , , , , 
CCNA_02421, 770.3, , , , , 
CCNA_02422, 608.7, , , , , 
CCNA_02423, 409.0, , , , , 
CCNA_02424, 455.7, , , , , 
CCNA_02425, 139.0, , , , , 
CCNA_02426, 769.3, , , , , 
CCNA_02427, 437.7, , , , , 
CCNA_02428, 264.0, , , , , 
CCNA_02429, 345.0, , , , , 
CCNA_02430, 384.7, , , , , 
CCNA_02431, 997.0, , 700:3:0.125:0.125, , , 100:1:0.0188679:0.169231;700:3:0.157895:0.157895
CCNA_02432, 1182.0, , , , , 
CCNA_02433, 247.3, , , , , 
CCNA_02434, 327.7, , , , , 
CCNA_02435, 1053.3, , , , , 700:3:0.153846:0.153846
CCNA_02436, 424.0, , , , , 
CCNA_02437, 764.7, , , , , 
CCNA_02438, 719.0, , , , , 
CCNA_02439, 959.7, , , , , 
CCNA_02440, 856.3, , , , , 400:1:0.025641:0.142857
CCNA_02441, 218.7, , , , , 
CCNA_02442, 1238.7, , , , , 
CCNA_02443, 710.0, , 500:1:0.0582524:0.134228, , , 400:1:0.0227273:0.136364
CCNA_02444, 828.0, 500:1:0.0594059:0.147541, , , , 
CCNA_02445, 538.3, , , , , 
CCNA_02446, 886.0, , , , , 
CCNA_02447, 590.3, , , , , 
CCNA_02448, 606.3, , , , , 700:3:0.125:0.125
CCNA_02449, 544.0, , , , , 
CCNA_02450, 421.3, , , , , 
CCNA_02451, 504.0, , , , , 
CCNA_02452, 468.3, , , , , 
CCNA_02453, 375.0, 700:1:0.0617284:0.147059;700:1:0.0117647:0.136364, 100:3:0.2:0.257143, , 600:1:0.0674157:0.163265, 300:1:0.133333:0.2;300:1:0:0.16129;100:3:0.125:0.375
CCNA_02454, 2731.3, 500:1:0.0120482:0.125, 300:3:0.108108:0.208333;400:1:0.0810811:0.171429;700:3:0.137931:0.137931, 400:1:0.00769231:0.142857, 600:1:0.0659341:0.157895;600:1:0.010989:0.122807;600:1:0.0111111:0.172414;600:3:0.0731707:0.2;600:1:0.0121951:0.111111;600:1:0.047619:0.224138;500:1:0.0352941:0.12069, 600:3:0.25:0.25;400:1:0.0714286:0.25;400:1:0.0243902:0.185185;400:1:0:0.148148;400:1:0.0263158:0.185185;400:1:0:0.148148
CCNA_02455, 526.7, , , , , 
CCNA_02456, 631.7, , , , , 
CCNA_02457, 859.7, , , , , 
CCNA_02458, 1134.3, , , , , 
CCNA_02459, 1621.0, , , 200:1:0:0.181818, , 
CCNA_02460, 372.3, , , , , 
CCNA_02461, 446.0, , , , , 
CCNA_02462, 321.3, , , , , 
CCNA_02463, 745.7, , , , , 
CCNA_02464, 1087.0, , , , , 
CCNA_02465, 1036.3, , , , , 
CCNA_02466, 776.3, , , , , 
CCNA_02467, 529.0, , , , , 
CCNA_02468, 219.7, , , , , 
CCNA_02469, 439.7, , , , , 
CCNA_02470, 745.0, 500:1:0.0566038:0.150685, , , , 400:1:0:0.115385
CCNA_02471, 908.3, , , , , 400:1:0:0.136364
CCNA_02472, 937.3, , , , , 
CCNA_02473, 2294.0, , 500:1:0.0416667:0.114286, , , 400:1:0.0740741:0.121212
CCNA_02474, 433.0, , , , , 
CCNA_02475, 645.7, , , , , 
CCNA_02476, 847.0, , , , , 
CCNA_02477, 698.3, , , , , 
CCNA_02478, 705.7, , , , , 
CCNA_02479, 829.3, , , , , 400:1:0.105263:0.189189
CCNA_02480, 1120.3, , 600:3:0.25:0.25, , 800:3:0.104167:0.153846, 700:3:0.115385:0.115385
CCNA_02481, 2033.7, , , , , 700:3:0.130435:0.130435;700:3:0.151515:0.151515
CCNA_02482, 743.3, , , , , 400:1:0:0.185185
CCNA_02483, 1143.3, , 500:1:0.0434783:0.125, , , 
CCNA_02484, 686.3, , , , , 
CCNA_02485, 1141.7, , , , , 
CCNA_02486, 755.3, , , , , 400:1:0.0555556:0.206897
CCNA_02487, 925.0, , , 200:1:0.028:0.222222, , 
CCNA_02488, 562.3, , , , , 
CCNA_02489, 495.0, , , , , 
CCNA_02490, 878.0, 500:1:0.0694444:0.26087, , , 600:1:0.0779221:0.166667;600:1:0.0657895:0.208333;600:1:0.0243902:0.135135, 
CCNA_02491, 542.0, , , , , 
CCNA_02492, 483.3, , , , , 
CCNA_02493, 848.7, , , , , 
CCNA_02494, 871.0, , , , , 
CCNA_02495, 923.7, , , , , 
CCNA_02496, 1187.7, , , , , 
CCNA_02497, 1462.7, , 500:3:0.0833333:0.25;500:1:0:0.230769, , , 700:3:0.142857:0.142857;700:3:0.157895:0.157895
CCNA_02498, 585.0, , , , , 
CCNA_02499, 237.0, , , , , 
CCNA_02500, 214.7, , , , , 
CCNA_02501, 1783.3, , , , , 
CCNA_02502, 835.7, , , , , 100:1:0.138889:0.258929
CCNA_02503, 555.0, , , , , 
CCNA_02504, 851.0, , , , , 
CCNA_02505, 707.7, , , , , 
CCNA_02506, 205.3, , , , , 
CCNA_02507, 1131.0, , , , , 
CCNA_02508, 996.3, , , , , 
CCNA_02509, 688.0, , , , , 
CCNA_02510, 576.7, , , , , 
CCNA_02511, 929.3, , , , , 
CCNA_02512, 554.7, , , , , 
CCNA_02513, 1209.7, , , , , 
CCNA_02514, 553.0, , 500:3:0.0697674:0.147541;500:3:0.0348837:0.153846;500:3:0.0714286:0.142857;500:3:0.0595238:0.125;500:3:0.0987654:0.154639;500:3:0.148148:0.16;500:3:0.0617284:0.137255;500:3:0.0487805:0.12, 400:3:0.112994:0.2, 500:3:0.0603448:0.13, 400:1:0.0277778:0.142857;400:3:0.0588235:0.140351;400:3:0.0588235:0.155172
CCNA_02515, 312.0, , , , , 
CCNA_02516, 661.3, , 100:1:0.11828:0.245033, , , 
CCNA_02517, 494.7, , , , , 
CCNA_02518, 1148.3, , , , , 
CCNA_02519, 1098.0, , , , , 
CCNA_02520, 314.3, , , , , 
CCNA_02521, 430.3, , , , , 
CCNA_02522, 440.3, , , , , 
CCNA_02523, 362.3, , 100:3:0.156627:0.265823;300:1:0.08:0.155844, , , 
CCNA_02525, 801.7, , , , , 
CCNA_02526, 943.7, , , , , 
CCNA_02527, 375.0, , , , , 
CCNA_02528, 506.3, , , , , 
CCNA_02529, 785.3, , , , , 
CCNA_02530, 951.0, , , , , 
CCNA_02531, 662.0, 800:3:0.130435:0.130435;700:3:0.12766:0.285714;700:3:0.170213:0.285714;700:3:0.148936:0.285714;500:3:0.125:0.285714;600:3:0.104167:0.285714;500:3:0.108696:0.333333;400:1:0.0851064:0.105263;400:1:0.06:0.176471, 500:1:0:0.147059;500:3:0.222222:0.222222;500:3:0.222222:0.222222;500:3:0.2:0.2;500:3:0.166667:0.166667, 600:3:0.2:0.2;400:3:0.1:0.181818, 600:3:0.0895522:0.214286;800:3:0.107692:0.142857;500:1:0.047619:0.15;600:1:0.0793651:0.285714, 500:3:0.153846:0.192982;500:3:0.173333:0.186441
CCNA_02532, 163.0, 700:1:0.0744681:0.161765, 300:3:0.117647:0.25, , 800:3:0.164706:0.164706, 100:1:0:0.189189
CCNA_02533, 208.0, , , , , 
CCNA_02534, 222.3, , , , , 
CCNA_02535, 2114.0, , , , , 
CCNA_02537, 1800.7, , 500:1:0:0.150943, , , 
CCNA_02538, 841.7, , , , , 
CCNA_02539, 857.3, , , , , 700:3:0.157895:0.157895
CCNA_02540, 1075.0, 100:1:0.0636943:0.178947, , , , 
CCNA_02541, 637.3, , , , , 
CCNA_02542, 370.0, , , , , 
CCNA_02543, 212.0, , , , , 
CCNA_02544, 255.3, , , , , 
CCNA_02545, 1345.7, , , , , 
CCNA_02546, 1013.0, , , , , 
CCNA_02547, 386.7, , , , , 
CCNA_02548, 508.0, , , , , 
CCNA_02549, 658.3, , , , , 
CCNA_02550, 942.7, , , , , 
CCNA_02551, 138.3, , , , , 
CCNA_02552, 280.0, , , , , 
CCNA_02553, 1779.7, , 300:1:0.0731707:0.2;500:1:0.0153846:0.136364;500:1:0:0.136364, , , 700:3:0.130435:0.130435
CCNA_02554, 374.7, , , , , 
CCNA_02555, 382.7, , , , , 
CCNA_02556, 436.3, , 700:3:0.125:0.125;700:3:0.173913:0.173913, , , 
CCNA_02557, 681.0, , 100:3:0.217391:0.217391;300:3:0.11236:0.1875;300:3:0.216495:0.242424;400:1:0.0963855:0.180723, , , 400:1:0:0.142857
CCNA_02558, 1177.0, , , , , 
CCNA_02559, 464.0, 700:3:0.109375:0.333333, , , , 400:1:0:0.166667
CCNA_02560, 470.7, , , , , 
CCNA_02561, 1049.3, , , , 600:1:0.0396825:0.137931, 
CCNA_02562, 1297.7, , , 200:1:0.0444444:0.142857, , 
CCNA_02563, 946.7, , , , , 
CCNA_02564, 937.3, , , , , 700:3:0.136364:0.136364
CCNA_02565, 463.3, , , , , 
CCNA_02566, 2025.3, , , , , 
CCNA_02567, 1979.3, , , , , 400:1:0:0.176471
CCNA_02568, 783.7, , , , , 
CCNA_02569, 569.7, , , , , 
CCNA_02570, 978.7, , , , , 
CCNA_02571, 1204.0, , , 400:3:0.0447761:0.133333, , 
CCNA_02572, 1095.0, , , , , 
CCNA_02573, 551.0, , , , , 
CCNA_02574, 404.7, , , , , 
CCNA_02575, 342.3, , , , , 
CCNA_02576, 684.7, , 400:1:0.025641:0.163636, 200:1:0.00492611:0.142857, , 
CCNA_02577, 231.7, , , , , 
CCNA_02578, 561.0, , 400:1:0.0571429:0.19403;300:1:0.0425532:0.169231;300:1:0.0204082:0.2, , , 400:1:0:0.15
CCNA_02579, 976.0, , , , , 
CCNA_02580, 153.3, , , , , 
CCNA_02581, 473.0, , , , , 
CCNA_02582, 94.0, , , , , 
CCNA_02583, 567.3, , , , , 
CCNA_02586, 1729.3, , 100:3:0.125:0.188406;500:1:0.0192308:0.147059, , , 
CCNA_02587, 1449.0, 300:1:0.0425532:0.1875, , , , 700:3:0.137255:0.137255
CCNA_02588, 797.7, , 100:3:0.178571:0.325301, , , 
CCNA_02589, 231.0, , , , , 
CCNA_02590, 672.3, , , , , 
CCNA_02591, 308.7, , , , , 
CCNA_02592, 336.3, , , , , 
CCNA_02593, 339.0, , , , , 
CCNA_02594, 716.0, , , , , 
CCNA_02595, 358.7, , , , , 
CCNA_02596, 571.0, , , , , 
CCNA_02597, 360.7, , , , , 
CCNA_02598, 222.3, , , , , 
CCNA_02600, 595.3, , , , , 
CCNA_02601, 943.3, , , , , 400:1:0.0243902:0.18
CCNA_02602, 660.7, , , , , 700:3:0.130435:0.130435
CCNA_02603, 1023.3, 800:3:0.148148:0.148148;700:3:0.162162:0.162162;600:3:0.228571:0.228571;600:3:0.0967742:0.15;700:3:0.26087:0.26087;800:3:0.130435:0.130435;800:3:0.217391:0.217391;600:3:0.130435:0.235294;800:3:0.157895:0.157895;600:3:0.470588:0.470588;400:3:0.111111:0.189189;800:3:0.3:0.3;800:3:0.238095:0.238095;600:3:0.5:0.5;600:3:0.210526:0.210526, 600:3:0.142857:0.142857;400:3:0.166667:0.2;500:3:0.25:0.25;500:1:0.0416667:0.263158;300:1:0.0833333:0.176471;300:3:0.391304:0.391304;500:3:0.16:0.2;500:3:0.16:0.235294;600:3:0.47619:0.47619;300:3:0.391304:0.391304, 600:1:0.0731707:0.16;400:3:0.216216:0.216216, 800:3:0.142857:0.142857;600:3:0.181818:0.181818;800:3:0.257143:0.257143;800:3:0.142857:0.142857;500:3:0.111111:0.282609;500:3:0.225806:0.225806;800:3:0.172414:0.172414;500:3:0.37931:0.37931;600:3:0.222222:0.264706, 500:3:0.2:0.2;400:3:0.25:0.25;400:3:0.2:0.25;400:3:0.142857:0.241935;500:3:0.222222:0.234375
CCNA_02604, 403.3, , , , , 400:1:0:0.222222;400:1:0.0169492:0.152174
CCNA_02605, 634.3, , , , , 400:1:0.0344828:0.125
CCNA_02606, 1966.7, , 500:1:0:0.128205, , , 400:1:0.0322581:0.205128
CCNA_02607, 996.0, , , , , 
CCNA_02608, 532.3, , , , , 
CCNA_02609, 664.7, , , , , 
CCNA_02610, 318.7, , , , , 
CCNA_02611, 769.0, , , , , 400:1:0:0.12
CCNA_02612, 2083.0, , , , , 
CCNA_02613, 281.7, , , , , 
CCNA_02614, 849.7, , , , , 
CCNA_02615, 1068.3, , , , , 
CCNA_02616, 844.7, , , , , 400:3:0.05:0.12963
CCNA_02617, 938.0, , , , , 
CCNA_02618, 453.3, , , , , 
