Identifier, Size, 0P1, 0P2, 0P3, 0P4, 0P5
FFI16_RS13485, 516.0, , , , , 
FFI16_RS13490, 843.0, , 200:3:0.877005:0.987013, , , 
FFI16_RS13495, 555.0, , 500:1:0.0462963:0.214286, , 400:3:0.160714:0.185185, 
FFI16_RS13500, 1261.7, , , , , 
FFI16_RS13505, 340.3, , , , , 
FFI16_RS13510, 956.0, , , , , 
FFI16_RS13515, 988.0, , , , , 
FFI16_RS13520, 1759.7, , , , , 
FFI16_RS13525, 176.0, , , , , 
FFI16_RS13530, 637.7, , , , , 
FFI16_RS13535, 355.3, , , , , 
FFI16_RS13540, 447.0, 300:3:0.193548:0.285714;400:3:0.258065:0.258065;800:3:0.16129:0.16129, , , , 
FFI16_RS13545, 567.3, , , , , 
FFI16_RS13550, 318.7, , , , , 
FFI16_RS13555, 792.3, , , , , 
FFI16_RS13560, 419.7, , , , , 
FFI16_RS13565, 648.3, , 300:3:0.114504:0.222222;300:3:0.363636:0.3875, 400:3:0.135593:0.205882;500:1:0.0405405:0.153846, , 300:1:0.0934579:0.195652
FFI16_RS13570, 521.7, , , , , 
FFI16_RS13575, 853.7, , 200:1:0:0.231707, , , 
FFI16_RS13580, 305.7, , , , , 
FFI16_RS13585, 518.0, , , , , 
FFI16_RS13590, 1974.7, , , , , 
FFI16_RS13595, 997.7, , 700:3:0.0747664:0.173913;400:1:0.0344828:0.16;700:1:0.0521739:0.145833, 500:1:0.0508475:0.142857;300:1:0.0483871:0.2;500:1:0.0357143:0.142857;500:1:0.0363636:0.210526;500:1:0.0555556:0.153846, , 300:3:0.23125:0.37931;500:1:0.07:0.172414;600:1:0.029703:0.178571;500:1:0.0857143:0.2
FFI16_RS13600, 938.3, , , 600:1:0.0113636:0.121951, , 
FFI16_RS13605, 1067.3, , , , 600:1:0.047619:0.139535, 
FFI16_RS13610, 1236.3, , , 500:3:0.404762:0.8, , 200:3:0.257732:0.375
FFI16_RS13615, 641.7, , , , , 
FFI16_RS13620, 683.0, , , , , 
FFI16_RS13625, 1288.7, , , , , 
FFI16_RS13630, 776.3, , , , , 
FFI16_RS13635, 1104.3, , 500:1:0.0181818:0.121212, , , 
FFI16_RS13640, 374.7, , , , , 
FFI16_RS13645, 321.3, , , , , 
FFI16_RS13650, 464.0, , , , , 600:3:0.344538:0.411765
FFI16_RS13655, 339.7, , , , , 
FFI16_RS13660, 287.7, , , , , 
FFI16_RS13665, 833.0, 600:3:0.485714:0.662162, 500:1:0.109589:0.178571;500:1:0.0540541:0.148148;500:1:0.0108696:0.16, 300:3:0.212121:0.285714;300:3:0.179487:0.285714, , 100:3:0.32:0.6;700:3:0.111111:0.153846
FFI16_RS13670, 199.3, , , , , 
FFI16_RS13675, 424.0, , , 500:3:0.26:0.448276, , 
FFI16_RS13680, 732.3, , , , , 
FFI16_RS13685, 592.7, 700:3:0.16:0.16, , , 600:1:0.0547945:0.2, 
FFI16_RS13690, 881.7, , , , , 
FFI16_RS13695, 696.0, , , , , 
FFI16_RS13700, 346.7, , , , , 
FFI16_RS13705, 1995.0, , , , 600:1:0.03125:0.4, 300:3:0.216867:0.333333
FFI16_RS13710, 3624.7, 800:3:0.137931:0.137931, , , , 
FFI16_RS13715, 300.7, , , , , 
FFI16_RS13720, 1158.0, , , , , 
FFI16_RS13725, 289.3, , , , , 
FFI16_RS13730, 735.3, , , , 600:1:0.0465116:0.238095, 
FFI16_RS13735, 732.3, , , , 600:1:0.0208333:0.285714, 
FFI16_RS13740, 962.3, , , , , 
FFI16_RS13745, 662.3, , , , 600:1:0.0337079:0.142857, 
FFI16_RS13750, 1155.7, , , 300:1:0.0294118:0.1875, , 
FFI16_RS13755, 421.0, , , 600:1:0.0307692:0.157895, , 600:1:0.0444444:0.227273
FFI16_RS13760, 296.7, , , , , 
FFI16_RS13765, 1711.7, , , , , 
FFI16_RS13770, 875.3, , , , , 
FFI16_RS13775, 465.0, , , , , 
FFI16_RS13780, 314.3, , , , , 
FFI16_RS13785, 276.7, , , , , 
FFI16_RS13790, 257.7, , , , , 
FFI16_RS13795, 260.0, , , , , 
FFI16_RS13800, 1303.3, , , 300:1:0.0217391:0.176471;100:3:0.178571:0.277778;100:3:0.117647:0.176471;300:1:0.0875:0.176471, 600:1:0.0319149:0.166667, 400:3:0.508982:0.57037
FFI16_RS13805, 423.0, , , , , 
FFI16_RS13810, 789.0, 700:1:0.0689655:0.157895;800:3:0.117647:0.117647, , , , 100:3:0.116883:0.258621
FFI16_RS13815, 1250.3, , , , , 
FFI16_RS13820, 811.3, , , , , 
FFI16_RS13825, 879.3, , , , , 
FFI16_RS13830, 793.3, 500:3:0.111111:0.466102, , , , 
FFI16_RS13835, 1570.3, 400:1:0.0731707:0.166667, 400:1:0.0258621:0.136364;300:1:0.0866142:0.277778;500:1:0.0737705:0.2;500:1:0.0245902:0.15;700:3:0.0991736:0.179487, 300:1:0.0666667:0.285714;500:1:0.0677966:0.416667;400:1:0.046875:0.272727;400:3:0.078125:0.454545;300:3:0.145161:0.333333, , 300:1:0.0208333:0.235294;500:1:0.0306122:0.176471
FFI16_RS13840, 648.3, , , , , 
FFI16_RS13845, 609.3, , , , , 
FFI16_RS13850, 779.0, , , 300:1:0.0727273:0.2, 600:3:0.0394737:0.214286, 
FFI16_RS13855, 1472.3, , 500:3:0.454545:0.454545, , , 
FFI16_RS13860, 150.7, , , , , 
FFI16_RS13865, 781.3, , , , , 
FFI16_RS13870, 1010.7, , , , , 
FFI16_RS13880, 2323.0, , , , , 500:1:0.0634921:0.151515;400:1:0.0153846:0.137255;300:3:0.166667:0.304348
FFI16_RS13885, 910.7, 800:3:0.163265:0.163265, , , , 
FFI16_RS13890, 1027.3, , , , , 
FFI16_RS13895, 283.7, , , , 600:1:0.0277778:0.1875, 
FFI16_RS13900, 1149.3, , , , , 
FFI16_RS13905, 896.3, , , , , 
FFI16_RS13910, 775.0, , , , , 
FFI16_RS13915, 609.7, , , , , 
FFI16_RS13920, 1032.0, , , , , 
FFI16_RS13925, 337.3, 800:3:0.139535:0.139535, , , , 
FFI16_RS13930, 606.7, , , 700:3:0.0705882:0.12, 600:1:0.046875:0.2, 
FFI16_RS13935, 865.3, , , , 300:3:0.428571:0.893617, 
FFI16_RS13940, 678.3, , , , , 
FFI16_RS13945, 969.3, , , , , 
FFI16_RS13950, 933.3, , , 700:3:0.139535:0.139535, , 
FFI16_RS13960, 786.3, , , , , 
FFI16_RS13965, 287.0, , , , , 600:1:0.0491803:0.205128
FFI16_RS13970, 1752.3, , , , , 
FFI16_RS13975, 912.7, , , , , 
FFI16_RS13980, 578.0, , , , , 
FFI16_RS13985, 454.7, , , , , 
FFI16_RS13990, 956.0, , 500:1:0.0466321:0.181818;300:1:0.0776699:0.194444, 300:1:0.0789474:0.210526;300:1:0.0117647:0.142857, 400:3:0.478873:0.745455, 
FFI16_RS13995, 621.3, , , 500:3:0.169492:0.6, , 
FFI16_RS14000, 1482.3, , , 600:3:0.0810811:0.136364;600:3:0.121212:0.121212, , 400:3:0.528926:0.701031
FFI16_RS14005, 941.3, , , , , 
FFI16_RS14010, 8498.3, , 700:3:0.0691244:0.141732, 700:3:0.157303:0.157303;300:1:0.0681818:0.157895;300:1:0.0227273:0.130435, 100:3:0.2125:0.666667;100:3:0.135802:0.333333;600:3:0.0813953:0.166667;100:3:0.126437:0.388889;600:1:0.0229885:0.166667;500:3:0.0989011:0.166667;600:1:0.032967:0.166667, 400:3:0.229167:0.229167
FFI16_RS14015, 9752.3, 800:3:0.117647:0.117647;800:3:0.153846:0.153846, 200:3:0.25:0.435897, 300:1:0.0559441:0.16;500:3:0.33871:0.513514;200:3:0.314961:0.35, 600:1:0.016129:0.121212;600:1:0.0483871:0.151515;700:3:0.147059:0.147059;700:3:0.123077:0.123077;600:1:0.0322581:0.166667, 800:3:0.15625:0.15625;400:1:0.0416667:0.173077
FFI16_RS14020, 496.7, , , , , 
FFI16_RS14025, 748.7, , , , , 
FFI16_RS14030, 2848.0, , , , , 300:3:0.469565:0.683544
FFI16_RS14035, 901.7, , , , 600:3:0.0617284:0.15;600:1:0.0294118:0.15, 
FFI16_RS14040, 4552.0, , , , , 
FFI16_RS14045, 240.0, , , , , 
FFI16_RS14050, 525.7, , , , , 
FFI16_RS14055, 288.3, , , , , 
FFI16_RS14060, 630.7, , 200:2:0.941748:0.982143, , , 
FFI16_RS14065, 546.0, , , , , 
FFI16_RS14070, 1803.3, , , , , 
FFI16_RS14075, 148.0, , , , , 
FFI16_RS14080, 2801.7, , , , , 500:3:0.329114:0.717391
FFI16_RS14085, 5645.0, 800:3:0.166667:0.166667;800:3:0.133333:0.133333;800:3:0.122807:0.122807, 700:3:0.24:0.24, 500:1:0.0243902:0.166667;700:3:0.146341:0.190476;300:1:0.0681818:0.166667;600:1:0.0566038:0.130435, 500:1:0.0454545:0.117647;700:3:0.139535:0.139535;300:3:0.155556:0.204545, 
FFI16_RS14090, 5597.0, 800:3:0.14:0.14;800:3:0.15942:0.15942;200:3:0.595238:0.721311, 300:3:0.554217:0.782609, 300:3:0.195122:0.461538, 600:3:0.10101:0.227273;600:3:0.123711:0.181818;600:1:0.0277778:0.227273, 500:1:0:0.121951
FFI16_RS14095, 3769.3, , 500:1:0.0171674:0.181818, , , 500:3:0.489362:0.727273;300:3:0.535484:0.654762
FFI16_RS14100, 5553.3, 800:3:0.129032:0.129032, , , , 200:3:0.216216:0.391304
FFI16_RS14105, 200.0, , , , , 
FFI16_RS14110, 900.7, , , , , 
FFI16_RS14115, 1369.3, , , , , 
FFI16_RS14120, 367.0, , , , , 
FFI16_RS14125, 1411.7, 500:3:0.481481:0.743243, , , , 
FFI16_RS14130, 734.7, , , , , 
FFI16_RS14135, 488.3, , , 600:3:0.116279:0.25;300:1:0.128205:0.181818;300:1:0.102564:0.333333;300:1:0.025641:0.222222, , 200:3:0.151515:0.222222
FFI16_RS14145, 526.3, , , 500:3:0.230769:0.692308, , 
FFI16_RS14150, 281.7, , , , , 
FFI16_RS14155, 357.7, 800:3:0.137931:0.137931, , , , 
FFI16_RS14160, 438.0, , , , , 500:1:0.0437956:0.162791
FFI16_RS14165, 729.0, , , , , 
FFI16_RS14170, 3336.3, , 300:3:0.782609:0.873239, 600:3:0.204082:0.25, , 500:1:0:0.14
FFI16_RS14175, 462.0, , , , , 
FFI16_RS14180, 1814.3, , 700:3:0.0791367:0.308824, , , 
FFI16_RS14185, 363.7, , , , , 
FFI16_RS14190, 1011.3, , , , , 
FFI16_RS14195, 642.3, , , 400:1:0.0277778:0.206897;700:3:0.115942:0.176471, , 400:1:0.0387597:0.195652;400:1:0.0384615:0.2;400:1:0.0447761:0.15873
FFI16_RS14200, 389.0, , , , , 
FFI16_RS14205, 634.7, , , , , 
FFI16_RS14210, 591.0, , , , , 
FFI16_RS14215, 1167.0, , , , , 
FFI16_RS14220, 1503.3, , , , , 
FFI16_RS14225, 1408.3, , 100:3:0.123153:0.309524, 600:1:0.0136986:0.146341, , 100:3:0.0915493:0.230769;300:3:0.112:0.266667
FFI16_RS14230, 812.3, 700:1:0:0.166667, , 200:3:0.117647:0.428571, , 
FFI16_RS14235, 765.3, , , 300:1:0.038961:0.2;600:1:0.012987:0.214286, , 500:1:0.0648148:0.166667
FFI16_RS14240, 1219.3, , , , 300:1:0:0.130435, 
FFI16_RS14245, 318.3, , , , , 300:3:0.27907:0.27907
FFI16_RS14250, 1526.3, , , , 300:3:0.371429:1, 
FFI16_RS14255, 793.0, , , , , 
FFI16_RS14260, 760.7, , , , , 
FFI16_RS14265, 1190.7, , , , , 
FFI16_RS14270, 1119.7, , , , , 
FFI16_RS14275, 1128.7, , 400:3:0.462585:0.588235, , , 
FFI16_RS14280, 590.0, , , , , 
FFI16_RS14285, 1587.0, , , , , 
FFI16_RS14290, 2031.0, , , , , 
FFI16_RS14295, 256.7, , , , , 
FFI16_RS14300, 786.0, 800:3:0.122449:0.122449;800:3:0.166667:0.166667;300:3:0.172414:0.277778, 500:1:0.0153846:0.195122;400:3:0.176471:0.277778;600:1:0.0737705:0.230769;500:1:0.0650407:0.333333;300:3:0.106061:0.1875;400:1:0.0620155:0.285714;700:1:0.0238095:0.153846, 400:3:0.166667:0.25;400:3:0.139535:0.222222, 300:1:0.0606061:0.166667;600:1:0.0645161:0.357143, 400:1:0:0.235294;400:1:0.0229885:0.1875;600:1:0.0215054:0.166667;200:3:0.0707071:0.263158
FFI16_RS14305, 927.0, , , , , 
FFI16_RS14310, 685.7, , , , , 
FFI16_RS14315, 317.3, , , , , 
FFI16_RS14320, 600.0, , , , , 
FFI16_RS14325, 503.0, 800:3:0.131579:0.131579, , , , 
FFI16_RS14330, 542.0, , , , , 
FFI16_RS14335, 756.7, , , , , 
FFI16_RS14340, 295.7, , , , , 
FFI16_RS14350, 1275.3, 800:3:0.155556:0.155556, , , 400:3:0.546875:0.546875, 
FFI16_RS14355, 807.7, , , , , 
FFI16_RS14360, 448.0, , , , , 
FFI16_RS14365, 1223.0, , , , , 
FFI16_RS14370, 716.3, , , , , 
FFI16_RS14375, 808.0, , , , , 
FFI16_RS14380, 674.7, 500:1:0.0322581:0.173913, , 500:1:0.027027:0.4;400:1:0.0208333:0.285714;500:1:0.0408163:0.428571, , 
FFI16_RS14385, 886.3, , , , , 
FFI16_RS14390, 861.3, , , , , 300:3:0.386667:0.386667
FFI16_RS14395, 489.0, , , , , 
FFI16_RS14400, 746.0, , 400:1:0.0714286:0.170213;500:1:0:0.178571;500:1:0.0292398:0.142857, 300:1:0.0571429:0.15, , 300:3:0.102941:0.236842;500:1:0.0289855:0.157895;500:1:0.0434783:0.189189;500:1:0.0814815:0.162162
FFI16_RS14405, 1167.3, , , , 600:3:0.0675676:0.210526, 
FFI16_RS14410, 882.0, 800:3:0.114286:0.114286, , , , 
FFI16_RS14415, 622.0, , , , , 
FFI16_RS14420, 300.7, , , , , 
FFI16_RS14425, 562.0, , , , , 
FFI16_RS14430, 2134.0, , , , , 500:1:0.0123457:0.125
FFI16_RS14435, 1180.0, , 400:3:0.466667:0.647059, , , 
FFI16_RS14440, 1143.7, , , , , 
FFI16_RS14445, 288.7, , , , , 
FFI16_RS14450, 1645.7, , , , , 
FFI16_RS14455, 1879.7, , 300:1:0.0117647:0.142857;400:1:0.015873:0.363636;300:1:0.0923077:0.363636;500:1:0.0289855:0.153846;400:1:0.0447761:0.25;600:1:0.0133333:0.230769;600:3:0.0809524:0.343137, 400:1:0.057971:0.166667, 300:1:0:0.5, 500:1:0.04:0.130435;500:1:0.0408163:0.173913;200:3:0.234742:0.365079
FFI16_RS14460, 1394.0, , , 300:1:0.0526316:0.157895, , 
FFI16_RS14465, 2326.0, , , , , 
FFI16_RS14470, 1064.0, , , , , 
FFI16_RS14475, 451.3, , , , , 
FFI16_RS14480, 557.0, , , , , 300:1:0:0.2;300:1:0:0.3;300:1:0.0625:0.3
FFI16_RS14485, 165.7, , , , , 
FFI16_RS14490, 198.0, , , , , 
FFI16_RS14495, 186.7, , , , , 
FFI16_RS14505, 524.7, 700:3:0.185185:0.185185, , 500:3:0.0666667:0.214286, 600:3:0.0909091:0.166667, 
FFI16_RS14510, 742.3, , , , , 
FFI16_RS14515, 759.7, , , , , 
FFI16_RS14520, 985.7, , , , 600:1:0.0428571:0.125, 
FFI16_RS14525, 605.7, , , , , 
FFI16_RS14530, 525.0, , , , , 
FFI16_RS14535, 334.0, , , , , 
FFI16_RS14540, 274.7, , , , , 
FFI16_RS14545, 526.0, 700:3:0.0652174:0.141026;700:1:0.0666667:0.141026;700:3:0.147059:0.174603;700:1:0.0857143:0.206349, 800:3:0.198113:0.198113, , 600:3:0.0888889:0.625;600:3:0.0888889:0.5;600:3:0.0869565:0.5;600:3:0.0652174:0.75;600:3:0.0652174:0.75;600:3:0.0666667:0.625;600:3:0.117647:0.625;600:3:0.121212:0.875, 
FFI16_RS14550, 259.7, , , , , 
FFI16_RS14555, 297.0, , , , 600:1:0.0285714:0.210526, 300:3:0.179487:0.333333
FFI16_RS14560, 537.0, , , , , 100:3:0.106557:0.235294
FFI16_RS14565, 479.7, , , , , 
FFI16_RS14570, 393.0, , , 300:1:0.0491803:0.15;600:1:0.0645161:0.166667, , 
FFI16_RS14575, 542.7, , , , , 
FFI16_RS14580, 364.3, , , , , 600:3:0.438596:0.6375
FFI16_RS14585, 1319.7, , , , 500:3:0.293103:1, 
FFI16_RS14590, 771.3, , , , , 
FFI16_RS14595, 749.7, , , , , 
FFI16_RS14600, 781.7, 700:3:0.152542:0.152542, , , 600:3:0.0923077:0.188679;600:3:0.0555556:0.150943;600:3:0.0757576:0.169811;600:3:0.125:0.169811;600:3:0.0526316:0.150943, 
FFI16_RS14605, 468.0, , , , , 300:1:0.0106383:0.133333
FFI16_RS14610, 452.0, , 500:1:0.0833333:0.151515, , , 
FFI16_RS14615, 332.0, , , , , 
FFI16_RS14620, 1294.3, , , , , 
FFI16_RS14625, 460.3, , , , , 
FFI16_RS14630, 1165.7, , , , , 
FFI16_RS14635, 1119.7, , , , , 
FFI16_RS14640, 1103.7, 700:3:0.1875:0.1875, 300:1:0:0.204545;300:1:0:0.173913, 300:1:0.0434783:0.190476;300:1:0.0769231:0.2;300:1:0.0384615:0.2;300:1:0.04:0.2, , 500:1:0.0588235:0.151515
FFI16_RS14645, 745.3, , , , , 
FFI16_RS14650, 1067.3, , , , , 
FFI16_RS14655, 335.7, , , , , 
FFI16_RS14660, 518.3, , , , , 
FFI16_RS14665, 903.0, , , , , 
FFI16_RS14670, 788.3, , , , , 
FFI16_RS14675, 1151.7, , , , , 
FFI16_RS14680, 1233.3, 800:3:0.128205:0.128205;700:3:0.125:0.125, , , 600:1:0.0253165:0.133333, 
FFI16_RS14685, 741.7, , , , 700:3:0.137931:0.137931, 
FFI16_RS14690, 878.7, , , , , 
FFI16_RS14695, 443.0, , , , , 
FFI16_RS14700, 380.7, , , , , 
FFI16_RS14710, 865.0, , , , , 
FFI16_RS14715, 759.7, , , , , 
FFI16_RS14720, 283.7, , , , , 
FFI16_RS14725, 847.3, , , , , 
FFI16_RS14730, 424.3, , , , , 
FFI16_RS14735, 320.7, , , , , 
FFI16_RS14740, 372.7, , , , , 
FFI16_RS14745, 508.0, , , , , 
FFI16_RS14750, 441.0, , , , , 
FFI16_RS14755, 407.7, , , , , 
FFI16_RS14760, 662.3, , , , , 
FFI16_RS14765, 1227.0, , 400:1:0.00746269:0.177778, , , 
FFI16_RS14770, 868.7, , , , , 
FFI16_RS14775, 1153.3, , , 300:1:0.0666667:0.25, , 200:3:0.132653:0.234694
FFI16_RS14780, 291.0, , , , , 
FFI16_RS14785, 357.0, 800:3:0.125:0.125, , , , 
FFI16_RS14790, 669.3, , , , , 
FFI16_RS14795, 1220.7, , , , , 100:3:0.514019:0.73494
FFI16_RS14800, 1162.0, , , , , 
FFI16_RS14805, 268.3, , , , , 
FFI16_RS14810, 942.0, , , , , 600:1:0.0291262:0.135135;400:1:0.0526316:0.216216
FFI16_RS14815, 547.0, , , , , 
FFI16_RS14820, 555.0, 700:3:0.142857:0.142857;800:3:0.214286:0.214286, , , , 
FFI16_RS14825, 749.0, , , , , 
FFI16_RS14830, 779.3, , , , , 
FFI16_RS14835, 1317.0, , , , 600:3:0.078125:0.173913, 
FFI16_RS14840, 689.0, , , , , 
FFI16_RS14845, 385.7, , , , , 
FFI16_RS14850, 326.3, , , , , 
FFI16_RS14855, 489.3, , , , , 
FFI16_RS14860, 194.3, 400:1:0.0810811:0.21875, 500:1:0.0138889:0.137931;400:1:0.0416667:0.148148;300:3:0.102362:0.264706, 300:1:0.025:0.2;300:1:0.0769231:0.333333;300:1:0.0512821:0.285714;300:1:0.0188679:0.272727;300:1:0.0588235:0.272727, , 300:1:0.047619:0.208333
FFI16_RS14865, 1165.3, , 300:1:0.0397727:0.212766;500:1:0.0611354:0.2, 200:1:0.030303:0.266667;700:3:0.106061:0.214286, 600:1:0.0384615:0.136364;600:1:0.0235294:0.136364, 100:1:0.0863309:0.230769
FFI16_RS14870, 432.0, , , , , 
FFI16_RS14875, 332.7, , , , , 
FFI16_RS14880, 747.0, , , , , 
FFI16_RS14885, 486.7, , , , , 
FFI16_RS14890, 427.7, , , , , 
FFI16_RS14895, 532.3, , , , , 
FFI16_RS14900, 1192.7, , , 200:1:0.05:0.2, 600:1:0.0519481:0.15, 
FFI16_RS14905, 558.3, , , , , 
FFI16_RS14910, 763.0, , , , , 
FFI16_RS14915, 691.3, , 500:1:0.0540541:0.181818, , , 
FFI16_RS14920, 972.7, , , 300:1:0.02:0.2, , 
FFI16_RS14925, 819.7, 700:3:0.16129:0.16129;800:3:0.125:0.125, , , 600:1:0.0344828:0.195652, 
FFI16_RS14930, 2301.3, , , , 600:1:0.0638298:0.4, 
FFI16_RS14935, 3678.7, 800:3:0.1875:0.1875, , , , 
FFI16_RS14940, 250.7, , , , , 
FFI16_RS14945, 973.7, , , , , 
FFI16_RS14950, 880.3, , , , , 
FFI16_RS14955, 541.7, , , , , 
FFI16_RS14960, 705.0, , , , , 
FFI16_RS14965, 234.0, , , , , 
FFI16_RS14970, 1112.0, , , , , 
FFI16_RS14975, 657.0, , , , , 
FFI16_RS14980, 981.3, , , , , 
FFI16_RS14985, 917.3, , , , , 
FFI16_RS14990, 705.7, , , , , 
FFI16_RS14995, 781.7, , , , , 
FFI16_RS15000, 571.3, , , , , 
FFI16_RS15005, 1182.3, , , , , 
FFI16_RS15010, 825.3, , , , , 
FFI16_RS15015, 1039.0, , , , , 
FFI16_RS15020, 956.0, , 800:3:0.153061:0.230769;500:1:0.0252101:0.266667, 500:3:0.162791:0.25;700:3:0.0933333:0.222222;500:1:0.0588235:0.181818;600:1:0.0588235:0.190476;500:1:0.0571429:0.173913, , 
FFI16_RS15025, 718.7, , , , , 
FFI16_RS15030, 764.7, , , , , 
FFI16_RS15035, 499.7, , , , , 
FFI16_RS15040, 1400.7, , , , , 300:3:0.442708:0.642384
FFI16_RS15045, 531.3, , , , , 
FFI16_RS15050, 783.7, 800:3:0.172414:0.172414;800:3:0.133333:0.133333, 100:3:0.169591:0.238095;300:3:0.568966:0.846154, 300:1:0.0606061:0.1875;500:1:0.0434783:0.151515, , 
FFI16_RS15055, 407.0, , , , , 
FFI16_RS15060, 2114.0, , , , , 
FFI16_RS15065, 1139.7, , 100:3:0.128205:0.266667, 500:3:0.120482:0.183673, , 100:3:0.170588:0.27451;400:3:0.0914286:0.189655
FFI16_RS15070, 809.3, , , , , 
FFI16_RS15075, 633.7, , , , , 
FFI16_RS15080, 413.7, 800:3:0.121212:0.121212;700:3:0.1875:0.2;800:3:0.208333:0.208333, 500:1:0.0416667:0.142857, 700:3:0.15:0.15;300:3:0.25:0.25;300:1:0:0.181818;700:3:0.166667:0.166667;300:1:0.05:0.136364;700:3:0.130435:0.130435, 400:3:0.183333:0.183333;300:1:0:0.138298, 500:1:0.0444444:0.142857;500:1:0.0357143:0.166667;500:1:0:0.153846
FFI16_RS15085, 854.3, 800:3:0.178571:0.178571;800:3:0.178571:0.178571;800:3:0.178571:0.178571, 200:2:0.938967:0.97619, 300:1:0.0487805:0.148148, 600:3:0.0632911:0.12, 700:3:0.09:0.169231
FFI16_RS15090, 643.3, , 300:3:0.108974:0.1875, , , 700:3:0.0847458:0.171429;100:1:0.0692308:0.25;600:1:0.0584416:0.193548
FFI16_RS15095, 822.0, , , , , 
FFI16_RS15100, 419.0, , , , , 
FFI16_RS15105, 581.7, , , 300:1:0:0.157895, , 
FFI16_RS15110, 727.0, , , , , 
FFI16_RS15115, 829.7, , , , , 
FFI16_RS15120, 1091.7, 800:3:0.114286:0.114286, , 700:3:0.129032:0.129032, , 
FFI16_RS15125, 810.7, , , , , 400:1:0.0650407:0.153846;100:3:0.121495:0.25
FFI16_RS15130, 1109.7, , , , , 300:3:0.286957:0.346154
FFI16_RS15135, 697.7, , , , , 
FFI16_RS15140, 731.7, , 600:3:0.333333:0.527273, , , 300:3:0.358491:0.649123
FFI16_RS15145, 827.0, , , , , 
FFI16_RS15150, 750.3, , , , , 
FFI16_RS15155, 1138.0, , , , , 
FFI16_RS15160, 679.7, 500:3:0.111111:0.191489, , 500:1:0.0888889:0.157895;500:3:0.102564:0.266667, 400:3:0.0980392:0.235294, 200:3:0.169643:0.5;400:1:0.0603448:0.157895
FFI16_RS15165, 633.3, , , , , 
FFI16_RS15170, 766.7, , 400:1:0.0217391:0.136842, , , 
FFI16_RS15175, 719.0, , , , , 
FFI16_RS15180, 270.3, , , , , 
FFI16_RS15185, 271.3, , , , , 
FFI16_RS15200, 285.3, , , , , 400:3:0.395833:0.670732
FFI16_RS15205, 291.7, , , , , 
FFI16_RS15210, 974.3, , , , , 
FFI16_RS15215, 362.0, , , , , 
FFI16_RS15220, 823.0, , 600:3:0.0238095:0.311111, , , 
FFI16_RS15225, 593.0, , , , , 
FFI16_RS15235, 882.3, , , , , 
FFI16_RS15240, 400.3, , , , , 
FFI16_RS15245, 1404.0, , , , , 
FFI16_RS15250, 214.0, , , , , 
FFI16_RS15255, 613.0, , , , , 
FFI16_RS15260, 659.7, 800:3:0.25:0.25;800:3:0.238095:0.238095;700:3:0.190476:0.190476;800:3:0.142857:0.142857, , , , 
FFI16_RS15265, 845.0, , , , , 
FFI16_RS15270, 927.0, , , , , 
FFI16_RS15275, 1490.0, , , , , 300:3:0.219178:0.291667
FFI16_RS15280, 702.3, , , , , 
FFI16_RS15285, 408.7, , , , , 
FFI16_RS15290, 144.3, 300:3:0.0925926:0.25;700:1:0.0701754:0.25, 600:1:0.034188:0.222222;400:1:0.031746:0.555556;600:1:0.0234375:0.333333;300:1:0.072:0.32;600:1:0.0322581:0.230769;300:3:0.104839:0.208333, 300:3:0.12766:0.4;500:1:0.0652174:0.4, 600:3:0.163934:0.25;400:3:0.16129:0.875;600:1:0.030303:0.5, 
FFI16_RS15295, 1710.0, , , 700:3:0.142857:0.142857, 600:1:0:0.2, 
FFI16_RS15300, 576.7, , , , , 
FFI16_RS15305, 537.0, 700:3:0.0714286:0.133333, 700:1:0.0171429:0.114754;700:3:0.0778443:0.169231, , , 
FFI16_RS15310, 330.3, , , , , 
FFI16_RS15315, 671.3, , , , , 
FFI16_RS15320, 452.7, , , , , 
FFI16_RS15325, 1672.3, , 300:3:0.0961538:0.214286;300:1:0.0571429:0.230769;400:3:0.225352:0.4, , , 300:3:0.147541:0.333333
FFI16_RS15330, 1030.0, , , , , 
FFI16_RS15335, 330.3, , , , 300:3:0.461538:0.878788, 
FFI16_RS15340, 808.0, , , , , 
FFI16_RS15345, 871.0, , , 600:3:0.138889:0.157895, , 
FFI16_RS15350, 483.3, 100:3:0.125:0.3;100:3:0.12766:0.293478, 300:3:0.121951:0.266667;300:1:0.0534351:0.20339, 300:3:0.101695:0.222222;100:3:0.101695:0.363636, , 100:3:0.0916031:0.242424
FFI16_RS15355, 701.3, , , , , 
FFI16_RS15360, 666.0, , , , , 
FFI16_RS15365, 787.7, , , , , 
FFI16_RS15370, 171.0, , , , , 
FFI16_RS15375, 236.0, , , , , 
FFI16_RS15380, 349.7, , , , , 
FFI16_RS15385, 761.0, , , , , 
FFI16_RS15390, 789.3, , 300:3:0.385965:0.434783, , , 
FFI16_RS15395, 790.0, , , , , 
FFI16_RS15400, 331.3, , 300:3:0.424528:0.424528, , , 
FFI16_RS15405, 845.3, , , 300:1:0.1:0.25;400:1:0.0877193:0.2;400:3:0.108696:0.25;400:1:0.0652174:0.166667;300:1:0.0714286:0.333333;400:1:0.0232558:0.173077, , 200:3:0.0894309:0.192982;100:1:0.0721649:0.282051
FFI16_RS15410, 756.0, , 400:3:0.039548:0.288889, , , 
FFI16_RS15415, 487.7, , , , , 
