Identifier, Size, 1D1, 1D2, 1D3, 1D4, 1D5
DR_0928, 757.7, , , , , 
DR_0929, 272.0, , , , , 
DR_0930, 725.0, , , , , 
DR_0931, 572.3, , , , , 
DR_0932, 794.0, , , , 400:2:0.993377:0.993377, 
DR_0933, 1509.0, , , , , 300:1:0.00719424:0.15
DR_0934, 602.7, , , , , 
DR_0935, 776.3, , , , , 
DR_0936, 854.7, , , , , 
DR_0937, 1409.0, , , 200:3:0.188406:0.188406;200:3:0.333333:0.439394;200:3:0.490909:0.490909, 700:3:0.111111:0.272727;400:3:0.442211:0.442211;400:3:0.427861:0.427861, 
DR_0938, 840.7, , , 300:1:0.075:0.166667;200:3:0.114286:0.6, , 
DR_0939, 516.0, , , , , 
DR_0940, 468.7, 600:3:0.245714:0.707763, , , , 
DR_0941, 1074.0, 400:1:0.00374532:0.464052, , , , 300:1:0.0740741:0.192308
DR_0942, 592.3, , , , , 
DR_0943, 245.0, , , , , 
DR_0944, 323.3, , , , , 
DR_0945, 443.0, , 300:3:0.0833333:0.244444;300:3:0.123457:0.318182, , , 100:3:0.104167:0.105769;400:3:0.0994475:0.118812
DR_0946, 756.0, , , , , 
DR_0947, 357.3, , , , , 
DR_0948, 373.3, , , , , 
DR_0949, 442.0, , 400:1:0.0357143:0.130435;400:1:0.0232558:0.111111;400:1:0.0681818:0.121212, , , 
DR_0950, 961.0, , , , , 
DR_0951, 680.7, , , , , 
DR_0952, 1407.7, , , , , 
DR_0953, 287.7, , , , , 
DR_0954, 367.7, , , , , 
DR_0955, 273.0, , , , , 
DR_0956, 656.3, , , , , 600:1:0.0419162:0.147059
DR_0957, 1182.7, , , , , 
DR_0958, 737.3, , , , , 
DR_0959, 863.7, , , , , 
DR_0960, 870.7, , , , , 
DR_0961, 573.7, , 300:3:0.206897:0.206897, , , 
DR_0962, 616.0, , , 400:1:0:0.171875, , 
DR_0963, 888.3, , , , , 
DR_0964, 1218.7, , , , , 
DR_0965, 1271.3, , , , , 400:3:0.113636:0.166667
DR_0966, 2923.3, , , , , 
DR_0967, 513.3, , , , , 
DR_0968, 658.3, , , , , 
DR_0969, 1063.3, , , , , 
DR_0970, 713.3, , , , , 
DR_0971, 670.3, , , , , 
DR_0972, 615.3, , , , , 
DR_0973, 339.0, , , , , 
DR_0974, 431.7, , , , , 
DR_0975, 378.7, , , , , 
DR_0976, 928.0, , , , , 
DR_0977, 1221.3, , , , , 
DR_0978, 897.7, , , , , 
DR_0979, 376.3, , , , , 
DR_0980, 899.7, , , , , 
DR_0981, 821.7, , , , , 
DR_0982, 485.3, , 400:1:0.0194175:0.142857, , , 
DR_0983, 904.0, , , 400:1:0:0.157895, 400:1:0.0481928:0.2, 
DR_0984, 405.7, , , 500:1:0:0.136364, , 
DR_0985, 814.3, , , , , 
DR_0986, 1609.3, , , 800:3:0.2:0.2, , 
DR_0987, 586.3, , , , , 
DR_0988, 462.7, , , , , 
DR_0989, 491.0, , , , , 
DR_0990, 472.3, , 400:3:0.108108:0.205882;400:1:0:0.129032;300:3:0.28:0.28, 800:3:0.121212:0.121212, , 300:1:0.025:0.25
DR_0991, 963.7, , , , , 
DR_0992, 985.0, , , , , 
DR_0993, 253.3, , , , , 
DR_0994, 242.3, , , , , 
DR_0995, 319.3, , , , , 
DR_0996, 176.3, , , , , 
DR_0997, 684.7, , , , , 
DR_0998, 779.7, , , 400:1:0.0657895:0.2, , 
DR_0999, 500.0, , , , , 
DR_1000, 444.0, , , , , 
DR_1001, 889.3, , , , , 
DR_1002, 371.7, , , , , 
DR_1003, 534.7, , , , , 
DR_1004, 233.3, , , , , 
DR_1005, 246.0, , , , , 
DR_1006, 921.0, , , , 600:1:0.0393258:0.142857, 
DR_1007, 382.7, , , , , 
DR_1008, 660.7, , , , , 
DR_1009, 957.7, , 100:3:0.164179:0.268293, , , 
DR_1010, 429.0, , , 400:3:0.108696:0.238095, , 
DR_1011, 768.0, , , , , 
DR_1012, 709.7, , , , , 
DR_1013, 551.0, , , , , 
DR_1014, 373.0, , , , , 
DR_1015, 710.7, , , , , 
DR_1016, 954.7, , , , , 
DR_1017, 679.0, , , , , 
DR_1018, 986.7, , , , , 
DR_1019, 1271.7, , , , , 
DR_1020, 1551.0, , , 500:1:0.0571429:0.137255;400:1:0.0169492:0.163265, , 
DR_1021, 431.0, , , , , 
DR_1022, 837.0, , , , , 
DR_1023, 316.3, , , , , 
DR_1024, 379.0, , , , , 
DR_1025, 361.3, , , , , 
DR_1026, 1116.7, , , , , 
DR_1027_1, 196.0, , , , , 
DR_1027_2, 408.3, , , , , 
DR_1028, 528.7, , , , , 
DR_1029m_1, 253.3, , , , , 
DR_1029m_2, 169.0, , , , , 
DR_1030, 871.7, , , , , 
DR_1031, 827.7, , , , , 
DR_1032, 591.3, , , , , 
DR_1033, 321.3, , , , , 
DR_1034, 571.7, , , , , 
DR_1035, 627.0, , , 300:3:0.197368:0.197368, , 
DR_1036, 1048.7, , , , , 400:3:0.0487805:0.16;500:1:0.0120482:0.138614;500:1:0.0588235:0.203704;400:3:0.0701754:0.175926;500:1:0.00649351:0.137255;400:3:0.0649351:0.148515;400:3:0.0928571:0.2
DR_1037, 859.7, , , , , 
DR_1038, 996.3, , , 500:3:0.121951:0.255319, , 
DR_1039, 630.3, , , 500:1:0.025641:0.122807, , 
DR_1040, 427.3, , , , , 
DR_1041, 799.3, 200:1:0.0625:0.204301, , , , 
DR_1042, 386.7, , , , , 
DR_1043, 226.3, , 800:3:0.151515:0.151515, 800:3:0.188679:0.188679, , 
DR_1044, 537.7, , , , , 
DR_1045, 281.3, , , , , 
DR_1046, 2081.0, , , , , 
DR_1047, 389.0, , , , , 
DR_1048, 454.3, , , , , 
DR_1049, 381.0, , , , , 
DR_1050, 337.7, , , , , 
DR_1051, 453.0, , , , , 
DR_1052, 508.0, , , , , 
DR_1053, 589.7, , , , , 
DR_1054, 266.7, , , , , 
DR_1055, 1086.3, , , , , 
DR_1056, 1002.7, , , , , 
DR_1057, 752.7, , , , , 
DR_1058, 744.7, , , , , 
DR_1059, 454.7, , , , , 
DR_1060, 743.3, , , , , 
DR_1061, 838.0, , , , , 
DR_1062, 920.0, , , 100:3:0.125:0.227848, , 
DR_1063, 739.7, , , , , 
DR_1064, 565.3, , , , , 
DR_1065, 522.7, , , , , 
DR_1066, 243.0, , , , , 
DR_1067, 269.3, , , , , 
DR_1068, 671.3, , , , , 
DR_1069, 408.3, , , , , 
DR_1070, 447.3, , , 300:1:0:0.20915, , 
DR_1071, 261.0, , , , , 
DR_1072, 973.3, , , , , 
DR_1073, 269.3, , , , , 
DR_1074, 539.7, , , , , 
DR_1075, 962.3, , , 100:3:0.231707:0.285714;300:3:0.101266:0.179104;200:3:0.253165:0.253165;400:3:0.202532:0.202532;400:3:0.164384:0.164384;400:3:0.217949:0.231884, , 300:3:0.0753769:0.181818
DR_1076, 866.7, , , , , 
DR_1077, 872.0, , , , 100:1:0.0569106:0.19697, 
DR_1078, 671.3, , , , , 
DR_1079, 248.3, , , , , 
DR_1080, 548.3, , 700:1:0.0632911:0.157895, , , 
DR_1081, 617.7, , , , , 
DR_1082, 542.7, , , , , 
DR_1083, 605.7, , , , , 
DR_1084, 1604.7, , , , , 
DR_1085, 555.0, , 800:3:0.0740741:0.130435, , , 
DR_1086, 804.3, , , 200:3:0.166667:0.211055, , 
DR_1087, 730.7, , , 100:3:0.205882:0.205882, , 
DR_1088, 642.3, , , , , 400:1:0.0294118:0.153846
DR_1089, 887.0, , 400:1:0.05:0.142857;400:2:1:1;300:3:0.117647:0.25;400:1:0.0175439:0.115385, 800:3:0.137931:0.137931;800:3:0.151515:0.151515;800:3:0.169231:0.169231, 400:3:0.165644:0.25;600:3:0.130435:0.181818, 
DR_1090, 846.7, , , , , 
DR_1091, 429.7, , , , , 
DR_1092, 367.3, , , , , 
DR_1093, 856.3, , , 100:3:0.122807:0.5;200:1:0.1:0.375;800:3:0.1:0.153846, , 
DR_1094, 317.7, , , , , 
DR_1095, 208.7, , , , , 
DR_1096, 1113.0, , , , , 
DR_1097, 569.3, , , , , 
DR_1098, 750.7, , , , 700:1:0.0566802:0.25, 
DR_1099, 440.3, , , , 400:1:0:0.123077, 
DR_1100, 718.0, , , , , 
DR_1101, 573.0, , , , , 
DR_1102, 765.7, , , , , 
DR_1103, 1704.3, , , , , 
DR_1104, 321.7, , , , , 
DR_1105, 1193.7, , , , , 
DR_1106, 949.3, , 400:1:0.0309278:0.181818, , , 
DR_1107, 494.3, , , , , 
DR_1108, 343.3, , , , , 
DR_1109, 702.7, 700:1:0.0473684:0.227273, , , , 
DR_1110, 508.7, , , , , 
DR_1111, 362.7, , , , , 
DR_1112, 338.7, , , , , 
DR_1113, 335.7, , , , , 
DR_1114, 464.3, , , , , 
DR_1115, 1008.0, , , , , 
DR_1116, 844.7, , , , , 
DR_1117, 1773.3, , 600:3:0.174603:0.174603;400:3:0.190476:0.190476;400:3:0.166667:0.166667;600:3:0.213115:0.213115, 400:1:0:0.170213;400:1:0:0.17;400:1:0:0.148936;400:1:0:0.141509;400:1:0.0447761:0.198113;400:1:0.0147059:0.141509;400:1:0:0.135922, 400:3:0.146341:0.203125;400:3:0.0916667:0.15873, 400:3:0.134146:0.191489;400:3:0.168605:0.168605
DR_1118, 852.3, , , , , 
DR_1119, 622.3, , 400:1:0.0126582:0.125, , , 
DR_1120, 870.3, , , , , 
DR_1121, 284.7, , , , , 
DR_1122, 878.3, , , , , 
DR_1123, 1049.7, , , , , 
DR_1124, 1044.0, , , , , 
DR_1125, 341.7, , , , , 
DR_1126, 1603.3, , , , , 
DR_1127, 865.3, , , , , 
DR_1128, 540.7, , , , , 
DR_1129, 478.0, , , , , 
DR_1130, 1038.7, , 800:3:0.166667:0.166667, , , 
DR_1131, 805.0, , , , , 
DR_1132, 1454.0, , , , , 
DR_1133, 953.3, , , , , 
DR_1134, 250.3, , , , , 
DR_1135, 594.0, , , , , 
DR_1136, 363.3, , , , , 
DR_1137, 809.7, , , 800:3:0.136364:0.136364, , 
DR_1138, 641.3, , 400:1:0.0166667:0.117647, , , 
DR_1139, 295.7, , , , , 600:1:0.0106762:0.157895
DR_1140, 334.0, , , , , 
DR_1141, 1128.3, , , , , 
DR_1142, 1079.0, , , , , 
DR_1143, 571.3, 400:3:0.0786517:0.4;400:3:0.106557:0.2, 300:3:0.179487:0.25;800:3:0.148148:0.272727;800:3:0.142857:0.230769;800:3:0.0819672:0.166667;600:1:0.0508475:0.153846, 300:1:0.0434783:0.266667;400:1:0.0416667:0.25;300:1:0:0.294118;400:1:0:0.153846;400:1:0.05:0.222222, 400:3:0.1875:0.25;400:1:0.05:0.212121, 400:3:0.195652:0.4;400:1:0.060241:0.184211
DR_1144, 566.3, , , , , 
DR_1145, 1483.3, , 300:1:0.0512821:0.185567;300:3:0.102564:0.237113;300:3:0.146341:0.22549, 100:3:0.121212:0.3125, , 500:1:0.045045:0.211268;400:3:0.0934579:0.238806;400:3:0.165138:0.227273;500:3:0.132075:0.201389;400:3:0.12037:0.230769
DR_1146, 472.7, , , , , 
DR_1147, 771.0, , , , , 
DR_1148, 468.0, , , , , 
DR_1149, 849.7, , , , , 
DR_1150, 1256.0, , , , , 
DR_1151, 750.0, , , , , 
DR_1152, 666.0, , , , , 
DR_1153, 1008.3, , , , , 
DR_1154, 919.3, , , , , 
DR_1155, 1079.3, 700:1:0.0629371:0.15, , , , 
DR_1156, 691.7, , , , , 
DR_1157, 843.0, , , , , 
DR_1158, 524.7, , , , , 
DR_1159, 490.7, , , , , 
DR_1160, 694.7, , , , , 
DR_1161, 263.3, , , , , 
DR_1162, 422.0, 500:3:0.0886076:0.212766;700:3:0.133333:0.133333;400:3:0.103896:0.191919;400:1:0.0512821:0.18;400:3:0.0789474:0.2, 700:3:0.214286:0.214286;400:3:0.2:0.342857;400:3:0.0869565:0.151515;400:3:0.106383:0.181818;400:1:0.0196078:0.125;400:3:0.0754717:0.162791, 400:1:0:0.289855;400:1:0.0263158:0.166667;400:1:0:0.202703;500:1:0.0217391:0.186667;400:1:0:0.194805;500:1:0:0.118421, 700:3:0.151899:0.174757;700:1:0.012987:0.134615;400:3:0.1875:0.1875;400:3:0.111111:0.186047, 400:3:0.154639:0.154639
DR_1163, 783.7, , , , , 
DR_1164, 665.7, , 400:1:0.0285714:0.142857, , , 
DR_1165, 361.0, , , , , 
DR_1166, 478.0, , , , , 
DR_1167, 478.7, , , , , 
DR_1168, 599.0, , , , , 
DR_1169, 842.0, , , , , 
DR_1170, 579.7, , , , , 
DR_1171, 863.0, , , , , 
DR_1172, 753.3, , 600:3:0.16129:0.16129;600:3:0.177419:0.177419;800:3:0.145161:0.145161, 400:3:0.0983607:0.16;400:3:0.0819672:0.159091;400:3:0.15873:0.15873;400:3:0.0983607:0.170732;400:3:0.166667:0.166667;400:3:0.0869565:0.195489;500:1:0.0666667:0.138298;400:3:0.152174:0.152174, 400:1:0.0632911:0.152174;400:3:0.141791:0.194805, 400:3:0.115646:0.2
DR_1173, 712.3, , , , , 
DR_1174, 2556.0, , , , , 
DR_1175, 938.3, , , , , 
DR_1176, 297.0, , , , , 
DR_1177, 358.7, , , , , 
DR_1178, 610.3, , , , , 
DR_1179, 1274.3, , , , , 
DR_1180, 377.0, , , , , 
DR_1181, 424.3, , , , , 
DR_1182, 427.0, , , , , 
DR_1183, 553.7, , 400:1:0.0208333:0.136364, 400:1:0:0.125;500:1:0:0.178571, , 
DR_1184, 420.7, , , , , 
DR_1185, 827.7, , , , , 
DR_1186, 180.3, , , , , 
DR_1187, 663.3, , , , , 
DR_1188, 1081.7, 400:3:0.132075:0.282609;700:3:0.178571:0.178571;600:3:0.137931:0.171429, 400:1:0:0.222222;700:3:0.285714:0.285714;800:3:0.130435:0.130435;800:3:0.2:0.2, 400:3:0.166667:0.21875;400:3:0.210526:0.210526;400:3:0.222222:0.222222;400:3:0.125:0.142857;800:3:0.130435:0.130435, 400:1:0.128205:0.166667;500:1:0.0769231:0.2;700:3:0.12:0.166667, 400:3:0.190476:0.190476;400:1:0.0140845:0.157895;400:1:0.0652174:0.214286
DR_1189, 1338.0, , , , , 
DR_1190, 494.0, , , , , 
DR_1191, 1048.0, , , 300:3:0.181818:0.181818, , 
DR_1192, 876.7, , , , , 
DR_1193, 535.7, , , , , 
DR_1194, 400.7, , , , , 
DR_1195, 675.7, , , , , 
DR_1196, 664.3, , , , , 
DR_1197, 208.0, , 800:3:0.217391:0.217391, 100:3:0.420455:0.420455;800:3:0.136364:0.136364, 100:3:0.252747:0.252747, 
DR_1198, 1466.0, , , , , 
DR_1199, 542.0, , , , , 
DR_1200, 759.0, , , , , 
DR_1201, 2179.3, , , , , 
DR_1202, 620.3, , , , , 
DR_1203, 579.3, , 200:3:0.197531:0.231884, 100:3:0.25:0.25, , 400:3:0.151376:0.224
DR_1204, 358.0, , , , , 
DR_1205, 592.7, , , , , 
DR_1206, 430.3, , , , , 
DR_1207, 1266.0, , , , , 600:1:0.022508:0.148148
DR_1208, 360.7, , 300:3:0.205607:0.205607, , , 
DR_1209, 352.7, , 100:3:0.145455:0.322785;600:3:0.163636:0.194969, 100:3:0.202532:0.276382, 100:3:0.203252:0.333333, 
DR_1210, 504.3, , , , , 
DR_1211, 441.3, , , , , 
DR_1212, 466.7, , , , , 
DR_1213, 775.3, 400:1:0:0.15, , , , 
DR_1214, 700.0, , , , , 
DR_1215, 734.3, , 400:1:0.0166667:0.142857, , , 
DR_1216, 454.0, , , , , 
DR_1217, 558.0, , , , , 
DR_1218, 252.3, , , , , 
DR_1219, 1630.0, 400:1:0.0175439:0.142857, 400:1:0.0377358:0.1875;400:1:0:0.108108, , , 
DR_1220, 225.0, , , , , 
DR_1221, 626.7, , , , , 
DR_1222, 499.3, , , , , 
DR_1223, 948.0, , , 400:1:0:0.166667;400:1:0.04:0.185185, , 
DR_1224, 403.7, , , , , 
DR_1225, 905.3, , , , , 
DR_1226, 782.3, , , , , 
DR_1227, 1115.0, , , , 500:3:0.183246:0.333333, 
DR_1228, 324.0, , , , , 
DR_1229, 741.7, 500:3:0.157143:0.157143;800:3:0.153846:0.153846, 800:3:0.151515:0.151515, , 400:2:0.990698:0.990698, 
DR_1230, 565.7, 400:1:0.00909091:0.192308;400:1:0.0140187:0.137931, 400:1:0.032967:0.121212, , , 
DR_1231, 1835.7, , , 400:3:0.125:0.176471;500:3:0.0612245:0.117647, , 
DR_1232, 345.3, , , , , 
DR_1233, 419.3, , , , , 
DR_1234, 656.0, , , , , 
DR_1235, 1316.0, , , , , 
DR_1236, 730.3, , , , , 
DR_1237, 837.0, , , , 400:2:1:1, 
DR_1238, 955.7, , , , , 300:3:0.095:0.416667
DR_1239, 421.3, , 400:1:0.0363636:0.137931;400:1:0.0172414:0.137931, 400:1:0:0.126582, , 
DR_1240, 710.3, , , , , 
DR_1241, 263.0, , , , , 
DR_1242, 421.7, , , , , 
DR_1243, 719.3, , , , , 
DR_1244, 655.3, , 400:1:0:0.115385, , , 
DR_1245, 488.7, , , , , 
DR_1246, 875.7, , , , , 
DR_1247, 974.7, , , , , 
DR_1248, 685.3, , , , , 
DR_1249, 522.7, , , , , 
DR_1250, 629.0, , , , , 
DR_1251, 421.7, , , , , 
DR_1252, 1010.7, , , , , 
DR_1253, 439.3, , , , , 
DR_1254, 298.3, , , , , 
DR_1255, 985.7, , , , , 
DR_1256, 227.7, , , , , 
DR_1257, 896.3, , , , , 
DR_1258, 2120.3, , , 400:1:0.0135135:0.137931;400:1:0.0454545:0.157895, , 
DR_1259, 1259.0, , , , , 
DR_1260, 636.7, 300:3:0.157895:0.259259, 300:3:0.193548:0.201754, 400:3:0.176471:0.204545;400:1:0.0666667:0.216216;500:1:0:0.119048;400:1:0:0.14, 500:1:0.0952381:0.169811, 
DR_1261, 288.0, , , , , 
DR_1262, 1279.3, , , , , 
DR_1263, 620.3, , , , , 
DR_1264, 418.7, , , , , 
DR_1265, 698.3, , 400:1:0.0263158:0.130435;400:1:0.0291971:0.1875, , , 
DR_1266, 1265.3, , , , , 
DR_1267, 462.3, , , , , 
DR_1268, 376.0, , , , , 
DR_1269, 341.0, , , , , 
DR_1270_1, 564.7, , , , , 
DR_1270_2, 582.0, , , , , 
DR_1271, 692.3, , , , , 
DR_1272, 217.3, , , , , 
DR_1273, 945.0, , , , , 
DR_1274, 537.7, , 400:1:0.0422535:0.166667, 800:3:0.181818:0.181818, , 
DR_1275, 243.0, , , , , 
DR_1276, 1034.7, , , , , 
DR_1277, 817.7, , , , , 
DR_1278, 832.0, , , , , 
DR_1279, 598.0, , , , , 
DR_1280, 265.3, , , , , 
DR_1281, 595.7, , , , , 
DR_1282, 506.7, , , , , 
DR_1283, 1847.7, , , , , 
DR_1284, 420.7, , , , , 
DR_1285, 555.0, , , 300:3:0.140351:0.210526, , 
DR_1286, 210.7, , , , , 
DR_1287, 470.7, , , , , 
DR_1288, 201.3, , , , , 
DR_1289, 1937.7, , , , , 
DR_1290, 1300.7, , , , , 
DR_1291, 1280.0, , , , , 
DR_1292, 594.7, , , , , 
DR_1293, 635.0, , , , , 
DR_1294, 295.0, , , , , 
DR_1295, 699.0, , , , , 
DR_1296, 720.0, , , , , 
DR_1297, 763.0, , , , , 
DR_1298, 1290.3, , , , , 
DR_1299, 161.0, , , , , 
DR_1300, 510.0, , , , , 
DR_1301, 620.0, 300:3:0.4:1, , , , 
DR_1302, 899.7, , , , , 
DR_1303, 697.7, , , , , 
DR_1304, 694.3, , 400:1:0.03125:0.175824, , 400:1:0.0875:0.151786, 400:3:0.0707965:0.146667;400:3:0.0775862:0.183099
DR_1305, 833.7, , 400:3:0.203125:0.203125;400:3:0.171875:0.171875, 400:1:0:0.126126, 400:3:0.10596:0.163522, 
DR_1306, 540.3, , 400:1:0:0.115385, , , 
DR_1307, 988.0, , , , , 
DR_1308, 1088.7, , , , , 
DR_1309, 317.0, , , , , 
DR_1310, 504.0, , , , , 
DR_1311, 650.3, , , , , 
DR_1312, 277.3, , , , , 
DR_1313, 827.3, , , , , 
DR_1314, 756.3, , , , , 
DR_1315, 550.7, , , , , 
DR_1316, 1293.3, , , , , 
DR_1317, 196.7, , , , , 
DR_1318, 1016.7, , , , , 
DR_1319, 510.7, , , , , 
DR_1320, 440.0, , , , , 
DR_1321, 485.0, , , , , 
DR_1322, 947.3, , , , , 
DR_1323, 721.0, 400:1:0:0.263158;600:1:0.0485437:0.153846, 400:1:0.0555556:0.136364, 400:1:0:0.307692;400:1:0:0.1875, 600:1:0.0636364:0.175, 400:1:0.0363636:0.235294
DR_1324, 1041.7, , , , , 
DR_1325, 771.7, , , , , 
DR_1326, 703.0, , , , , 
DR_1327, 1111.7, , , , , 
DR_1328, 282.7, , , , , 
DR_1329, 607.7, , , , , 
DR_1330, 720.7, , , , , 400:1:0.0171429:0.157895
DR_1331, 217.0, , , 800:3:0.121212:0.121212, 500:3:0.0490196:0.15, 400:3:0.0720721:0.142857
DR_1332, 357.0, , , , , 
DR_1333, 876.3, , , , , 
DR_1335, 2476.3, , , , , 
DR_1336, 1187.7, , , , , 
DR_1337, 635.3, , , , , 
DR_1338, 949.0, , , , , 
DR_1339, 610.0, , , , 400:3:0.34507:0.496241, 
DR_1340, 276.0, , , , , 
DR_1341, 322.3, , , , , 
DR_1342, 955.0, , , , 100:1:0.0678733:0.195195, 
DR_1343, 861.3, , , , , 
DR_1344, 540.3, , , , , 
DR_1345, 391.3, , , , , 
DR_1346, 340.0, , , , , 
DR_1347, 1379.7, , , , , 
DR_1348, 272.3, , , , , 
DR_1349, 1062.3, , , , , 
DR_1350, 947.7, 400:1:0.0186916:0.136364, 600:1:0.057971:0.15, , , 
DR_1351, 588.7, , , , 500:1:0:0.115385, 
DR_1352, 615.3, 600:2:0.988024:0.988024, 700:1:0.0754717:0.181818, 500:3:0.155556:0.155556;500:1:0.0517241:0.135922, 500:3:0.10119:0.166667, 
DR_1353, 1134.3, , , , , 
DR_1354, 1392.7, , , , , 
DR_1355, 668.0, , , , , 
DR_1356, 802.7, 300:3:0.397059:0.698413, , 800:3:0.166667:0.166667;400:1:0.0769231:0.171429, , 
DR_1357, 465.0, , , , , 
DR_1358, 598.0, , , , , 
DR_1359, 607.3, , , , , 
DR_1360, 527.3, , , , , 
DR_1361, 654.7, , 700:3:0.16:0.214286;700:3:0.142857:0.285714, 500:3:0.2:0.2;800:3:0.2:0.2, , 
DR_1362, 882.0, , , , , 
DR_1363, 700.0, , , 800:3:0.175:0.175, , 
DR_1364, 293.7, , , , , 
DR_1365, 1052.7, , 800:3:0.131579:0.131579, 400:1:0:0.125, , 
DR_1366, 424.7, , , , , 
DR_1367, 790.3, , , , , 
DR_1368, 466.7, , , , , 
DR_1369, 728.0, , , , , 
DR_1370, 549.7, , , , , 
DR_1371, 746.7, , , 400:3:0.148148:0.161765, , 
DR_1372, 364.0, , , , , 
DR_1373, 550.0, , , , , 
DR_1374, 2288.3, , , , , 
DR_1375, 1396.0, , 400:1:0.0285714:0.12, , , 
DR_1376, 476.3, , , , , 
DR_1377, 903.0, , , , , 
DR_1378, 434.7, , , , , 
DR_1379, 525.0, , , 500:1:0:0.135135, , 
DR_1380, 580.0, , , , , 
DR_1381, 897.7, , , , , 
DR_1382, 417.3, , , , , 
DR_1383, 556.0, , , , , 
DR_1384, 537.3, , , , , 
DR_1385, 416.3, , , , , 
DR_1386, 940.3, , , , , 
DR_1387, 925.7, , , , , 
DR_1388, 554.0, , , , , 
DR_1389, 571.0, , 800:3:0.146341:0.146341, , , 
DR_1390, 408.3, , , , , 
DR_1391, 336.7, , , , , 
DR_1392, 720.0, , , , , 
DR_1393, 523.0, , , , , 
DR_1394, 852.3, , , , , 
DR_1395, 739.7, , , , , 
DR_1396, 368.7, , 400:1:0.0138889:0.15, 500:1:0:0.151515;400:1:0:0.235294;400:1:0:0.171429;400:1:0:0.183099;400:1:0:0.188406;400:1:0:0.152778, 400:3:0.120482:0.220339;400:3:0.104651:0.177419;500:1:0.0322581:0.184615, 
DR_1397, 693.0, , , , , 
DR_1398, 323.7, , , , , 
DR_1399, 680.7, , , , , 
DR_1400, 574.7, , , , , 
DR_1401, 665.7, , , , , 
DR_1402, 529.7, , , , , 
DR_1403, 690.3, , , , , 
DR_1404, 188.3, , , , , 
DR_1405, 236.0, , , , , 400:1:0.115385:0.25
DR_1406, 342.0, , 400:1:0.0806452:0.25, , , 
DR_1407, 893.7, , 700:3:0.181818:0.25, 400:1:0.0869565:0.3;300:1:0.0833333:0.166667;300:1:0:0.176471;400:1:0.105263:0.1875;500:3:0.173913:0.173913, 500:3:0.125:0.3;500:3:0.175676:0.27027, 
DR_1408, 321.3, , 600:3:0.197531:0.197531, 800:3:0.142857:0.142857, , 
DR_1409, 830.3, , , , , 
DR_1410, 1016.0, , , 500:3:0.111111:0.148936, , 
DR_1411, 1268.3, , , , 600:1:0.0430622:0.166667, 
DR_1412, 78.7, , , , , 
DR_1413, 798.0, 400:1:0.0497512:0.230769, , , , 
DR_1414, 1150.7, 600:3:0.16:0.222222, 800:3:0.216216:0.216216, 400:3:0.118644:0.157895;500:1:0:0.166667, , 
DR_1415, 1087.7, , , , , 
DR_1416, 503.7, , , , , 
DR_1417, 2320.3, , 400:1:0.027027:0.137931;800:3:0.122642:0.4;400:1:0.0149254:0.191489, 400:1:0.106383:0.333333;200:3:0.183673:0.333333, , 
DR_1418, 361.3, , , , , 
DR_1419, 538.3, , , , , 
DR_1420, 637.3, , , , , 
DR_1421, 311.7, , , 500:1:0:0.117647, , 
DR_1422, 525.3, 600:3:0.39011:0.843537, , , , 
DR_1423, 352.3, , , , , 
DR_1424, 1043.3, , , , , 
DR_1425, 453.0, , , , , 
DR_1426, 630.7, , , , , 
DR_1427, 650.7, , , , , 
DR_1428, 1013.7, , , , , 
DR_1429, 173.3, , , , , 
DR_1430, 715.0, , , , , 
DR_1431, 1120.0, , , , , 100:3:0.101626:0.428571
DR_1432, 246.3, , , , , 
DR_1433, 1647.3, , , , , 
DR_1434, 736.3, , , , 400:3:0.0952381:0.194444, 
DR_1435, 1019.7, , , , , 
DR_1436, 637.0, , , , , 
DR_1437, 837.0, , 400:1:0.0638298:0.181818;800:3:0.108696:0.157895;400:1:0.0851064:0.176471, 800:3:0.130435:0.130435;400:3:0.178571:0.178571;400:3:0.225806:0.225806;400:3:0.258065:0.258065;300:3:0.2:0.2;400:3:0.205128:0.205128;300:3:0.127273:0.25, 600:1:0.0437956:0.113208, 300:3:0.081761:0.230769;300:3:0.089172:0.181818
DR_1438, 1063.0, , , 800:3:0.142857:0.142857, , 
DR_1439, 499.3, , , , , 
DR_1440, 1201.3, , 600:1:0:0.181818, , , 
DR_1441, 499.7, , , , , 
DR_1442, 693.3, , , , , 
DR_1443, 939.0, , , , , 
DR_1444, 946.7, , , , , 
DR_1445, 473.0, , , , , 
DR_1446, 408.3, , , , , 
DR_1447, 1019.0, , , , , 
DR_1448, 1045.7, , 400:1:0.0366972:0.176471, , , 
DR_1449, 469.7, , , , , 
DR_1450, 306.0, , , , , 
DR_1451, 525.0, , 300:3:0.22619:0.22619, 800:3:0.137931:0.137931, , 
DR_1453, 443.0, , , , , 
DR_1454, 544.3, , , , , 
DR_1455, 325.7, , , , , 
DR_1456, 850.3, , , , , 
DR_1457, 403.0, , , , , 
DR_1458, 1292.3, , , , , 
DR_1459, 1507.3, , 400:1:0.0882353:0.133333;700:3:0.174603:0.174603;400:1:0.0153846:0.135593, 400:1:0.04:0.1875;800:3:0.2:0.2;400:1:0.0166667:0.134146;500:1:0:0.128205, 400:3:0.109091:0.174757, 
DR_1460, 1479.0, , , , , 
