Identifier, Size, 0J1, 0J2, 0J3, 0J4, 0J5
FFI39_RS13800, 1392.3, , , , , 
FFI39_RS13805, 818.0, , , , , 
FFI39_RS13810, 609.7, , , , , 
FFI39_RS13815, 1006.7, , , , , 
FFI39_RS13820, 701.0, , , , , 
FFI39_RS13825, 941.0, , , , , 
FFI39_RS13830, 2641.0, , , , , 
FFI39_RS13835, 2333.3, , , , , 
FFI39_RS13840, 2395.3, , , , 500:3:0.186813:0.225, 
FFI39_RS13845, 1133.7, , , , , 
FFI39_RS13850, 1059.7, , , , , 
FFI39_RS13855, 488.7, , , , , 
FFI39_RS13860, 369.3, , , , 500:3:0.185185:0.268657, 
FFI39_RS13865, 434.0, , , , , 
FFI39_RS13870, 1018.7, , , , , 
FFI39_RS13875, 1047.0, , , , , 
FFI39_RS13880, 590.7, , , , , 
FFI39_RS13885, 371.0, , , , , 
FFI39_RS13890, 2946.0, , , , , 
FFI39_RS13895, 1217.7, , , , , 
FFI39_RS13900, 510.0, , , , , 
FFI39_RS13905, 541.0, , , , , 
FFI39_RS13910, 568.3, , , , , 
FFI39_RS13915, 850.3, , , , , 
FFI39_RS13920, 1474.0, , , , , 800:3:0.111111:0.111111
FFI39_RS13925, 520.7, , , , , 
FFI39_RS13930, 964.7, , , 800:3:0.148936:0.181818;800:3:0.166667:0.166667, , 
FFI39_RS13935, 2584.7, , , 800:3:0.105263:0.117647;700:3:0.112903:0.333333, , 
FFI39_RS13940, 1355.7, , , , , 100:3:0.170732:0.254902;200:3:0.113636:0.140127;200:3:0.162791:0.162791;100:3:0.148936:0.192982;800:3:0.0727273:0.0744681;800:3:0.109091:0.109091;600:1:0.0740741:0.141304
FFI39_RS13950, 308.0, , , , , 
FFI39_RS13955, 570.3, , , , , 
FFI39_RS13960, 574.7, , , 800:3:0.137931:0.137931, , 
FFI39_RS13965, 1945.0, , , , , 
FFI39_RS13970, 2642.0, , , , , 
FFI39_RS13975, 1711.0, , , , , 
FFI39_RS13980, 350.3, , , , , 100:3:0.104478:0.204082
FFI39_RS13985, 1679.3, , , , , 
FFI39_RS13990, 507.3, , , , , 
FFI39_RS13995, 203.0, , , , , 
FFI39_RS14000, 241.7, , , , , 
FFI39_RS14005, 1097.7, , , , , 
FFI39_RS14010, 693.7, , , , , 
FFI39_RS14015, 644.7, , , , , 
FFI39_RS14020, 253.0, , , , , 
FFI39_RS14025, 441.7, , , , , 
FFI39_RS14030, 275.3, , , , , 
FFI39_RS14035, 868.3, , , , , 
FFI39_RS14040, 296.0, , , , , 
FFI39_RS14045, 214.0, , , , , 
FFI39_RS14050, 976.3, , , , , 
FFI39_RS14055, 1035.7, , , , , 
FFI39_RS14060, 941.3, , , , , 
FFI39_RS14065, 1824.7, , , 700:1:0:0.125, , 
FFI39_RS14070, 556.3, , , , , 
FFI39_RS14075, 1415.3, , , , , 
FFI39_RS14080, 385.7, , , , , 
FFI39_RS14085, 800.7, , , , , 
FFI39_RS14090, 1281.3, , , , , 
FFI39_RS14095, 629.7, , , , , 
FFI39_RS14100, 217.7, , , , , 
FFI39_RS14105, 636.7, , , , , 
FFI39_RS14110, 592.3, , , , 300:3:0.404255:0.404255, 
FFI39_RS14115, 364.3, , , , , 
FFI39_RS14120, 546.0, , , , , 
FFI39_RS14125, 443.0, , , , , 
FFI39_RS14130, 679.7, , , , , 
FFI39_RS14135, 1827.0, , , , , 
FFI39_RS14140, 1032.7, , , , , 
FFI39_RS14145, 735.7, , , , , 
FFI39_RS14150, 1160.7, , , , , 
FFI39_RS14155, 441.7, , , , , 
FFI39_RS14160, 302.3, , , , , 
FFI39_RS14165, 582.3, , , , , 
FFI39_RS14170, 1033.0, , , , , 
FFI39_RS14175, 326.7, , , , , 
FFI39_RS14180, 868.3, , , , , 
FFI39_RS14185, 696.7, , , , , 
FFI39_RS14190, 377.7, , , , , 
FFI39_RS14195, 1754.3, , , , , 800:3:0.119048:0.119048
FFI39_RS14200, 457.3, , , , , 
FFI39_RS14205, 614.3, , , , , 
FFI39_RS14210, 265.0, , , , , 
FFI39_RS14215, 422.0, , , , , 
FFI39_RS14220, 912.3, , , 200:3:0.175:0.257143;200:3:0.130435:0.216216;300:3:0.183673:0.236842;200:3:0.0943396:0.324324;300:1:0.0754717:0.179487, , 400:3:0.122449:0.3125;400:3:0.104167:0.202703
FFI39_RS14225, 1613.3, , , , , 
FFI39_RS14230, 1021.0, , , , , 
FFI39_RS14235, 515.0, , , , , 
FFI39_RS14240, 1154.0, , , , , 
FFI39_RS14245, 470.3, , , , , 
FFI39_RS14250, 336.0, , , , , 
FFI39_RS14255, 1449.7, , , , , 
FFI39_RS14260, 1787.7, , , , , 
FFI39_RS14265, 666.0, , , , , 
FFI39_RS14270, 1015.0, , , , , 
FFI39_RS14275, 622.0, , , , , 
FFI39_RS14280, 793.0, , , , , 
FFI39_RS14285, 781.0, , , , , 
FFI39_RS14290, 530.3, , , , , 
FFI39_RS14295, 1024.7, , , , , 
FFI39_RS14300, 765.0, , , , , 
FFI39_RS14305, 1104.0, , , , , 
FFI39_RS14310, 654.7, , , , , 800:3:0.12:0.12
FFI39_RS14315, 1239.0, , , , , 
FFI39_RS14320, 913.7, , , , , 
FFI39_RS14325, 199.3, , , , , 
FFI39_RS14330, 274.0, , , , , 
FFI39_RS14335, 994.3, , , , , 
FFI39_RS14340, 600.3, , , , , 
FFI39_RS14345, 698.3, , , , , 
FFI39_RS14350, 1013.7, , , , , 
FFI39_RS14355, 663.0, , , , , 
FFI39_RS14360, 774.0, , , , , 
FFI39_RS14365, 958.0, , , , , 
FFI39_RS14370, 2327.3, , , , , 
FFI39_RS14375, 184.0, , , , , 
FFI39_RS14380, 1157.0, , , 600:1:0:0.119048, , 
FFI39_RS14385, 210.3, , , , , 
FFI39_RS14390, 1118.0, , , , , 
FFI39_RS14395, 554.7, , , , , 
FFI39_RS14400, 1072.7, , , , , 
FFI39_RS14405, 1932.3, , , , , 
FFI39_RS14410, 308.0, , , , , 200:3:0.217391:0.458333
FFI39_RS14415, 178.0, , , , , 
FFI39_RS14420, 94.0, , , , , 
FFI39_RS14425, 1605.0, , , , , 
FFI39_RS14430, 617.7, , , , , 
FFI39_RS14435, 481.3, , , , , 
FFI39_RS14440, 1243.0, , , , , 
FFI39_RS14445, 2704.0, , , , , 
FFI39_RS14450, 782.0, , , , , 
FFI39_RS14455, 872.7, , , , , 
FFI39_RS14460, 1930.0, , , , , 
FFI39_RS14465, 487.7, , , , , 
FFI39_RS14470, 475.3, , , , , 
FFI39_RS14480, 832.0, , , , , 
FFI39_RS14485, 329.7, , , , , 
FFI39_RS14490, 475.0, , , , , 
FFI39_RS14495, 873.7, , , , , 
FFI39_RS14500, 1320.0, , , , 300:3:0.217391:0.3, 
FFI39_RS14505, 936.0, , , , , 
FFI39_RS14510, 3175.0, , , , , 
FFI39_RS14515, 1918.0, , , , , 
FFI39_RS14520, 1144.0, , , , , 
FFI39_RS14530, 455.7, , , , , 
FFI39_RS14535, 482.3, , , , , 
FFI39_RS14540, 437.0, , , , , 200:3:0.660714:0.859922
FFI39_RS14545, 443.0, , , , , 
FFI39_RS14550, 664.3, , , , , 
FFI39_RS14555, 619.7, , , , , 
FFI39_RS14560, 579.3, , , 300:3:0.131579:0.185185;300:3:0.166667:0.26087;700:3:0.0882353:0.169811, , 
FFI39_RS14565, 1789.3, , , , , 200:1:0.0769231:0.103604
FFI39_RS14570, 1047.0, , , , , 
FFI39_RS14575, 1048.3, , , , , 
FFI39_RS14580, 1301.0, , , , , 
FFI39_RS14585, 1143.7, , , , , 
FFI39_RS14590, 1517.0, , , , , 
FFI39_RS14595, 1044.7, , , , , 
FFI39_RS14600, 437.7, , , , , 
FFI39_RS14610, 531.3, , , , , 
FFI39_RS14615, 279.3, , , , , 
FFI39_RS14620, 1669.0, , , , , 
FFI39_RS14625, 310.3, , , , , 
FFI39_RS14630, 387.3, , , , , 
FFI39_RS14635, 768.3, , , , , 
FFI39_RS14640, 372.7, , , , , 
FFI39_RS14645, 1281.3, , , , , 
FFI39_RS14650, 481.3, , , , , 
FFI39_RS14655, 1228.3, , , 700:1:0.0232558:0.115385, , 
FFI39_RS14660, 674.7, , , , , 
FFI39_RS14665, 477.0, , , , , 
FFI39_RS14670, 968.7, , , , , 
FFI39_RS14675, 2342.3, , , , , 
FFI39_RS14680, 1698.3, , , , , 
FFI39_RS14685, 985.7, , , , , 
FFI39_RS14690, 1002.7, , , , , 
FFI39_RS14695, 484.7, , , , , 
FFI39_RS14700, 1006.7, , , , , 
FFI39_RS14705, 582.3, , , , , 
FFI39_RS14710, 341.0, , , , , 
FFI39_RS14715, 566.7, , , , , 
FFI39_RS14725, 964.0, , , , , 
FFI39_RS14730, 654.0, , , 700:1:0.0144928:0.121212, , 
FFI39_RS14735, 629.3, , , , , 
FFI39_RS14740, 188.7, , , , , 
FFI39_RS14745, 639.0, , , , , 
FFI39_RS14750, 1278.3, , , , , 
FFI39_RS14755, 922.7, , , , , 
FFI39_RS14760, 1448.3, , , , , 
FFI39_RS14765, 622.3, , , , , 
FFI39_RS14770, 1073.3, , , , , 
FFI39_RS14775, 1604.3, , , , , 
FFI39_RS14780, 1097.3, , , , , 
FFI39_RS14785, 795.3, , , , , 
FFI39_RS14790, 1164.3, , , , , 
FFI39_RS14795, 895.0, , , , 500:3:0.25:0.25, 
FFI39_RS14800, 945.0, , , , , 
FFI39_RS14805, 844.0, , , , , 
FFI39_RS14810, 350.3, , , , , 
FFI39_RS14815, 183.3, , , , , 
FFI39_RS14820, 349.7, , , , , 
FFI39_RS14830, 571.7, , , , , 
FFI39_RS14835, 320.3, , , , , 
FFI39_RS14840, 496.7, , , , , 
FFI39_RS14845, 366.3, , , , , 
FFI39_RS14850, 1813.7, , , , , 600:3:0.12963:0.190476
FFI39_RS14855, 902.3, , , 500:3:0.148148:0.444444, , 
FFI39_RS14860, 1455.3, , , , , 
FFI39_RS14865, 892.3, , , 700:1:0.0545455:0.179487, , 
FFI39_RS14870, 1181.7, , , , , 
FFI39_RS14875, 965.0, , , , , 
FFI39_RS14880, 808.0, , , , , 
FFI39_RS14885, 629.7, , , , , 
FFI39_RS14890, 870.0, , , , , 
FFI39_RS14895, 1118.7, , , , , 
FFI39_RS14900, 626.7, , , , , 
FFI39_RS14905, 1240.0, , , , 300:3:0.318182:0.318182, 
FFI39_RS14910, 567.7, , , , , 
FFI39_RS14915, 674.0, , , , , 
FFI39_RS14920, 583.0, , , , , 
FFI39_RS14925, 1846.7, , , 600:3:0.0819672:0.157895, 700:3:0.129032:0.129032, 
FFI39_RS14930, 2150.7, , , , , 
FFI39_RS14935, 1112.7, , , , , 
FFI39_RS14940, 910.3, , , , , 
FFI39_RS14945, 1106.7, , , 300:3:0.166667:0.25;500:3:0.2:0.333333;300:3:0.241379:0.318182;300:3:0.40625:0.40625;300:1:0.0588235:0.208333, 300:1:0.047619:0.25, 800:3:0.0958904:0.0958904;600:1:0.0645161:0.15625;400:1:0.0357143:0.137931;400:3:0.176471:0.181818
FFI39_RS14950, 902.0, , , , , 
FFI39_RS14955, 1569.3, , , , , 
FFI39_RS14960, 988.0, , , , , 
FFI39_RS14965, 353.0, , , , , 
FFI39_RS14970, 1169.0, , , , , 
FFI39_RS14975, 577.3, , , , , 
FFI39_RS14980, 1639.3, , , , , 
FFI39_RS14985, 338.0, , , , , 
FFI39_RS14990, 366.0, , , , , 
FFI39_RS14995, 891.7, , , , , 
FFI39_RS15000, 588.0, , , , , 
FFI39_RS15005, 979.3, , , 300:3:0.15:0.206897, , 400:1:0.0714286:0.1
FFI39_RS15010, 781.3, , , , , 
FFI39_RS15015, 569.0, , , , , 
FFI39_RS15020, 432.0, , , , , 
FFI39_RS15025, 418.0, , , , , 
FFI39_RS15030, 1093.7, , , , , 
FFI39_RS15035, 749.0, , , , , 
FFI39_RS15040, 595.0, , , , , 
FFI39_RS15045, 705.3, , , , , 
FFI39_RS15050, 1187.3, , , , , 
FFI39_RS15055, 946.3, , , , , 
FFI39_RS15060, 674.7, , , , , 
FFI39_RS15065, 1719.7, , , , , 
FFI39_RS15070, 595.0, , , 500:1:0.0454545:0.333333, , 
FFI39_RS15075, 800.0, , , , , 
FFI39_RS15080, 934.3, , , , , 
FFI39_RS15085, 485.3, , , , , 
FFI39_RS15090, 426.0, , , , , 
FFI39_RS15095, 735.0, , , , , 
FFI39_RS15100, 1097.0, , , , , 
FFI39_RS15105, 1264.3, , , , , 
FFI39_RS15110, 275.7, , , , , 
FFI39_RS15115, 1108.3, , , , , 
FFI39_RS15120, 1021.3, , , 600:1:0.1:0.15, , 
FFI39_RS15125, 834.7, , , , , 
FFI39_RS15130, 548.3, , , , , 
FFI39_RS15135, 354.7, , , , , 
FFI39_RS15140, 413.7, , , , , 
FFI39_RS15145, 335.3, , , , , 
FFI39_RS15150, 879.7, , , , , 
FFI39_RS15155, 850.0, , , , , 
FFI39_RS15160, 330.0, , , , , 
FFI39_RS15165, 859.0, , , , , 
FFI39_RS15170, 373.0, , , , , 
FFI39_RS15175, 414.7, , , , , 
FFI39_RS15180, 961.3, , , , , 
FFI39_RS15185, 412.7, , , , , 
FFI39_RS15190, 798.3, , , , , 
FFI39_RS15195, 359.0, , , , , 
FFI39_RS15200, 590.7, , , , , 
FFI39_RS15205, 701.3, , , , , 
FFI39_RS15210, 492.7, , , , , 
FFI39_RS15215, 1186.0, , , , , 
FFI39_RS15220, 819.0, , , , , 
FFI39_RS15225, 1160.7, , , , , 
FFI39_RS15230, 1834.0, , , , , 
FFI39_RS15235, 343.0, , , , , 
FFI39_RS15240, 854.0, , , , , 
FFI39_RS15245, 1228.7, , , , , 
FFI39_RS15250, 424.0, , , , , 
FFI39_RS15255, 335.0, , , , , 
FFI39_RS15260, 392.0, , , , , 
FFI39_RS15265, 598.0, , , , , 
FFI39_RS15270, 383.7, , , , , 
FFI39_RS15275, 371.0, , , , , 
FFI39_RS15280, 587.0, , , , , 
FFI39_RS15285, 1052.7, , , , , 
FFI39_RS15290, 772.3, , , , , 
FFI39_RS15295, 1069.3, , , , , 100:3:0.0625:0.135135
FFI39_RS15300, 431.0, , , , , 
FFI39_RS15305, 154.7, , , , , 
FFI39_RS15310, 1022.0, , , , , 
FFI39_RS15320, 337.0, , , , , 
FFI39_RS15325, 545.3, , , , , 
FFI39_RS15330, 334.7, , , , , 
FFI39_RS15335, 1337.0, , , , , 
FFI39_RS15340, 893.3, , , , 300:3:0.285714:0.285714, 
FFI39_RS15345, 904.7, , , , , 
FFI39_RS15350, 476.7, , , , , 
FFI39_RS15355, 490.3, , , , , 
FFI39_RS15370, 356.7, , , , , 
FFI39_RS15375, 1305.3, , , , , 
FFI39_RS15380, 1737.3, , , , , 
FFI39_RS15385, 698.3, , , , , 
FFI39_RS15390, 3045.7, , , , 300:3:0.258621:0.283784, 
FFI39_RS15395, 788.0, , , , , 
FFI39_RS15400, 691.7, , , , , 
FFI39_RS15405, 1717.7, , , , , 
FFI39_RS15410, 423.0, , , , , 
FFI39_RS15415, 626.0, , , , , 
FFI39_RS15420, 642.3, , , , , 
FFI39_RS15425, 860.7, , , , , 
FFI39_RS15430, 632.3, , , 100:3:0.123077:0.241379;300:1:0.0923077:0.186441, , 
FFI39_RS15435, 325.7, , , , , 
FFI39_RS15440, 1487.7, , , , , 
FFI39_RS15445, 1131.0, , , , , 
FFI39_RS15450, 704.3, , , , , 
FFI39_RS15455, 497.0, , , , , 
FFI39_RS15460, 694.3, , , , , 
FFI39_RS15465, 779.0, , , , , 
FFI39_RS15470, 586.3, , , , , 
FFI39_RS15475, 904.3, , , , , 
FFI39_RS15480, 656.0, , , , , 
FFI39_RS15485, 1255.3, , , 600:1:0.016129:0.2, , 
FFI39_RS15490, 1807.7, , , , , 
FFI39_RS15495, 824.0, , , , , 
FFI39_RS15500, 691.0, , , , , 
FFI39_RS15505, 1324.0, , , , , 
FFI39_RS15510, 523.0, , , , , 
FFI39_RS15515, 1146.0, , , , , 
FFI39_RS15520, 256.3, , , , , 
FFI39_RS15525, 377.3, , , , , 
FFI39_RS15530, 245.7, , , , , 
FFI39_RS15535, 248.7, , , , , 
FFI39_RS15540, 301.0, , , , , 
FFI39_RS15545, 831.3, , , , , 
FFI39_RS15550, 628.0, , , 500:1:0.0666667:0.193548, , 
FFI39_RS15555, 366.3, , , , , 
FFI39_RS15560, 402.3, , , , , 
FFI39_RS15565, 1309.7, , , , , 
FFI39_RS15570, 321.7, , , , , 
FFI39_RS15575, 348.0, , , 800:3:0.16:0.16, , 
FFI39_RS15580, 638.3, , , , , 
FFI39_RS15585, 247.0, , , , , 
FFI39_RS15590, 626.7, , , , , 
FFI39_RS15595, 684.0, , , , , 
FFI39_RS15600, 1560.7, , , , , 
FFI39_RS15605, 481.7, , , , , 
FFI39_RS15610, 706.7, , , , , 
FFI39_RS15615, 660.0, , , , , 
FFI39_RS15620, 776.3, , , , , 
FFI39_RS15625, 340.3, , , , , 
FFI39_RS15630, 491.3, , , , , 
FFI39_RS15635, 909.3, , , , , 
FFI39_RS15640, 867.0, , , , , 
FFI39_RS15645, 607.3, , , , , 
FFI39_RS15650, 920.7, , , , , 
FFI39_RS15655, 836.7, , , , , 
FFI39_RS15660, 709.3, , , , , 
FFI39_RS15665, 706.7, , , , , 
FFI39_RS15670, 613.7, , , , , 
FFI39_RS15675, 584.3, , , , , 
FFI39_RS15680, 304.0, , , , , 
FFI39_RS15685, 544.3, , , , , 
FFI39_RS15690, 384.3, , , , , 
FFI39_RS15695, 364.0, , , , , 
FFI39_RS15700, 388.0, , , , , 
FFI39_RS15705, 475.3, , , , , 
FFI39_RS15710, 589.3, , , , , 
FFI39_RS15715, 401.3, , , , , 
FFI39_RS15720, 1015.3, , , , , 
FFI39_RS15725, 612.7, , , , , 
FFI39_RS15730, 298.0, , , , , 
FFI39_RS15735, 486.3, , , , , 
FFI39_RS15740, 1638.7, , , , , 
FFI39_RS15745, 860.7, , , , , 
FFI39_RS15750, 1087.0, , , , , 
FFI39_RS15755, 438.3, , , , , 
FFI39_RS15760, 2734.3, , , 100:3:0.166667:0.346154, , 
FFI39_RS15765, 666.0, , , , , 
FFI39_RS15770, 896.3, , , , , 
FFI39_RS15775, 2153.3, , , , , 200:3:0.6875:0.796992;800:3:0.111111:0.111111
FFI39_RS15780, 2463.0, , , , , 
FFI39_RS15785, 750.3, , , , , 
FFI39_RS15790, 409.7, , , , , 
FFI39_RS15795, 288.7, , , , , 
FFI39_RS15800, 494.0, , , , , 
FFI39_RS15805, 360.3, , , , , 
FFI39_RS15810, 1183.3, , , , , 
FFI39_RS15815, 1107.0, , , 300:3:0.111111:0.37931;300:3:0.104167:0.222222, , 100:3:0.15:0.20339;600:3:0.137931:0.137931
FFI39_RS15820, 890.3, , , , , 
FFI39_RS15825, 1676.7, , , , , 
FFI39_RS15830, 918.3, , , , , 
FFI39_RS15835, 259.7, , , , , 
FFI39_RS15840, 284.7, , , , , 
FFI39_RS15845, 801.3, , , , , 
FFI39_RS15850, 495.0, , , , , 
FFI39_RS15855, 658.3, , , , , 
FFI39_RS15860, 543.0, , , 100:3:0.142857:0.25, , 
FFI39_RS15865, 385.3, , , , , 
FFI39_RS15870, 329.3, , , , , 
FFI39_RS15875, 776.7, , , , , 
FFI39_RS15880, 512.0, , , , , 
FFI39_RS15885, 833.0, , , 600:1:0.0185185:0.181818;500:1:0.08:0.428571;500:1:0.0681818:0.272727, , 800:3:0.181818:0.181818;600:1:0.0909091:0.121951
FFI39_RS15890, 911.0, , , , , 
FFI39_RS15895, 228.3, , , , , 
FFI39_RS15900, 548.3, , , , , 
FFI39_RS15905, 849.0, , , , , 
FFI39_RS15910, 1131.7, , , , , 
FFI39_RS15915, 719.3, , , , , 800:3:0.0606061:0.0606061
FFI39_RS15920, 760.7, , , , , 
FFI39_RS15925, 1213.3, , , , 300:1:0.0327869:0.133333, 
FFI39_RS15930, 776.3, , , , , 200:3:0.703704:0.847826
FFI39_RS15935, 391.3, , , , , 
FFI39_RS15940, 712.3, , , , , 
FFI39_RS15945, 926.0, , , , , 
FFI39_RS15950, 830.3, , , , , 
FFI39_RS15955, 331.7, , , 700:3:0.196078:0.196078, , 200:3:0.153846:0.217949
FFI39_RS15960, 979.0, , , , , 100:3:0.166667:0.20339
FFI39_RS15965, 1372.3, , , , , 
FFI39_RS15970, 250.3, , , , , 
FFI39_RS15975, 663.3, , , , , 
FFI39_RS15980, 765.3, , , , , 
FFI39_RS15985, 224.3, , , , , 
FFI39_RS15990, 407.7, , , , , 
FFI39_RS15995, 741.7, , , , , 
FFI39_RS16000, 1654.0, , , , , 
FFI39_RS16005, 1697.3, , , 600:1:0.016129:0.131579, 300:1:0.0533333:0.1875, 
FFI39_RS16010, 624.7, , , , , 
FFI39_RS16015, 395.3, , , , , 
FFI39_RS16020, 1139.7, , , , , 
FFI39_RS16025, 1333.0, , , , , 
FFI39_RS16030, 1227.7, , , , 400:3:0.415094:0.415094, 
FFI39_RS16035, 323.7, , , , , 
FFI39_RS16040, 560.7, , , , , 
FFI39_RS16045, 212.7, , , , , 
FFI39_RS16050, 682.7, , , , , 
FFI39_RS16055, 696.0, , , , , 
FFI39_RS16060, 571.0, , , , , 
FFI39_RS16065, 583.0, , , 600:1:0.0348837:0.137931;600:1:0.0340909:0.137931, , 
FFI39_RS16070, 545.3, , , , , 
FFI39_RS16075, 765.0, , , , , 
FFI39_RS16080, 735.7, , , , , 
FFI39_RS16085, 570.0, , , , , 
FFI39_RS16090, 658.3, , , , , 
FFI39_RS16095, 954.0, , , , , 
FFI39_RS16100, 1296.0, , , 800:3:0.131579:0.131579, , 
FFI39_RS16105, 1687.3, , , , , 
FFI39_RS16110, 546.7, , , , , 
FFI39_RS16115, 797.7, , , , , 
FFI39_RS16120, 606.7, , , , , 
FFI39_RS16125, 388.7, , , , , 
FFI39_RS16130, 625.7, , , , , 
FFI39_RS16135, 298.7, , , , , 
FFI39_RS16140, 1377.3, , , , , 
FFI39_RS16145, 611.3, , , , , 
FFI39_RS16150, 271.0, , , , , 
FFI39_RS16155, 547.7, , , , , 
FFI39_RS16160, 722.0, , , , , 
FFI39_RS16165, 729.7, , , , , 
FFI39_RS16170, 478.3, , , , , 
FFI39_RS16175, 256.3, , , , , 
FFI39_RS16180, 337.3, , , , , 
FFI39_RS16185, 248.7, , , , , 
FFI39_RS16190, 264.0, , , , , 
FFI39_RS16195, 586.3, , , , , 
FFI39_RS16200, 902.0, , , , , 
FFI39_RS16205, 714.3, , , , , 
FFI39_RS16210, 789.0, , , , , 
FFI39_RS16215, 924.0, , , , , 
FFI39_RS16220, 1842.3, , , , , 
FFI39_RS16225, 375.7, , , , , 
FFI39_RS16230, 346.7, , , , , 
FFI39_RS16235, 577.3, , , , , 
FFI39_RS16240, 763.3, , , , , 
FFI39_RS16245, 824.7, , , , , 
FFI39_RS16250, 2277.3, , , , , 
FFI39_RS16255, 2283.7, , , , , 
FFI39_RS16260, 213.7, , , , , 
FFI39_RS16265, 682.7, , , , , 
FFI39_RS16270, 508.7, , , , , 
FFI39_RS16275, 747.3, , , , , 
FFI39_RS16280, 815.3, , , , , 
FFI39_RS16285, 1014.7, , , , , 
FFI39_RS16290, 1148.0, , , , , 
FFI39_RS16295, 768.7, , , , , 
FFI39_RS16300, 781.0, , , , , 
FFI39_RS16305, 2033.0, , , , , 
FFI39_RS16310, 1426.7, , , , , 
FFI39_RS16315, 401.7, , , , , 
FFI39_RS16320, 469.7, , , , , 
FFI39_RS16325, 648.7, , , , , 
FFI39_RS16330, 406.0, , , , , 
FFI39_RS16335, 271.0, , , , , 
FFI39_RS16340, 305.3, , , , , 
FFI39_RS16345, 406.0, , , , , 
FFI39_RS16350, 531.0, , , , , 
FFI39_RS16355, 841.3, , , , , 
FFI39_RS16360, 767.7, , , , , 
FFI39_RS16365, 805.7, , , , , 
FFI39_RS16370, 573.3, , , , , 
FFI39_RS16375, 655.0, , , , , 
FFI39_RS16380, 570.7, , , , , 
FFI39_RS16385, 517.0, , , , , 
FFI39_RS16390, 483.7, , , , , 
FFI39_RS16395, 1026.0, , , , , 
FFI39_RS16400, 288.0, , , , , 
FFI39_RS16405, 579.0, , , , , 
FFI39_RS16410, 459.3, , , , , 
FFI39_RS16415, 634.7, , , , , 
FFI39_RS16420, 551.7, , , , , 
FFI39_RS16425, 466.3, , , , , 
FFI39_RS16430, 1223.0, , , , , 
FFI39_RS16435, 197.0, , , , , 
FFI39_RS16440, 960.7, , , , , 
FFI39_RS16445, 829.0, , , , , 
FFI39_RS16450, 482.7, , , , , 
FFI39_RS16455, 716.0, , , , , 
FFI39_RS16460, 1929.3, , , , , 
FFI39_RS16465, 892.7, , , , , 
FFI39_RS16470, 427.0, , , , , 
FFI39_RS16475, 1629.7, , , , , 
FFI39_RS16480, 908.0, , , , , 
FFI39_RS16485, 265.7, , , , , 800:3:0.0877193:0.0877193
FFI39_RS16490, 2111.0, , , 100:3:0.219512:0.219512, 300:1:0.0102041:0.125, 800:3:0.0810811:0.0888889
FFI39_RS16495, 830.0, , , , , 
FFI39_RS16500, 844.0, , , , , 
FFI39_RS16505, 666.7, , , , , 
FFI39_RS16510, 965.0, , , , , 
FFI39_RS16515, 585.0, , , , , 
FFI39_RS16520, 638.0, , , , , 
FFI39_RS16525, 810.7, , , , , 
FFI39_RS16530, 658.7, , , , , 
FFI39_RS16535, 875.3, , , , , 
FFI39_RS16540, 1830.7, , , , , 
FFI39_RS16545, 875.0, , , , , 
FFI39_RS16550, 892.3, , , , , 
FFI39_RS16555, 989.7, , , 800:3:0.0754717:0.125, , 
FFI39_RS16560, 962.3, , , , , 
FFI39_RS16565, 144.3, , , , , 
FFI39_RS16570, 1326.0, , , , , 
FFI39_RS16575, 1059.3, , , , , 
FFI39_RS16580, 616.3, , , , , 
FFI39_RS16585, 441.0, , , , , 
FFI39_RS16590, 1104.3, , , , , 
FFI39_RS16595, 826.0, , , , , 
FFI39_RS16600, 765.3, , , , , 200:1:0.0694444:0.191667
FFI39_RS16605, 945.7, , , , , 
FFI39_RS16610, 1021.3, , , , , 
FFI39_RS16615, 608.3, , , , , 
FFI39_RS16620, 701.0, , , , , 
FFI39_RS16625, 1407.0, , , , , 
FFI39_RS16630, 756.0, , , , , 
FFI39_RS16635, 2868.0, , , 600:1:0.0263158:0.173913, , 100:3:0.128205:0.266667
FFI39_RS16640, 348.7, , , , , 
FFI39_RS16645, 494.0, , , , , 
FFI39_RS16650, 351.7, , , , , 
FFI39_RS16655, 1918.0, , , 600:1:0.0909091:0.170732;600:1:0.0666667:0.16, , 600:3:0.122449:0.148936
FFI39_RS16660, 715.3, , , , , 
FFI39_RS16665, 473.0, , , , , 
FFI39_RS16670, 455.0, , , , , 
FFI39_RS16675, 1186.3, , , , , 
FFI39_RS16680, 854.0, , , , , 
FFI39_RS16685, 2157.0, , , , , 
FFI39_RS16690, 439.3, , , 100:3:0.129032:0.277778, , 200:3:0.147541:0.253968;800:3:0.104478:0.104478
FFI39_RS16695, 1277.3, , , , , 
FFI39_RS16700, 335.0, , , , , 
FFI39_RS16705, 908.7, , , , , 
FFI39_RS16710, 407.3, , , , , 
FFI39_RS16715, 760.3, , , , , 
FFI39_RS16720, 276.3, , , , , 
FFI39_RS16725, 354.7, , , , , 
FFI39_RS16730, 812.0, , , , , 
FFI39_RS16735, 1360.0, , , , , 
FFI39_RS16740, 1116.0, , , , , 
FFI39_RS16745, 887.3, , , , 700:3:0.235294:0.235294, 
FFI39_RS16750, 569.7, , , , , 
FFI39_RS16755, 790.3, , , , , 
FFI39_RS16760, 592.0, , , 700:3:0.162162:0.166667;300:1:0.0588235:0.285714, , 
FFI39_RS16765, 684.3, , , 700:3:0.105263:0.181818, , 
