LocusTag	protein_id	Gene	Type	Size	GC	Sequence	Fold_1	Fold_2	Fold_2_S	Fold_2_V	Fold_3	Fold_4	N	S	Spore_associated
B4U62_09405	AQZ90614.1	nan	CDS	318	0.456	Genome	195	53	45	8	9	61	233.33	84.67	False
B4U62_09410	AQZ90615.1	nan	CDS	276	0.4746	Genome	163	68	47	21	4	41	209.67	66.33	False
B4U62_09415	AQZ90616.1	nan	CDS	414	0.4783	Genome	268	77	72	5	8	61	322.0	92.0	False
B4U62_09420	AQZ90617.1	nan	CDS	945	0.4381	Genome	611	181	168	13	22	131	739.0	206.0	False
B4U62_09425	AQZ90618.1	nan	CDS	222	0.4054	Genome	141	51	49	2	5	25	176.67	45.33	False
B4U62_09430	AQZ90619.1	nan	CDS	273	0.4212	Genome	175	59	56	3	7	32	216.67	56.33	False
B4U62_09435	AQZ90620.1	nan	CDS	231	0.3636	Genome	148	55	53	2	9	19	187.67	43.33	False
B4U62_09440	AQZ90621.1	nan	CDS	393	0.4377	Genome	256	75	72	3	5	57	307.67	85.33	False
B4U62_09445	AQZ90622.1	nan	CDS	2103	0.4199	Genome	1389	402	387	15	44	268	1671.67	431.33	False
B4U62_09450	AQZ90623.1	nan	CDS	990	0.4141	Genome	659	195	194	1	18	118	795.0	195.0	False
B4U62_09455	AQZ90624.1	nan	CDS	621	0.4396	Genome	406	119	115	4	14	82	490.0	131.0	False
B4U62_09460	AQZ90625.1	nan	CDS	768	0.4609	Genome	458	176	151	25	13	121	579.67	188.33	False
B4U62_09465	AQZ90626.1	nan	CDS	225	0.3289	Genome	141	48	47	1	5	31	174.67	50.33	False
B4U62_09470	AQZ90627.1	nan	CDS	969	0.4417	Genome	629	199	188	11	26	115	770.33	198.67	True
B4U62_09475	AQZ90628.1	nan	CDS	1263	0.4592	Genome	803	244	228	16	29	187	975.33	287.67	False
B4U62_09480	AQZ90629.1	nan	CDS	1266	0.4597	Genome	828	217	206	11	35	186	984.33	281.67	False
B4U62_09485	AQZ90630.1	nan	CDS	408	0.402	Genome	259	93	86	7	9	47	324.0	84.0	False
B4U62_09490	AQZ90631.1	nan	CDS	1335	0.4404	Genome	880	237	233	4	27	191	1047.0	288.0	False
B4U62_09495	AQZ90632.1	nan	CDS	291	0.3436	Genome	184	49	49	0	14	44	221.33	69.67	False
B4U62_09500	AQZ90633.1	nan	CDS	345	0.3739	Genome	228	68	68	0	10	39	276.67	68.33	False
B4U62_09505	AQZ90634.1	nan	CDS	252	0.3333	Genome	164	45	43	2	12	31	198.0	54.0	False
B4U62_09510	AQZ93063.1	nan	CDS	435	0.3287	Genome	283	99	98	1	12	41	353.0	82.0	False
B4U62_09515	AQZ90635.1	nan	CDS	792	0.3169	Genome	511	176	166	10	23	82	636.0	156.0	False
B4U62_09520	AQZ90636.1	nan	CDS	513	0.3333	Genome	340	112	106	6	14	47	419.33	93.67	False
B4U62_09525	AQZ90637.1	nan	CDS	642	0.324	Genome	418	151	146	5	20	53	525.33	116.67	False
B4U62_09530	AQZ90638.1	nan	CDS	354	0.3051	Genome	226	90	87	3	6	32	288.0	66.0	False
B4U62_09535	AQZ90639.1	nan	CDS	276	0.3225	Genome	181	41	40	1	15	39	213.33	62.67	False
B4U62_09540	AQZ90640.1	nan	CDS	165	0.3212	Genome	105	42	37	5	5	13	134.67	30.33	False
B4U62_09545	AQZ90641.1	nan	CDS	471	0.2824	Genome	294	124	120	4	16	37	382.0	89.0	False
B4U62_09550	AQZ90642.1	nan	CDS	1392	0.375	Genome	887	262	249	13	42	201	1075.67	316.33	False
B4U62_09555	AQZ90643.1	nan	CDS	1602	0.3739	Genome	1038	335	323	12	33	196	1272.33	329.67	False
B4U62_09560	AQZ90644.1	nan	CDS	1155	0.3541	Genome	684	307	270	37	31	133	899.0	256.0	False
B4U62_09565	AQZ90645.1	nan	CDS	1338	0.4036	Genome	866	278	266	12	20	174	1058.0	280.0	False
B4U62_09570	AQZ90646.1	nan	CDS	1500	0.414	Genome	973	281	269	12	33	213	1171.33	328.67	False
B4U62_09575	nan	nan	CDS	166	0.4458	Genome	107	32	28	4	3	23	129.33	35.67	False
B4U62_09580	AQZ90647.1	nan	CDS	636	0.3899	Genome	382	172	154	18	8	74	499.33	136.67	False
B4U62_09585	AQZ90648.1	nan	CDS	1416	0.4153	Genome	908	232	215	17	39	237	1075.67	340.33	False
B4U62_09590	AQZ90649.1	nan	CDS	1185	0.4388	Genome	739	253	232	21	20	173	914.33	270.67	False
B4U62_09595	AQZ90650.1	nan	CDS	462	0.3442	Genome	302	103	99	4	10	47	374.0	88.0	False
B4U62_09600	AQZ90651.1	nan	CDS	435	0.4046	Genome	287	81	77	4	11	56	344.67	90.33	False
B4U62_09605	AQZ90652.1	nan	CDS	261	0.2452	Genome	173	81	81	0	0	7	227.0	34.0	False
B4U62_09610	AQZ90653.1	nan	CDS	840	0.3845	Genome	553	178	171	7	20	89	678.33	161.67	False
B4U62_09615	AQZ90654.1	nan	CDS	213	0.2535	Genome	130	54	49	5	9	20	169.0	44.0	False
B4U62_09620	AQZ90655.1	nan	CDS	753	0.4529	Genome	444	176	152	24	4	129	562.67	190.33	False
B4U62_09625	AQZ90656.1	nan	CDS	357	0.3081	Genome	212	87	80	7	13	45	274.33	82.67	False
B4U62_09630	AQZ90657.1	nan	CDS	201	0.2338	Genome	134	63	63	0	0	4	176.0	25.0	True
B4U62_09635	AQZ90658.1	nan	CDS	189	0.3862	Genome	118	42	36	6	4	25	147.33	41.67	False
B4U62_09640	AQZ90659.1	nan	CDS	399	0.4336	Genome	259	73	71	2	1	66	308.0	91.0	False
B4U62_09645	AQZ90660.1	nan	CDS	435	0.4552	Genome	261	105	94	11	3	66	332.0	103.0	False
B4U62_09650	AQZ90661.1	nan	CDS	186	0.4247	Genome	113	48	45	3	2	23	145.67	40.33	False
B4U62_09655	AQZ90662.1	nan	CDS	189	0.4074	Genome	125	36	35	1	5	23	150.67	38.33	False
B4U62_09660	AQZ90663.1	nan	CDS	1563	0.4274	Genome	1001	290	269	21	49	223	1210.67	352.33	True
B4U62_09665	AQZ90664.1	nan	CDS	1092	0.4038	Genome	717	159	149	10	46	170	838.33	253.67	False
B4U62_09670	AQZ90665.1	nan	CDS	1215	0.414	Genome	781	244	232	12	31	159	954.0	261.0	False
B4U62_09675	AQZ90666.1	nan	CDS	807	0.4312	Genome	514	164	150	14	16	113	628.67	178.33	False
B4U62_09680	AQZ90667.1	nan	CDS	618	0.3916	Genome	392	132	124	8	14	80	484.67	133.33	False
B4U62_09685	AQZ90668.1	nan	CDS	1641	0.418	Genome	1064	284	261	23	55	238	1271.67	369.33	False
B4U62_09690	AQZ90669.1	nan	CDS	366	0.3689	Genome	236	77	69	8	12	41	291.33	74.67	False
B4U62_09695	AQZ90670.1	nan	CDS	759	0.4018	Genome	491	150	144	6	15	103	596.0	163.0	False
B4U62_09700	AQZ90671.1	nan	CDS	540	0.3759	Genome	338	124	118	6	8	70	423.33	116.67	False
B4U62_09705	AQZ90672.1	nan	CDS	435	0.3701	Genome	279	95	87	8	10	51	345.67	89.33	False
B4U62_09710	nan	nan	CDS	205	0.3805	Genome	129	51	47	4	1	23	163.33	40.67	False
B4U62_09715	AQZ90673.1	nan	CDS	618	0.445	Genome	372	152	140	12	4	90	474.67	143.33	False
B4U62_09720	AQZ90674.1	nan	CDS	318	0.3774	Genome	210	60	59	1	11	37	253.67	64.33	False
B4U62_09725	AQZ90675.1	nan	CDS	654	0.4419	Genome	419	131	119	12	17	87	512.0	142.0	False
B4U62_09730	AQZ90676.1	nan	CDS	234	0.3632	Genome	151	50	47	3	6	27	186.33	47.67	False
B4U62_09735	AQZ90677.1	nan	CDS	2004	0.4526	Genome	1336	293	291	2	30	345	1541.33	462.67	False
B4U62_09740	AQZ90678.1	nan	CDS	447	0.387	Genome	292	104	98	6	10	41	364.67	82.33	True
B4U62_09745	AQZ90679.1	nan	CDS	219	0.3653	Genome	154	34	34	0	5	26	178.33	40.67	False
B4U62_09750	AQZ93064.1	nan	CDS	174	0.4138	Genome	110	44	41	3	4	16	140.67	33.33	False
B4U62_09755	AQZ90680.1	nan	CDS	708	0.4195	Genome	451	130	123	7	22	105	545.0	163.0	False
B4U62_09760	AQZ90681.1	nan	CDS	363	0.4545	Genome	237	64	60	4	11	51	283.33	79.67	False
B4U62_09765	AQZ90682.1	nan	CDS	492	0.3476	Genome	326	78	74	4	23	65	385.67	106.33	False
B4U62_09770	AQZ90683.1	nan	CDS	429	0.3869	Genome	270	95	85	10	9	55	336.33	92.67	False
B4U62_09775	AQZ90684.1	nan	CDS	393	0.3791	Genome	245	88	84	4	5	55	305.33	87.67	True
B4U62_09780	AQZ90685.1	nan	CDS	147	0.4014	Genome	89	41	34	7	1	16	116.67	30.33	True
B4U62_09785	AQZ93065.1	nan	CDS	147	0.3946	Genome	84	47	40	7	0	16	115.33	31.67	True
B4U62_09790	AQZ90686.1	nan	CDS	2730	0.4458	Genome	1798	428	420	8	48	456	2099.33	630.67	False
B4U62_09795	AQZ90687.1	nan	CDS	513	0.4074	Genome	339	97	96	1	9	68	406.67	106.33	False
B4U62_09800	AQZ90688.1	nan	CDS	126	0.3492	Genome	82	33	31	2	0	11	104.0	22.0	False
B4U62_09805	AQZ90689.1	nan	CDS	147	0.4286	Genome	99	28	27	1	2	18	118.33	28.67	True
B4U62_09810	AQZ90690.1	nan	CDS	252	0.381	Genome	167	55	53	2	5	25	205.33	46.67	True
B4U62_09815	AQZ90691.1	nan	CDS	417	0.3957	Genome	278	76	75	1	10	53	332.0	85.0	False
B4U62_09820	AQZ90692.1	nan	CDS	300	0.4233	Genome	190	69	64	5	5	36	237.67	62.33	False
B4U62_09825	AQZ90693.1	nan	CDS	288	0.434	Genome	177	74	66	8	1	36	226.67	61.33	False
B4U62_09830	AQZ90694.1	nan	CDS	582	0.4072	Genome	346	127	111	16	15	94	435.67	146.33	False
B4U62_09835	AQZ90695.1	nan	CDS	408	0.4412	Genome	268	66	62	4	11	63	315.67	92.33	False
B4U62_09840	AQZ90696.1	nan	CDS	1968	0.4583	Genome	1273	361	339	22	41	293	1527.33	440.67	False
B4U62_09845	AQZ90697.1	nan	CDS	2421	0.4304	Genome	1565	453	429	24	60	343	1887.0	534.0	False
B4U62_09850	AQZ90698.1	nan	CDS	411	0.4161	Genome	255	90	81	9	6	60	317.0	94.0	False
B4U62_09855	AQZ90699.1	nan	CDS	1398	0.427	Genome	920	203	199	4	52	223	1072.67	325.33	False
B4U62_09860	AQZ90700.1	nan	CDS	1500	0.4327	Genome	992	267	259	8	32	209	1180.67	319.33	False
B4U62_09865	AQZ90701.1	nan	CDS	264	0.3598	Genome	174	58	58	0	5	27	214.33	49.67	False
B4U62_09870	AQZ90702.1	nan	CDS	1269	0.4421	Genome	773	300	270	30	8	188	975.67	293.33	False
B4U62_09875	AQZ90703.1	nan	CDS	1542	0.4643	Genome	943	348	293	55	12	239	1179.0	363.0	False
B4U62_09880	AQZ90704.1	nan	CDS	225	0.4133	Genome	137	55	49	6	4	29	175.0	50.0	False
B4U62_09885	AQZ90705.1	nan	CDS	447	0.4541	Genome	294	73	70	3	13	67	347.0	100.0	False
B4U62_09890	AQZ90706.1	nan	CDS	894	0.4609	Genome	571	163	150	13	24	136	687.67	206.33	False
B4U62_09895	AQZ90707.1	nan	CDS	597	0.4288	Genome	392	84	80	4	33	88	459.0	138.0	False
B4U62_09900	AQZ90708.1	nan	CDS	1200	0.4417	Genome	742	285	259	26	13	160	936.33	263.67	False
B4U62_09905	AQZ90709.1	nan	CDS	1536	0.4785	Genome	926	348	313	35	13	249	1162.33	373.67	False
B4U62_09910	AQZ90710.1	nan	CDS	783	0.4789	Genome	473	174	150	24	9	127	592.0	191.0	False
B4U62_09915	AQZ90711.1	nan	CDS	900	0.4711	Genome	548	197	174	23	7	148	681.67	218.33	False
B4U62_09920	AQZ90712.1	nan	CDS	222	0.4459	Genome	130	59	49	10	1	32	169.67	52.33	False
B4U62_09925	AQZ90713.1	nan	CDS	1335	0.4727	Genome	817	295	262	33	16	207	1019.0	316.0	False
B4U62_09930	AQZ90714.1	nan	CDS	1650	0.4612	Genome	1006	362	326	36	13	269	1251.67	398.33	False
B4U62_09935	AQZ90715.1	nan	CDS	1143	0.4768	Genome	710	233	200	33	10	190	868.67	274.33	False
B4U62_09940	AQZ90716.1	nan	CDS	306	0.4444	Genome	194	49	45	4	8	55	229.33	76.67	False
B4U62_09945	AQZ90717.1	nan	CDS	1533	0.4338	Genome	926	382	349	33	8	217	1183.33	349.67	False
B4U62_09950	AQZ90718.1	nan	CDS	393	0.3995	Genome	241	91	85	6	5	56	303.33	89.67	False
B4U62_09955	AQZ90719.1	nan	CDS	3840	0.4487	Genome	2332	896	804	92	43	569	2943.67	896.33	False
B4U62_09960	AQZ90720.1	nan	CDS	10812	0.4685	Genome	6711	2378	2148	230	106	1617	8331.67	2480.33	False
B4U62_09965	AQZ90721.1	nan	CDS	7668	0.4824	Genome	4744	1634	1462	172	76	1214	5858.67	1809.33	False
B4U62_09970	AQZ90722.1	nan	CDS	7683	0.4516	Genome	4733	1730	1557	173	97	1123	5918.67	1764.33	False
B4U62_09975	AQZ90723.1	nan	CDS	7686	0.4657	Genome	4777	1673	1504	169	96	1140	5924.33	1761.67	False
B4U62_09980	AQZ90724.1	nan	CDS	1476	0.4465	Genome	917	308	274	34	23	228	1130.0	346.0	False
B4U62_09985	AQZ90725.1	nan	CDS	978	0.4427	Genome	602	225	208	17	9	142	755.0	223.0	False
B4U62_09990	AQZ90726.1	nan	CDS	1392	0.4404	Genome	827	300	267	33	24	241	1035.0	357.0	False
B4U62_09995	AQZ90727.1	nan	CDS	546	0.3553	Genome	354	105	103	2	8	79	426.67	119.33	False
B4U62_10000	nan	nan	tRNA	73	0.5342	Genome	nan	nan	nan	nan	nan	nan	nan	nan	False
B4U62_10005	AQZ90728.1	nan	CDS	546	0.4103	Genome	334	138	127	11	7	67	428.33	117.67	False
B4U62_10010	AQZ90729.1	nan	CDS	231	0.3723	Genome	143	61	59	2	3	24	184.67	46.33	False
B4U62_10015	AQZ90730.1	nan	CDS	1764	0.4388	Genome	1161	293	288	5	36	274	1368.33	395.67	False
B4U62_10020	AQZ90731.1	nan	CDS	858	0.4441	Genome	532	190	173	17	15	121	663.67	194.33	False
B4U62_10025	AQZ90732.1	nan	CDS	990	0.4404	Genome	639	179	173	6	21	151	765.33	224.67	False
B4U62_10030	AQZ90733.1	nan	CDS	1482	0.4649	Genome	905	346	305	41	9	222	1138.67	343.33	False
B4U62_10035	AQZ90734.1	nan	CDS	4563	0.455	Genome	2798	1094	967	127	33	638	3538.33	1024.67	False
B4U62_10040	AQZ90735.1	nan	CDS	903	0.4275	Genome	577	175	168	7	22	129	701.0	202.0	False
B4U62_10045	AQZ90736.1	nan	CDS	1116	0.44	Genome	669	267	233	34	18	162	853.0	263.0	False
B4U62_10050	AQZ90737.1	nan	CDS	894	0.4474	Genome	540	195	166	29	17	142	675.67	218.33	False
B4U62_10055	AQZ90738.1	nan	CDS	369	0.3631	Genome	242	82	80	2	6	39	298.67	70.33	False
B4U62_10060	AQZ90739.1	nan	CDS	717	0.4477	Genome	432	159	138	21	10	116	541.33	175.67	False
B4U62_10065	AQZ90740.1	nan	CDS	306	0.3922	Genome	199	57	56	1	10	40	240.33	65.67	False
B4U62_10070	AQZ90741.1	nan	CDS	771	0.4436	Genome	498	140	134	6	18	115	597.33	173.67	False
B4U62_10075	AQZ90742.1	nan	CDS	534	0.4213	Genome	347	92	83	9	17	78	414.0	120.0	False
B4U62_10080	AQZ90743.1	nan	CDS	1245	0.4562	Genome	752	257	218	39	14	222	928.0	317.0	False
B4U62_10085	AQZ90744.1	nan	CDS	1464	0.4508	Genome	894	327	288	39	23	220	1119.67	344.33	False
B4U62_10090	AQZ90745.1	nan	CDS	1035	0.4242	Genome	637	239	219	20	10	149	799.67	235.33	False
B4U62_10095	AQZ90746.1	nan	CDS	2043	0.4606	Genome	1332	363	345	18	46	302	1589.33	453.67	False
B4U62_10100	AQZ90747.1	nan	CDS	294	0.3435	Genome	188	66	64	2	10	30	235.33	58.67	False
B4U62_10105	AQZ90748.1	nan	CDS	405	0.363	Genome	254	73	69	4	12	66	306.67	98.33	False
B4U62_10110	AQZ90749.1	nan	CDS	123	0.3171	Genome	80	29	27	2	3	11	100.33	22.67	False
B4U62_10115	AQZ90750.1	nan	CDS	294	0.3673	Genome	190	72	70	2	2	30	238.67	55.33	False
B4U62_10120	AQZ90751.1	nan	CDS	1686	0.3986	Genome	1017	397	358	39	31	241	1292.0	394.0	False
B4U62_10125	AQZ90752.1	nan	CDS	1452	0.3753	Genome	943	293	275	18	41	175	1152.0	300.0	False
B4U62_10130	AQZ90753.1	nan	CDS	699	0.4478	Genome	420	162	141	21	2	115	528.67	170.33	False
B4U62_10135	AQZ90754.1	nan	CDS	678	0.4071	Genome	407	135	120	15	14	122	501.67	176.33	False
B4U62_10140	AQZ90755.1	nan	CDS	1038	0.3882	Genome	676	197	194	3	20	145	814.0	224.0	False
B4U62_10145	AQZ90756.1	nan	CDS	684	0.405	Genome	450	131	123	8	18	85	543.33	140.67	False
B4U62_10150	AQZ90757.1	nan	CDS	306	0.3562	Genome	191	61	54	7	16	38	237.0	69.0	False
B4U62_10155	AQZ90758.1	nan	CDS	1179	0.458	Genome	718	270	239	31	14	177	902.67	276.33	False
B4U62_10160	AQZ90759.1	nan	CDS	489	0.3845	Genome	307	115	104	11	8	59	386.33	102.67	False
B4U62_10165	AQZ90760.1	nan	CDS	756	0.3876	Genome	460	179	166	13	13	104	583.67	172.33	False
B4U62_10170	AQZ90761.1	nan	CDS	357	0.3277	Genome	225	94	93	1	9	29	290.67	66.33	False
B4U62_10175	AQZ90762.1	nan	CDS	240	0.35	Genome	146	54	51	3	5	35	183.67	56.33	False
B4U62_10180	AQZ90763.1	nan	CDS	498	0.3635	Genome	310	118	110	8	7	63	391.0	107.0	False
B4U62_10185	AQZ90764.1	nan	CDS	912	0.4342	Genome	558	225	201	24	11	118	711.67	200.33	False
B4U62_10190	AQZ90765.1	nan	CDS	483	0.352	Genome	311	85	83	2	23	64	375.33	107.67	False
B4U62_10195	AQZ90766.1	nan	CDS	255	0.3725	Genome	164	51	47	4	9	31	201.0	54.0	False
B4U62_10200	AQZ90767.1	nan	CDS	795	0.4239	Genome	528	127	121	6	24	116	620.67	174.33	False
B4U62_10205	AQZ90768.1	nan	CDS	873	0.4124	Genome	536	195	185	10	15	127	671.0	202.0	False
B4U62_10210	AQZ90769.1	nan	CDS	879	0.4232	Genome	581	144	141	3	28	126	686.33	192.67	False
B4U62_10215	AQZ90770.1	nan	CDS	432	0.3657	Genome	275	95	90	5	4	58	339.67	92.33	False
B4U62_10220	AQZ90771.1	nan	CDS	633	0.3807	Genome	387	152	135	17	13	81	492.67	140.33	False
B4U62_10225	AQZ90772.1	nan	CDS	921	0.4267	Genome	597	155	147	8	25	144	708.67	212.33	False
B4U62_10230	AQZ90773.1	nan	CDS	363	0.3444	Genome	222	94	84	10	8	39	287.33	75.67	False
B4U62_10235	AQZ90774.1	nan	CDS	213	0.3568	Genome	130	56	53	3	4	23	168.67	44.33	False
B4U62_10240	AQZ90775.1	nan	CDS	264	0.3788	Genome	169	48	47	1	8	39	203.67	60.33	False
B4U62_10245	AQZ90776.1	nan	CDS	2601	0.4168	Genome	1598	614	565	49	55	334	2025.67	575.33	False
B4U62_10250	AQZ90777.1	nan	CDS	642	0.4252	Genome	394	140	118	22	9	99	490.33	151.67	False
B4U62_10255	nan	nan	CDS	193	0.2798	Genome	120	50	47	3	9	13	156.33	35.67	False
B4U62_10260	AQZ90778.1	nan	CDS	240	0.3375	Genome	151	61	55	6	4	24	193.0	47.0	False
B4U62_10265	AQZ90779.1	nan	CDS	339	0.3392	Genome	208	87	81	6	8	36	268.67	70.33	False
B4U62_10270	AQZ93066.1	nan	CDS	357	0.3193	Genome	220	86	82	4	13	38	281.67	75.33	False
B4U62_10275	AQZ90780.1	nan	CDS	366	0.3251	Genome	231	97	95	2	9	29	298.67	67.33	False
B4U62_10280	AQZ90781.1	nan	CDS	660	0.3955	Genome	429	131	127	4	19	81	522.67	137.33	False
B4U62_10285	AQZ90782.1	nan	CDS	924	0.3452	Genome	578	210	196	14	32	104	728.67	195.33	False
B4U62_10290	AQZ90783.1	nan	CDS	174	0.4023	Genome	104	51	47	4	0	19	138.0	36.0	False
B4U62_10295	AQZ90784.1	nan	CDS	225	0.3422	Genome	145	44	41	3	4	32	175.67	49.33	False
B4U62_10300	AQZ90785.1	nan	CDS	456	0.3136	Genome	278	132	123	9	12	34	370.0	86.0	False
B4U62_10305	AQZ90786.1	nan	CDS	261	0.3372	Genome	165	51	50	1	6	39	201.0	60.0	False
B4U62_10310	nan	nan	CDS	210	0.3238	Genome	131	47	45	2	4	28	163.67	46.33	False
B4U62_10315	AQZ90787.1	nan	CDS	1116	0.302	Genome	729	254	247	7	33	100	909.33	206.67	False
B4U62_10320	AQZ90788.1	nan	CDS	123	0.3902	Genome	77	22	21	1	3	21	92.67	30.33	False
B4U62_10325	nan	nan	CDS	1109	0.3877	Genome	669	289	259	30	13	136	866.0	241.0	False
B4U62_10330	AQZ90789.1	nan	CDS	294	0.3061	Genome	175	93	88	5	6	20	239.0	55.0	False
B4U62_10335	AQZ90790.1	nan	CDS	336	0.3185	Genome	215	81	79	2	10	30	272.33	63.67	False
B4U62_10340	AQZ90791.1	nan	CDS	3606	0.2959	Genome	2201	948	898	50	131	326	2876.67	729.33	False
B4U62_10345	AQZ90792.1	nan	CDS	300	0.3367	Genome	180	84	77	7	5	31	237.67	62.33	False
B4U62_10350	AQZ90793.1	nan	CDS	843	0.2871	Genome	514	229	212	17	31	69	677.0	166.0	False
B4U62_10355	AQZ90794.1	nan	CDS	459	0.3486	Genome	285	134	127	7	5	35	376.0	83.0	False
B4U62_10360	AQZ90795.1	nan	CDS	1803	0.3816	Genome	1138	442	408	34	28	195	1442.0	361.0	False
B4U62_10365	AQZ93068.1	nan	CDS	564	0.3475	Genome	354	146	137	9	13	51	455.67	108.33	False
B4U62_10370	AQZ93067.1	nan	CDS	1341	0.4206	Genome	866	246	230	16	34	195	1041.33	299.67	False
B4U62_10375	AQZ90796.1	nan	CDS	2421	0.4197	Genome	1588	383	363	20	70	380	1866.67	554.33	False
B4U62_10380	AQZ90797.1	nan	CDS	333	0.4895	Genome	196	78	66	12	4	55	249.33	83.67	False
B4U62_10385	AQZ90798.1	nan	CDS	726	0.4435	Genome	453	163	147	16	9	101	564.67	161.33	False
B4U62_10390	AQZ90799.1	nan	CDS	744	0.4395	Genome	461	167	147	20	11	105	576.0	168.0	False
B4U62_10395	AQZ90800.1	nan	CDS	576	0.4236	Genome	352	136	125	11	7	81	445.0	131.0	False
B4U62_10400	AQZ90801.1	nan	CDS	702	0.4744	Genome	435	146	127	19	7	114	534.67	167.33	False
B4U62_10405	AQZ90802.1	nan	CDS	483	0.4286	Genome	300	110	102	8	7	66	375.67	107.33	False
B4U62_10410	AQZ90803.1	nan	CDS	942	0.431	Genome	586	209	193	16	12	135	729.33	212.67	False
B4U62_10415	AQZ90804.1	nan	CDS	546	0.4029	Genome	348	96	90	6	23	79	419.67	126.33	False
B4U62_10420	AQZ90805.1	nan	CDS	324	0.4259	Genome	201	77	71	6	5	41	254.0	70.0	False
B4U62_10425	AQZ90806.1	nan	CDS	678	0.3982	Genome	443	136	134	2	11	88	537.33	140.67	False
B4U62_10430	AQZ90807.1	nan	CDS	537	0.3873	Genome	320	120	110	10	8	89	402.67	134.33	False
B4U62_10435	AQZ90808.1	nan	CDS	783	0.4253	Genome	481	192	178	14	8	102	611.67	171.33	False
B4U62_10440	AQZ90809.1	nan	CDS	498	0.3795	Genome	327	104	100	4	15	52	401.33	96.67	False
B4U62_10445	AQZ90810.1	nan	CDS	978	0.4151	Genome	633	176	168	8	32	137	761.0	217.0	False
B4U62_10450	AQZ90811.1	nan	CDS	1059	0.4193	Genome	681	203	195	8	23	152	824.0	235.0	False
B4U62_10455	AQZ90812.1	nan	CDS	1113	0.3819	Genome	716	215	204	11	42	140	873.33	239.67	False
B4U62_10460	AQZ90813.1	nan	CDS	600	0.43	Genome	390	112	106	6	17	81	470.33	129.67	False
B4U62_10465	AQZ90814.1	nan	CDS	864	0.4167	Genome	529	197	180	17	8	130	663.0	201.0	False
B4U62_10470	AQZ90815.1	nan	CDS	1776	0.4341	Genome	1084	435	391	44	25	232	1382.33	393.67	False
B4U62_10480	AQZ90816.1	nan	CDS	183	0.2623	Genome	112	49	48	1	6	16	146.67	36.33	False
B4U62_10485	AQZ90817.1	nan	CDS	627	0.4051	Genome	393	144	131	13	6	84	491.0	136.0	False
B4U62_10490	AQZ90818.1	nan	CDS	492	0.435	Genome	311	114	106	8	3	64	388.0	104.0	False
B4U62_10495	AQZ90819.1	nan	CDS	333	0.4264	Genome	204	78	70	8	4	47	257.33	75.67	False
B4U62_10500	AQZ90820.1	nan	CDS	228	0.4035	Genome	150	37	34	3	9	32	177.67	50.33	False
B4U62_10505	AQZ90821.1	nan	CDS	477	0.4046	Genome	298	127	118	9	5	47	384.33	92.67	False
B4U62_10510	AQZ90822.1	nan	CDS	264	0.3864	Genome	173	54	51	3	6	31	211.0	53.0	False
B4U62_10515	AQZ90823.1	nan	CDS	234	0.406	Genome	153	39	38	1	3	39	180.0	54.0	False
B4U62_10520	AQZ90824.1	nan	CDS	345	0.3913	Genome	209	87	78	9	3	46	268.0	77.0	False
B4U62_10525	AQZ90825.1	nan	CDS	204	0.3333	Genome	126	57	54	3	1	20	164.33	39.67	False
B4U62_10530	AQZ90826.1	nan	CDS	1488	0.4738	Genome	983	233	225	8	27	245	1147.33	340.67	False
B4U62_10535	AQZ90827.1	nan	CDS	1899	0.4502	Genome	1246	323	308	15	34	296	1472.67	426.33	False
B4U62_10540	AQZ90828.1	nan	CDS	846	0.4397	Genome	559	168	159	9	14	105	675.67	170.33	False
B4U62_10545	AQZ90829.1	nan	CDS	1338	0.4013	Genome	816	279	243	36	41	202	1015.67	322.33	False
B4U62_10550	AQZ90830.1	nan	CDS	966	0.4358	Genome	633	129	125	4	32	172	729.67	236.33	False
B4U62_10555	AQZ90831.1	nan	CDS	1254	0.4506	Genome	786	277	249	28	11	180	974.33	279.67	False
B4U62_10560	AQZ90832.1	nan	CDS	2835	0.4628	Genome	1733	673	591	82	21	408	2188.67	646.33	False
B4U62_10565	AQZ90833.1	nan	CDS	1917	0.4403	Genome	1196	449	414	35	12	260	1499.33	417.67	False
B4U62_10570	AQZ90834.1	nan	CDS	915	0.4273	Genome	552	214	195	19	13	136	699.0	216.0	False
B4U62_10575	AQZ90835.1	nan	CDS	591	0.4704	Genome	363	143	128	15	3	82	459.33	131.67	False
B4U62_10580	AQZ90836.1	nan	CDS	1245	0.4241	Genome	755	273	231	42	14	203	941.67	303.33	False
B4U62_10585	AQZ90837.1	nan	CDS	1218	0.408	Genome	750	305	277	28	9	154	956.33	261.67	False
B4U62_10590	AQZ93069.1	nan	CDS	624	0.4503	Genome	392	127	117	10	15	90	481.67	142.33	False
B4U62_10595	AQZ90838.1	nan	CDS	1359	0.4489	Genome	882	211	203	8	42	224	1036.67	322.33	False
B4U62_10600	AQZ90839.1	nan	CDS	849	0.3981	Genome	543	166	162	4	28	112	663.0	186.0	False
B4U62_10605	AQZ90840.1	nan	CDS	666	0.4294	Genome	411	156	142	14	10	89	518.33	147.67	False
B4U62_10610	AQZ90841.1	nan	CDS	351	0.4274	Genome	217	75	68	7	6	53	269.0	82.0	False
B4U62_10615	AQZ90842.1	nan	CDS	279	0.4337	Genome	178	62	60	2	3	36	220.33	58.67	False
